# Time-averaged data for fix log_x
# TimeStep v_E_x v_s_x
10712 0.263288 807.368
10713 0.263288 807.368
10714 0.263288 807.368
10715 0.263288 807.368
10716 0.263288 807.368
10717 0.263288 807.368
10718 0.263288 807.368
10719 0.263288 807.368
10720 0.263288 807.368
10721 0.263288 807.368
10722 0.263288 807.368
10723 0.263288 807.368
10724 0.263288 807.368
10725 0.263288 807.368
10726 0.263288 807.368
10727 0.263288 807.368
10728 0.263288 807.368
10729 0.263288 807.368
10730 0.263288 807.368
10731 0.263288 807.368
10732 0.263288 807.368
10733 0.263288 807.368
10734 0.263288 807.368
10735 0.263288 807.368
10736 0.263288 807.368
10737 0.263288 807.368
10738 0.263288 807.368
10739 0.263288 807.368
10740 0.263288 807.368
10741 0.263288 807.368
10742 0.263288 807.368
10743 0.263288 807.368
10744 0.263288 807.368
10745 0.263288 807.368
10746 0.263288 807.368
10747 0.263288 807.367
10748 0.263288 807.367
10749 0.263288 807.367
10750 0.263288 807.367
10751 0.263288 807.367
10752 0.263288 807.367
10753 0.263288 807.367
10754 0.263288 807.367
10755 0.263288 807.367
10756 0.263288 807.367
10757 0.263288 807.367
10758 0.263288 807.367
10759 0.263288 807.367
10760 0.263288 807.367
10761 0.263288 807.367
10762 0.263288 807.367
10763 0.263288 807.367
10764 0.263288 807.367
10765 0.263288 807.367
10766 0.263288 807.367
10767 0.263288 807.367
10768 0.263288 807.367
10769 0.263288 807.367
10770 0.263288 807.367
10771 0.263288 807.367
10772 0.263288 807.367
10773 0.263288 807.367
10774 0.263288 807.367
10775 0.263288 807.367
10776 0.263288 807.367
10777 0.263288 807.367
10778 0.263288 807.367
10779 0.263288 807.367
10780 0.263288 807.367
10781 0.263288 807.367
10782 0.263288 807.367
10783 0.263288 807.367
10784 0.263288 807.367
10785 0.263288 807.367
10786 0.263288 807.367
10787 0.263288 807.367
10788 0.263288 807.367
10789 0.263288 807.367
10790 0.263288 807.367
10791 0.263288 807.367
10792 0.263288 807.367
10793 0.263288 807.367
10794 0.263288 807.367
10795 0.263288 807.367
10796 0.263288 807.367
10797 0.263288 807.367
10798 0.263288 807.367
10799 0.263288 807.367
10800 0.263288 807.367
10801 0.263288 807.367
10802 0.263288 807.367
10803 0.263288 807.367
10804 0.263288 807.367
10805 0.263288 807.367
10806 0.263288 807.367
10807 0.263288 807.367
10808 0.263288 807.367
10809 0.263288 807.367
10810 0.263288 807.367
10811 0.263288 807.367
10812 0.263288 807.367
10813 0.263288 807.367
10814 0.263288 807.367
10815 0.263288 807.367
10816 0.263288 807.367
10817 0.263288 807.367
10818 0.263288 807.367
10819 0.263288 807.367
10820 0.263288 807.367
10821 0.263288 807.367
10822 0.263288 807.367
10823 0.263288 807.367
10824 0.263288 807.367
10825 0.263288 807.367
10826 0.263288 807.367
10827 0.263288 807.367
10828 0.263288 807.367
10829 0.263288 807.367
10830 0.263288 807.367
10831 0.263288 807.367
10832 0.263288 807.367
10833 0.263288 807.367
10834 0.263288 807.367
10835 0.263288 807.367
10836 0.263288 807.367
10837 0.263288 807.367
10838 0.263288 807.367
10839 0.263288 807.367
10840 0.263288 807.367
10841 0.263288 807.367
10842 0.263288 807.367
10843 0.263288 807.367
10844 0.263288 807.367
10845 0.263288 807.367
10846 0.263288 807.367
10847 0.263288 807.367
10848 0.263288 807.367
10849 0.263288 807.367
10850 0.263288 807.367
10851 0.263288 807.367
10852 0.263288 807.367
10853 0.263288 807.367
10854 0.263288 807.367
10855 0.263288 807.367
10856 0.263288 807.367
10857 0.263288 807.367
10858 0.263288 807.367
10859 0.263288 807.367
10860 0.263288 807.367
10861 0.263288 807.367
10862 0.263288 807.367
10863 0.263288 807.367
10864 0.263288 807.367
10865 0.263288 807.367
10866 0.263288 807.367
10867 0.263288 807.367
10868 0.263288 807.367
10869 0.263288 807.367
10870 0.263288 807.367
10871 0.263288 807.366
10872 0.263288 807.366
10873 0.263288 807.366
10874 0.263288 807.366
10875 0.263288 807.366
10876 0.263288 807.366
10877 0.263288 807.366
10878 0.263288 807.366
10879 0.263288 807.366
10880 0.263288 807.366
10881 0.263288 807.366
10882 0.263288 807.366
10883 0.263288 807.366
10884 0.263288 807.366
10885 0.263288 807.366
10886 0.263288 807.366
10887 0.263288 807.366
10888 0.263288 807.366
10889 0.263288 807.366
10890 0.263288 807.366
10891 0.263288 807.366
10892 0.263288 807.366
10893 0.263288 807.366
10894 0.263288 807.366
10895 0.263288 807.366
10896 0.263288 807.366
10897 0.263288 807.366
10898 0.263288 807.366
10899 0.263288 807.366
10900 0.263288 807.366
10901 0.263288 807.366
10902 0.263288 807.366
10903 0.263288 807.366
10904 0.263288 807.366
10905 0.263288 807.366
10906 0.263288 807.366
10907 0.263288 807.366
10908 0.263288 807.366
10909 0.263288 807.366
10910 0.263288 807.366
10911 0.263288 807.366
10912 0.263288 807.366
10913 0.263288 807.366
10914 0.263288 807.366
10915 0.263288 807.366
10916 0.263288 807.366
10917 0.263288 807.366
10918 0.263288 807.366
10919 0.263288 807.366
10920 0.263288 807.366
10921 0.263288 807.366
10922 0.263288 807.366
10923 0.263288 807.366
10924 0.263288 807.366
10925 0.263288 807.366
10926 0.263288 807.366
10927 0.263288 807.366
10928 0.263288 807.366
10929 0.263288 807.366
10930 0.263288 807.366
10931 0.263288 807.366
10932 0.263288 807.366
10933 0.263288 807.366
10934 0.263288 807.366
10935 0.263288 807.366
10936 0.263288 807.366
10937 0.263288 807.366
10938 0.263288 807.366
10939 0.263288 807.366
10940 0.263288 807.366
10941 0.263288 807.366
10942 0.263288 807.366
10943 0.263288 807.366
10944 0.263288 807.366
10945 0.263288 807.366
10946 0.263288 807.366
10947 0.263288 807.366
10948 0.263288 807.366
10949 0.263288 807.366
10950 0.263288 807.366
10951 0.263288 807.366
10952 0.263288 807.366
10953 0.263288 807.366
10954 0.263288 807.366
10955 0.263288 807.366
10956 0.263288 807.366
10957 0.263288 807.366
10958 0.263288 807.366
10959 0.263288 807.366
10960 0.263288 807.366
10961 0.263288 807.366
10962 0.263288 807.366
10963 0.263288 807.366
10964 0.263288 807.366
10965 0.263288 807.366
10966 0.263288 807.366
10967 0.263288 807.366
10968 0.263288 807.366
10969 0.263288 807.366
10970 0.263288 807.366
10971 0.263288 807.366
10972 0.263288 807.366
10973 0.263288 807.366
10974 0.263288 807.366
10975 0.263288 807.366
10976 0.263288 807.366
10977 0.263288 807.366
10978 0.263288 807.366
10979 0.263288 807.366
10980 0.263288 807.366
10981 0.263288 807.366
10982 0.263288 807.366
10983 0.263288 807.366
10984 0.263288 807.366
10985 0.263288 807.366
10986 0.263288 807.366
10987 0.263288 807.366
10988 0.263288 807.366
10989 0.263288 807.366
10990 0.263288 807.366
10991 0.263288 807.366
10992 0.263288 807.366
10993 0.263288 807.366
10994 0.263288 807.365
10995 0.263288 807.365
10996 0.263288 807.365
10997 0.263288 807.365
10998 0.263288 807.365
10999 0.263288 807.365
11000 0.263288 807.365
11001 0.263288 807.365
11002 0.263288 807.365
11003 0.263288 807.365
11004 0.263288 807.365
11005 0.263288 807.365
11006 0.263288 807.365
11007 0.263288 807.365
11008 0.263288 807.365
11009 0.263288 807.365
11010 0.263288 807.365
11011 0.263288 807.365
11012 0.263288 807.365
11013 0.263288 807.365
11014 0.263288 807.365
11015 0.263288 807.365
11016 0.263288 807.365
11017 0.263288 807.365
11018 0.263288 807.365
11019 0.263288 807.365
11020 0.263288 807.365
11021 0.263288 807.365
11022 0.263288 807.365
11023 0.263288 807.365
11024 0.263288 807.365
11025 0.263288 807.365
11026 0.263288 807.365
11027 0.263288 807.365
11028 0.263288 807.365
11029 0.263288 807.365
11030 0.263288 807.365
11031 0.263288 807.365
11032 0.263288 807.365
11033 0.263288 807.365
11034 0.263288 807.365
11035 0.263288 807.365
11036 0.263288 807.365
11037 0.263288 807.365
11038 0.263288 807.365
11039 0.263288 807.365
11040 0.263288 807.365
11041 0.263288 807.365
11042 0.263288 807.365
11043 0.263288 807.365
11044 0.263288 807.365
11045 0.263288 807.365
11046 0.263288 807.365
11047 0.263288 807.365
11048 0.263288 807.365
11049 0.263288 807.365
11050 0.263288 807.365
11051 0.263288 807.365
11052 0.263288 807.365
11053 0.263288 807.365
11054 0.263288 807.365
11055 0.263288 807.365
11056 0.263288 807.365
11057 0.263288 807.365
11058 0.263288 807.365
11059 0.263288 807.365
11060 0.263288 807.365
11061 0.263288 807.365
11062 0.263288 807.365
11063 0.263288 807.365
11064 0.263288 807.365
11065 0.263288 807.365
11066 0.263288 807.365
11067 0.263288 807.365
11068 0.263288 807.365
11069 0.263288 807.365
11070 0.263288 807.365
11071 0.263288 807.365
11072 0.263288 807.365
11073 0.263288 807.365
11074 0.263288 807.365
11075 0.263288 807.365
11076 0.263288 807.365
11077 0.263288 807.365
11078 0.263288 807.365
11079 0.263288 807.365
11080 0.263288 807.365
11081 0.263288 807.365
11082 0.263288 807.365
11083 0.263288 807.365
11084 0.263288 807.365
11085 0.263288 807.365
11086 0.263288 807.365
11087 0.263288 807.365
11088 0.263288 807.365
11089 0.263288 807.365
11090 0.263288 807.365
11091 0.263288 807.365
11092 0.263288 807.365
11093 0.263288 807.365
11094 0.263288 807.365
11095 0.263288 807.365
11096 0.263288 807.365
11097 0.263288 807.365
11098 0.263288 807.365
11099 0.263288 807.365
11100 0.263288 807.365
11101 0.263288 807.365
11102 0.263288 807.365
11103 0.263288 807.365
11104 0.263288 807.365
11105 0.263288 807.365
11106 0.263288 807.365
11107 0.263288 807.365
11108 0.263288 807.365
11109 0.263288 807.365
11110 0.263288 807.365
11111 0.263288 807.365
11112 0.263288 807.365
11113 0.263288 807.365
11114 0.263288 807.365
11115 0.263288 807.365
11116 0.263288 807.365
11117 0.263288 807.365
11118 0.263288 807.364
11119 0.263288 807.364
11120 0.263288 807.364
11121 0.263288 807.364
11122 0.263288 807.364
11123 0.263288 807.364
11124 0.263288 807.364
11125 0.263288 807.364
11126 0.263288 807.364
11127 0.263288 807.364
11128 0.263288 807.364
11129 0.263288 807.364
11130 0.263288 807.364
11131 0.263288 807.364
11132 0.263288 807.364
11133 0.263288 807.364
11134 0.263288 807.364
11135 0.263288 807.364
11136 0.263288 807.364
11137 0.263288 807.364
11138 0.263288 807.364
11139 0.263288 807.364
11140 0.263288 807.364
11141 0.263288 807.364
11142 0.263288 807.364
11143 0.263288 807.364
11144 0.263288 807.364
11145 0.263288 807.364
11146 0.263288 807.364
11147 0.263288 807.364
11148 0.263288 807.364
11149 0.263288 807.364
11150 0.263288 807.364
11151 0.263288 807.364
11152 0.263288 807.364
11153 0.263288 807.364
11154 0.263288 807.364
