# Time-averaged data for fix log_x
# TimeStep v_E_x v_s_x
13692 0.263288 807.344
13693 0.263288 807.344
13694 0.263288 807.344
13695 0.263288 807.344
13696 0.263288 807.344
13697 0.263288 807.344
13698 0.263288 807.344
13699 0.263288 807.344
13700 0.263288 807.344
13701 0.263288 807.344
13702 0.263288 807.344
13703 0.263288 807.344
13704 0.263288 807.344
13705 0.263288 807.344
13706 0.263288 807.344
13707 0.263288 807.344
13708 0.263288 807.344
13709 0.263288 807.344
13710 0.263288 807.344
13711 0.263288 807.344
13712 0.263288 807.344
13713 0.263288 807.344
13714 0.263288 807.344
13715 0.263288 807.344
13716 0.263288 807.344
13717 0.263288 807.344
13718 0.263288 807.344
13719 0.263288 807.343
13720 0.263288 807.343
13721 0.263288 807.343
13722 0.263288 807.343
13723 0.263288 807.343
13724 0.263288 807.343
13725 0.263288 807.343
13726 0.263288 807.343
13727 0.263288 807.343
13728 0.263288 807.343
13729 0.263288 807.343
13730 0.263288 807.343
13731 0.263288 807.343
13732 0.263288 807.343
13733 0.263288 807.343
13734 0.263288 807.343
13735 0.263288 807.343
13736 0.263288 807.343
13737 0.263288 807.343
13738 0.263288 807.343
13739 0.263288 807.343
13740 0.263288 807.343
13741 0.263288 807.343
13742 0.263288 807.343
13743 0.263288 807.343
13744 0.263288 807.343
13745 0.263288 807.343
13746 0.263288 807.343
13747 0.263288 807.343
13748 0.263288 807.343
13749 0.263288 807.343
13750 0.263288 807.343
13751 0.263288 807.343
13752 0.263288 807.343
13753 0.263288 807.343
13754 0.263288 807.343
13755 0.263288 807.343
13756 0.263288 807.343
13757 0.263288 807.343
13758 0.263288 807.343
13759 0.263288 807.343
13760 0.263288 807.343
13761 0.263288 807.343
13762 0.263288 807.343
13763 0.263288 807.343
13764 0.263288 807.343
13765 0.263288 807.343
13766 0.263288 807.343
13767 0.263288 807.343
13768 0.263288 807.343
13769 0.263288 807.343
13770 0.263288 807.343
13771 0.263288 807.343
13772 0.263288 807.343
13773 0.263288 807.343
13774 0.263288 807.343
13775 0.263288 807.343
13776 0.263288 807.343
13777 0.263288 807.343
13778 0.263288 807.343
13779 0.263288 807.343
13780 0.263288 807.343
13781 0.263288 807.343
13782 0.263288 807.343
13783 0.263288 807.343
13784 0.263288 807.343
13785 0.263288 807.343
13786 0.263288 807.343
13787 0.263288 807.343
13788 0.263288 807.343
13789 0.263288 807.343
13790 0.263288 807.343
13791 0.263288 807.343
13792 0.263288 807.343
13793 0.263288 807.343
13794 0.263288 807.343
13795 0.263288 807.343
13796 0.263288 807.343
13797 0.263288 807.343
13798 0.263288 807.343
13799 0.263288 807.343
13800 0.263288 807.343
13801 0.263288 807.343
13802 0.263288 807.343
13803 0.263288 807.343
13804 0.263288 807.343
13805 0.263288 807.343
13806 0.263288 807.343
13807 0.263288 807.343
13808 0.263288 807.343
13809 0.263288 807.343
13810 0.263288 807.343
13811 0.263288 807.343
13812 0.263288 807.343
13813 0.263288 807.343
13814 0.263288 807.343
13815 0.263288 807.343
13816 0.263288 807.343
13817 0.263288 807.343
13818 0.263288 807.343
13819 0.263288 807.343
13820 0.263288 807.343
13821 0.263288 807.343
13822 0.263288 807.343
13823 0.263288 807.343
13824 0.263288 807.343
13825 0.263288 807.343
13826 0.263288 807.343
13827 0.263288 807.343
13828 0.263288 807.343
13829 0.263288 807.343
13830 0.263288 807.343
13831 0.263288 807.343
13832 0.263288 807.343
13833 0.263288 807.343
13834 0.263288 807.343
13835 0.263288 807.343
13836 0.263288 807.343
13837 0.263288 807.343
13838 0.263288 807.343
13839 0.263288 807.343
13840 0.263288 807.343
13841 0.263288 807.343
13842 0.263288 807.343
13843 0.263288 807.342
13844 0.263288 807.342
13845 0.263288 807.342
13846 0.263288 807.342
13847 0.263288 807.342
13848 0.263288 807.342
13849 0.263288 807.342
13850 0.263288 807.342
13851 0.263288 807.342
13852 0.263288 807.342
13853 0.263288 807.342
13854 0.263288 807.342
13855 0.263288 807.342
13856 0.263288 807.342
13857 0.263288 807.342
13858 0.263288 807.342
13859 0.263288 807.342
13860 0.263288 807.342
13861 0.263288 807.342
13862 0.263288 807.342
13863 0.263288 807.342
13864 0.263288 807.342
13865 0.263288 807.342
13866 0.263288 807.342
13867 0.263288 807.342
13868 0.263288 807.342
13869 0.263288 807.342
13870 0.263288 807.342
13871 0.263288 807.342
13872 0.263288 807.342
13873 0.263288 807.342
13874 0.263288 807.342
13875 0.263288 807.342
13876 0.263288 807.342
13877 0.263288 807.342
13878 0.263288 807.342
13879 0.263288 807.342
13880 0.263288 807.342
13881 0.263288 807.342
13882 0.263288 807.342
13883 0.263288 807.342
13884 0.263288 807.342
13885 0.263288 807.342
13886 0.263288 807.342
13887 0.263288 807.342
13888 0.263288 807.342
13889 0.263288 807.342
13890 0.263288 807.342
13891 0.263288 807.342
13892 0.263288 807.342
13893 0.263288 807.342
13894 0.263288 807.342
13895 0.263288 807.342
13896 0.263288 807.342
13897 0.263288 807.342
13898 0.263288 807.342
13899 0.263288 807.342
13900 0.263288 807.342
13901 0.263288 807.342
13902 0.263288 807.342
13903 0.263288 807.342
13904 0.263288 807.342
13905 0.263288 807.342
13906 0.263288 807.342
13907 0.263288 807.342
13908 0.263288 807.342
13909 0.263288 807.342
13910 0.263288 807.342
13911 0.263288 807.342
13912 0.263288 807.342
13913 0.263288 807.342
13914 0.263288 807.342
13915 0.263288 807.342
13916 0.263288 807.342
13917 0.263288 807.342
13918 0.263288 807.342
13919 0.263288 807.342
13920 0.263288 807.342
13921 0.263288 807.342
13922 0.263288 807.342
13923 0.263288 807.342
13924 0.263288 807.342
13925 0.263288 807.342
13926 0.263288 807.342
13927 0.263288 807.342
13928 0.263288 807.342
13929 0.263288 807.342
13930 0.263288 807.342
13931 0.263288 807.342
13932 0.263288 807.342
13933 0.263288 807.342
13934 0.263288 807.342
13935 0.263288 807.342
13936 0.263288 807.342
13937 0.263288 807.342
13938 0.263288 807.342
13939 0.263288 807.342
13940 0.263288 807.342
13941 0.263288 807.342
13942 0.263288 807.342
13943 0.263288 807.342
13944 0.263288 807.342
13945 0.263288 807.342
13946 0.263288 807.342
13947 0.263288 807.342
13948 0.263288 807.342
13949 0.263288 807.342
13950 0.263288 807.342
13951 0.263288 807.342
13952 0.263288 807.342
13953 0.263288 807.342
13954 0.263288 807.342
13955 0.263288 807.342
13956 0.263288 807.342
13957 0.263288 807.342
13958 0.263288 807.342
13959 0.263288 807.342
13960 0.263288 807.342
13961 0.263288 807.342
13962 0.263288 807.342
13963 0.263288 807.342
13964 0.263288 807.342
13965 0.263288 807.342
13966 0.263288 807.342
13967 0.263288 807.341
13968 0.263288 807.341
13969 0.263288 807.341
13970 0.263288 807.341
13971 0.263288 807.341
13972 0.263288 807.341
13973 0.263288 807.341
13974 0.263288 807.341
13975 0.263288 807.341
13976 0.263288 807.341
13977 0.263288 807.341
13978 0.263288 807.341
13979 0.263288 807.341
13980 0.263288 807.341
13981 0.263288 807.341
13982 0.263288 807.341
13983 0.263288 807.341
13984 0.263288 807.341
13985 0.263288 807.341
13986 0.263288 807.341
13987 0.263288 807.341
13988 0.263288 807.341
13989 0.263288 807.341
13990 0.263288 807.341
13991 0.263288 807.341
13992 0.263288 807.341
13993 0.263288 807.341
13994 0.263288 807.341
13995 0.263288 807.341
13996 0.263288 807.341
13997 0.263288 807.341
13998 0.263288 807.341
13999 0.263288 807.341
14000 0.263288 807.341
14001 0.263288 807.341
14002 0.263288 807.341
14003 0.263288 807.341
14004 0.263288 807.341
14005 0.263288 807.341
14006 0.263288 807.341
14007 0.263288 807.341
14008 0.263288 807.341
14009 0.263288 807.341
14010 0.263288 807.341
14011 0.263288 807.341
14012 0.263288 807.341
14013 0.263288 807.341
14014 0.263288 807.341
14015 0.263288 807.341
14016 0.263288 807.341
14017 0.263288 807.341
14018 0.263288 807.341
14019 0.263288 807.341
14020 0.263288 807.341
14021 0.263288 807.341
14022 0.263288 807.341
14023 0.263288 807.341
14024 0.263288 807.341
14025 0.263288 807.341
14026 0.263288 807.341
14027 0.263288 807.341
14028 0.263288 807.341
14029 0.263288 807.341
14030 0.263288 807.341
14031 0.263288 807.341
14032 0.263288 807.341
14033 0.263288 807.341
14034 0.263288 807.341
14035 0.263288 807.341
14036 0.263288 807.341
14037 0.263288 807.341
14038 0.263288 807.341
14039 0.263288 807.341
14040 0.263288 807.341
14041 0.263288 807.341
14042 0.263288 807.341
14043 0.263288 807.341
14044 0.263288 807.341
14045 0.263288 807.341
14046 0.263288 807.341
14047 0.263288 807.341
14048 0.263288 807.341
14049 0.263288 807.341
14050 0.263288 807.341
14051 0.263288 807.341
14052 0.263288 807.341
14053 0.263288 807.341
14054 0.263288 807.341
14055 0.263288 807.341
14056 0.263288 807.341
14057 0.263288 807.341
14058 0.263288 807.341
14059 0.263288 807.341
14060 0.263288 807.341
14061 0.263288 807.341
14062 0.263288 807.341
14063 0.263288 807.341
14064 0.263288 807.341
14065 0.263288 807.341
14066 0.263288 807.341
14067 0.263288 807.341
14068 0.263288 807.341
14069 0.263288 807.341
14070 0.263288 807.341
14071 0.263288 807.341
14072 0.263288 807.341
14073 0.263288 807.341
14074 0.263288 807.341
14075 0.263288 807.341
14076 0.263288 807.341
14077 0.263288 807.341
14078 0.263288 807.341
14079 0.263288 807.341
14080 0.263288 807.341
14081 0.263288 807.341
14082 0.263288 807.341
14083 0.263288 807.341
14084 0.263288 807.341
14085 0.263288 807.341
14086 0.263288 807.341
14087 0.263288 807.341
14088 0.263288 807.341
14089 0.263288 807.341
14090 0.263288 807.341
14091 0.263288 807.34
14092 0.263288 807.34
14093 0.263288 807.34
14094 0.263288 807.34
14095 0.263288 807.34
14096 0.263288 807.34
14097 0.263288 807.34
14098 0.263288 807.34
14099 0.263288 807.34
14100 0.263288 807.34
14101 0.263288 807.34
14102 0.263288 807.34
14103 0.263288 807.34
14104 0.263288 807.34
14105 0.263288 807.34
14106 0.263288 807.34
14107 0.263288 807.34
14108 0.263288 807.34
14109 0.263288 807.34
14110 0.263288 807.34
14111 0.263288 807.34
14112 0.263288 807.34
14113 0.263288 807.34
14114 0.263288 807.34
14115 0.263288 807.34
14116 0.263288 807.34
14117 0.263288 807.34
14118 0.263288 807.34
14119 0.263288 807.34
14120 0.263288 807.34
14121 0.263288 807.34
14122 0.263288 807.34
14123 0.263288 807.34
14124 0.263288 807.34
14125 0.263288 807.34
14126 0.263288 807.34
14127 0.263288 807.34
14128 0.263288 807.34
14129 0.263288 807.34
14130 0.263288 807.34
14131 0.263288 807.34
14132 0.263288 807.34
14133 0.263288 807.34
14134 0.263288 807.34
14135 0.263288 807.34
14136 0.263288 807.34
14137 0.263288 807.34
14138 0.263288 807.34
14139 0.263288 807.34
14140 0.263288 807.34
14141 0.263288 807.34
14142 0.263288 807.34
14143 0.263288 807.34
14144 0.263288 807.34
14145 0.263288 807.34
14146 0.263288 807.34
14147 0.263288 807.34
14148 0.263288 807.34
14149 0.263288 807.34
14150 0.263288 807.34
14151 0.263288 807.34
14152 0.263288 807.34
14153 0.263288 807.34
14154 0.263288 807.34
14155 0.263288 807.34
14156 0.263288 807.34
14157 0.263288 807.34
14158 0.263288 807.34
14159 0.263288 807.34
14160 0.263288 807.34
14161 0.263288 807.34
14162 0.263288 807.34
14163 0.263288 807.34
14164 0.263288 807.34
14165 0.263288 807.34
14166 0.263288 807.34
14167 0.263288 807.34
14168 0.263288 807.34
14169 0.263288 807.34
14170 0.263288 807.34
14171 0.263288 807.34
14172 0.263288 807.34
14173 0.263288 807.34
14174 0.263288 807.34
14175 0.263288 807.34
14176 0.263288 807.34
14177 0.263288 807.34
14178 0.263288 807.34
14179 0.263288 807.34
14180 0.263288 807.34
14181 0.263288 807.34
14182 0.263288 807.34
14183 0.263288 807.34
14184 0.263288 807.34
14185 0.263288 807.34
14186 0.263288 807.34
14187 0.263288 807.34
14188 0.263288 807.34
14189 0.263288 807.34
14190 0.263288 807.34
14191 0.263288 807.34
14192 0.263288 807.34
14193 0.263288 807.34
14194 0.263288 807.34
14195 0.263288 807.34
14196 0.263288 807.34
14197 0.263288 807.34
14198 0.263288 807.34
14199 0.263288 807.34
14200 0.263288 807.34
14201 0.263288 807.34
14202 0.263288 807.34
14203 0.263288 807.34
14204 0.263288 807.34
14205 0.263288 807.34
14206 0.263288 807.34
14207 0.263288 807.34
14208 0.263288 807.34
14209 0.263288 807.34
14210 0.263288 807.34
14211 0.263288 807.34
14212 0.263288 807.34
14213 0.263288 807.34
14214 0.263288 807.34
14215 0.263288 807.339
14216 0.263288 807.339
14217 0.263288 807.339
14218 0.263288 807.339
14219 0.263288 807.339
14220 0.263288 807.339
14221 0.263288 807.339
14222 0.263288 807.339
14223 0.263288 807.339
14224 0.263288 807.339
14225 0.263288 807.339
14226 0.263288 807.339
14227 0.263288 807.339
14228 0.263288 807.339
14229 0.263288 807.339
14230 0.263288 807.339
14231 0.263288 807.339
14232 0.263288 807.339
14233 0.263288 807.339
14234 0.263288 807.339
14235 0.263288 807.339
14236 0.263288 807.339
14237 0.263288 807.339
14238 0.263288 807.339
14239 0.263288 807.339
14240 0.263288 807.339
14241 0.263288 807.339
14242 0.263288 807.339
14243 0.263288 807.339
14244 0.263288 807.339
14245 0.263288 807.339
14246 0.263288 807.339
14247 0.263288 807.339
14248 0.263288 807.339
14249 0.263288 807.339
14250 0.263288 807.339
14251 0.263288 807.339
14252 0.263288 807.339
14253 0.263288 807.339
14254 0.263288 807.339
14255 0.263288 807.339
14256 0.263288 807.339
14257 0.263288 807.339
14258 0.263288 807.339
14259 0.263288 807.339
14260 0.263288 807.339
14261 0.263288 807.339
14262 0.263288 807.339
14263 0.263288 807.339
14264 0.263288 807.339
14265 0.263288 807.339
14266 0.263288 807.339
14267 0.263288 807.339
14268 0.263288 807.339
14269 0.263288 807.339
14270 0.263288 807.339
14271 0.263288 807.339
14272 0.263288 807.339
14273 0.263288 807.339
14274 0.263288 807.339
14275 0.263288 807.339
14276 0.263288 807.339
14277 0.263288 807.339
14278 0.263288 807.339
14279 0.263288 807.339
14280 0.263288 807.339
14281 0.263288 807.339
14282 0.263288 807.339
14283 0.263288 807.339
14284 0.263288 807.339
14285 0.263288 807.339
14286 0.263288 807.339
14287 0.263288 807.339
14288 0.263288 807.339
14289 0.263288 807.339
14290 0.263288 807.339
14291 0.263288 807.339
14292 0.263288 807.339
14293 0.263288 807.339
14294 0.263288 807.339
14295 0.263288 807.339
14296 0.263288 807.339
14297 0.263288 807.339
14298 0.263288 807.339
14299 0.263288 807.339
14300 0.263288 807.339
14301 0.263288 807.339
14302 0.263288 807.339
14303 0.263288 807.339
14304 0.263288 807.339
14305 0.263288 807.339
14306 0.263288 807.339
14307 0.263288 807.339
14308 0.263288 807.339
14309 0.263288 807.339
14310 0.263288 807.339
14311 0.263288 807.339
14312 0.263288 807.339
14313 0.263288 807.339
14314 0.263288 807.339
14315 0.263288 807.339
14316 0.263288 807.339
14317 0.263288 807.339
14318 0.263288 807.339
14319 0.263288 807.339
14320 0.263288 807.339
14321 0.263288 807.339
14322 0.263288 807.339
14323 0.263288 807.339
14324 0.263288 807.339
14325 0.263288 807.339
14326 0.263288 807.339
14327 0.263288 807.339
14328 0.263288 807.339
14329 0.263288 807.339
14330 0.263288 807.339
14331 0.263288 807.339
14332 0.263288 807.339
14333 0.263288 807.339
14334 0.263288 807.339
14335 0.263288 807.339
14336 0.263288 807.339
14337 0.263288 807.339
14338 0.263288 807.339
14339 0.263288 807.338
14340 0.263288 807.338
14341 0.263288 807.338
14342 0.263288 807.338
14343 0.263288 807.338
14344 0.263288 807.338
14345 0.263288 807.338
14346 0.263288 807.338
14347 0.263288 807.338
14348 0.263288 807.338
14349 0.263288 807.338
14350 0.263288 807.338
14351 0.263288 807.338
14352 0.263288 807.338
14353 0.263288 807.338
14354 0.263288 807.338
14355 0.263288 807.338
14356 0.263288 807.338
14357 0.263288 807.338
14358 0.263288 807.338
14359 0.263288 807.338
14360 0.263288 807.338
14361 0.263288 807.338
14362 0.263288 807.338
14363 0.263288 807.338
14364 0.263288 807.338
14365 0.263288 807.338
14366 0.263288 807.338
14367 0.263288 807.338
14368 0.263288 807.338
14369 0.263288 807.338
14370 0.263288 807.338
14371 0.263288 807.338
14372 0.263288 807.338
14373 0.263288 807.338
14374 0.263288 807.338
14375 0.263288 807.338
14376 0.263288 807.338
14377 0.263288 807.338
14378 0.263288 807.338
14379 0.263288 807.338
14380 0.263288 807.338
14381 0.263288 807.338
14382 0.263288 807.338
14383 0.263288 807.338
14384 0.263288 807.338
14385 0.263288 807.338
14386 0.263288 807.338
14387 0.263288 807.338
14388 0.263288 807.338
14389 0.263288 807.338
14390 0.263288 807.338
14391 0.263288 807.338
14392 0.263288 807.338
14393 0.263288 807.338
14394 0.263288 807.338
14395 0.263288 807.338
14396 0.263288 807.338
14397 0.263288 807.338
14398 0.263288 807.338
14399 0.263288 807.338
14400 0.263288 807.338
14401 0.263288 807.338
14402 0.263288 807.338
14403 0.263288 807.338
14404 0.263288 807.338
14405 0.263288 807.338
14406 0.263288 807.338
14407 0.263288 807.338
14408 0.263288 807.338
14409 0.263288 807.338
14410 0.263288 807.338
14411 0.263288 807.338
14412 0.263288 807.338
14413 0.263288 807.338
14414 0.263288 807.338
14415 0.263288 807.338
14416 0.263288 807.338
14417 0.263288 807.338
14418 0.263288 807.338
14419 0.263288 807.338
14420 0.263288 807.338
14421 0.263288 807.338
14422 0.263288 807.338
14423 0.263288 807.338
14424 0.263288 807.338
14425 0.263288 807.338
14426 0.263288 807.338
14427 0.263288 807.338
14428 0.263288 807.338
14429 0.263288 807.338
14430 0.263288 807.338
14431 0.263288 807.338
14432 0.263288 807.338
14433 0.263288 807.338
14434 0.263288 807.338
14435 0.263288 807.338
14436 0.263288 807.338
14437 0.263288 807.338
14438 0.263288 807.338
14439 0.263288 807.338
14440 0.263288 807.338
14441 0.263288 807.338
14442 0.263288 807.338
14443 0.263288 807.338
14444 0.263288 807.338
14445 0.263288 807.338
14446 0.263288 807.338
14447 0.263288 807.338
14448 0.263288 807.338
14449 0.263288 807.338
14450 0.263288 807.338
14451 0.263288 807.338
14452 0.263288 807.338
14453 0.263288 807.338
14454 0.263288 807.338
14455 0.263288 807.338
14456 0.263288 807.338
14457 0.263288 807.338
14458 0.263288 807.338
14459 0.263288 807.338
14460 0.263288 807.338
14461 0.263288 807.338
14462 0.263288 807.338
14463 0.263288 807.337
14464 0.263288 807.337
14465 0.263288 807.337
14466 0.263288 807.337
14467 0.263288 807.337
14468 0.263288 807.337
14469 0.263288 807.337
14470 0.263288 807.337
14471 0.263288 807.337
14472 0.263288 807.337
14473 0.263288 807.337
14474 0.263288 807.337
14475 0.263288 807.337
14476 0.263288 807.337
14477 0.263288 807.337
14478 0.263288 807.337
14479 0.263288 807.337
14480 0.263288 807.337
14481 0.263288 807.337
14482 0.263288 807.337
14483 0.263288 807.337
14484 0.263288 807.337
14485 0.263288 807.337
14486 0.263288 807.337
14487 0.263288 807.337
14488 0.263288 807.337
14489 0.263288 807.337
14490 0.263288 807.337
14491 0.263288 807.337
14492 0.263288 807.337
14493 0.263288 807.337
14494 0.263288 807.337
14495 0.263288 807.337
14496 0.263288 807.337
14497 0.263288 807.337
14498 0.263288 807.337
14499 0.263288 807.337
14500 0.263288 807.337
14501 0.263288 807.337
14502 0.263288 807.337
14503 0.263288 807.337
14504 0.263288 807.337
14505 0.263288 807.337
14506 0.263288 807.337
14507 0.263288 807.337
14508 0.263288 807.337
14509 0.263288 807.337
14510 0.263288 807.337
14511 0.263288 807.337
14512 0.263288 807.337
14513 0.263288 807.337
14514 0.263288 807.337
14515 0.263288 807.337
14516 0.263288 807.337
14517 0.263288 807.337
14518 0.263288 807.337
14519 0.263288 807.337
14520 0.263288 807.337
14521 0.263288 807.337
14522 0.263288 807.337
14523 0.263288 807.337
14524 0.263288 807.337
14525 0.263288 807.337
14526 0.263288 807.337
14527 0.263288 807.337
14528 0.263288 807.337
14529 0.263288 807.337
14530 0.263288 807.337
14531 0.263288 807.337
14532 0.263288 807.337
14533 0.263288 807.337
14534 0.263288 807.337
14535 0.263288 807.337
14536 0.263288 807.337
14537 0.263288 807.337
14538 0.263288 807.337
14539 0.263288 807.337
14540 0.263288 807.337
14541 0.263288 807.337
14542 0.263288 807.337
14543 0.263288 807.337
14544 0.263288 807.337
14545 0.263288 807.337
14546 0.263288 807.337
14547 0.263288 807.337
14548 0.263288 807.337
14549 0.263288 807.337
14550 0.263288 807.337
14551 0.263288 807.337
14552 0.263288 807.337
14553 0.263288 807.337
14554 0.263288 807.337
14555 0.263288 807.337
14556 0.263288 807.337
14557 0.263288 807.337
14558 0.263288 807.337
14559 0.263288 807.337
14560 0.263288 807.337
14561 0.263288 807.337
14562 0.263288 807.337
14563 0.263288 807.337
14564 0.263288 807.337
14565 0.263288 807.337
14566 0.263288 807.337
14567 0.263288 807.337
14568 0.263288 807.337
14569 0.263288 807.337
14570 0.263288 807.337
14571 0.263288 807.337
14572 0.263288 807.337
14573 0.263288 807.337
14574 0.263288 807.337
14575 0.263288 807.337
14576 0.263288 807.337
14577 0.263288 807.337
14578 0.263288 807.337
14579 0.263288 807.337
14580 0.263288 807.337
14581 0.263288 807.337
14582 0.263288 807.337
14583 0.263288 807.337
14584 0.263288 807.337
14585 0.263288 807.337
14586 0.263288 807.336
14587 0.263288 807.336
14588 0.263288 807.336
14589 0.263288 807.336
14590 0.263288 807.336
14591 0.263288 807.336
14592 0.263288 807.336
14593 0.263288 807.336
14594 0.263288 807.336
14595 0.263288 807.336
14596 0.263288 807.336
14597 0.263288 807.336
14598 0.263288 807.336
14599 0.263288 807.336
14600 0.263288 807.336
14601 0.263288 807.336
14602 0.263288 807.336
14603 0.263288 807.336
14604 0.263288 807.336
14605 0.263288 807.336
14606 0.263288 807.336
14607 0.263288 807.336
14608 0.263288 807.336
14609 0.263288 807.336
14610 0.263288 807.336
14611 0.263288 807.336
14612 0.263288 807.336
14613 0.263288 807.336
14614 0.263288 807.336
14615 0.263288 807.336
14616 0.263288 807.336
14617 0.263288 807.336
14618 0.263288 807.336
14619 0.263288 807.336
14620 0.263288 807.336
14621 0.263288 807.336
14622 0.263288 807.336
14623 0.263288 807.336
14624 0.263288 807.336
14625 0.263288 807.336
14626 0.263288 807.336
14627 0.263288 807.336
14628 0.263288 807.336
14629 0.263288 807.336
14630 0.263288 807.336
14631 0.263288 807.336
14632 0.263288 807.336
14633 0.263288 807.336
14634 0.263288 807.336
14635 0.263288 807.336
14636 0.263288 807.336
14637 0.263288 807.336
14638 0.263288 807.336
14639 0.263288 807.336
14640 0.263288 807.336
14641 0.263288 807.336
14642 0.263288 807.336
14643 0.263288 807.336
14644 0.263288 807.336
14645 0.263288 807.336
14646 0.263288 807.336
14647 0.263288 807.336
14648 0.263288 807.336
14649 0.263288 807.336
14650 0.263288 807.336
14651 0.263288 807.336
14652 0.263288 807.336
14653 0.263288 807.336
14654 0.263288 807.336
14655 0.263288 807.336
14656 0.263288 807.336
14657 0.263288 807.336
14658 0.263288 807.336
14659 0.263288 807.336
14660 0.263288 807.336
14661 0.263288 807.336
14662 0.263288 807.336
14663 0.263288 807.336
14664 0.263288 807.336
14665 0.263288 807.336
14666 0.263288 807.336
14667 0.263288 807.336
14668 0.263288 807.336
14669 0.263288 807.336
14670 0.263288 807.336
14671 0.263288 807.336
14672 0.263288 807.336
14673 0.263288 807.336
14674 0.263288 807.336
14675 0.263288 807.336
14676 0.263288 807.336
14677 0.263288 807.336
14678 0.263288 807.336
14679 0.263288 807.336
14680 0.263288 807.336
14681 0.263288 807.336
14682 0.263288 807.336
14683 0.263288 807.336
14684 0.263288 807.336
14685 0.263288 807.336
14686 0.263288 807.336
14687 0.263288 807.336
14688 0.263288 807.336
14689 0.263288 807.336
14690 0.263288 807.336
14691 0.263288 807.336
14692 0.263288 807.336
14693 0.263288 807.336
14694 0.263288 807.336
14695 0.263288 807.336
14696 0.263288 807.336
14697 0.263288 807.336
14698 0.263288 807.336
14699 0.263288 807.336
14700 0.263288 807.336
14701 0.263288 807.336
14702 0.263288 807.336
14703 0.263288 807.336
14704 0.263288 807.336
14705 0.263288 807.336
14706 0.263288 807.336
14707 0.263288 807.336
14708 0.263288 807.336
14709 0.263288 807.336
14710 0.263288 807.335
14711 0.263288 807.335
14712 0.263288 807.335
14713 0.263288 807.335
14714 0.263288 807.335
14715 0.263288 807.335
14716 0.263288 807.335
14717 0.263288 807.335
14718 0.263288 807.335
14719 0.263288 807.335
14720 0.263288 807.335
14721 0.263288 807.335
14722 0.263288 807.335
14723 0.263288 807.335
14724 0.263288 807.335
14725 0.263288 807.335
14726 0.263288 807.335
14727 0.263288 807.335
14728 0.263288 807.335
14729 0.263288 807.335
14730 0.263288 807.335
14731 0.263288 807.335
14732 0.263288 807.335
14733 0.263288 807.335
14734 0.263288 807.335
14735 0.263288 807.335
14736 0.263288 807.335
14737 0.263288 807.335
14738 0.263288 807.335
14739 0.263288 807.335
14740 0.263288 807.335
14741 0.263288 807.335
14742 0.263288 807.335
14743 0.263288 807.335
14744 0.263288 807.335
14745 0.263288 807.335
14746 0.263288 807.335
14747 0.263288 807.335
14748 0.263288 807.335
14749 0.263288 807.335
14750 0.263288 807.335
14751 0.263288 807.335
14752 0.263288 807.335
14753 0.263288 807.335
14754 0.263288 807.335
14755 0.263288 807.335
14756 0.263288 807.335
14757 0.263288 807.335
14758 0.263288 807.335
14759 0.263288 807.335
14760 0.263288 807.335
14761 0.263288 807.335
14762 0.263288 807.335
14763 0.263288 807.335
14764 0.263288 807.335
14765 0.263288 807.335
14766 0.263288 807.335
14767 0.263288 807.335
14768 0.263288 807.335
14769 0.263288 807.335
14770 0.263288 807.335
14771 0.263288 807.335
14772 0.263288 807.335
14773 0.263288 807.335
14774 0.263288 807.335
14775 0.263288 807.335
14776 0.263288 807.335
14777 0.263288 807.335
14778 0.263288 807.335
14779 0.263288 807.335
14780 0.263288 807.335
14781 0.263288 807.335
14782 0.263288 807.335
14783 0.263288 807.335
14784 0.263288 807.335
14785 0.263288 807.335
14786 0.263288 807.335
14787 0.263288 807.335
14788 0.263288 807.335
14789 0.263288 807.335
14790 0.263288 807.335
14791 0.263288 807.335
14792 0.263288 807.335
14793 0.263288 807.335
14794 0.263288 807.335
14795 0.263288 807.335
14796 0.263288 807.335
14797 0.263288 807.335
14798 0.263288 807.335
14799 0.263288 807.335
14800 0.263288 807.335
14801 0.263288 807.335
14802 0.263288 807.335
14803 0.263288 807.335
14804 0.263288 807.335
14805 0.263288 807.335
14806 0.263288 807.335
14807 0.263288 807.335
14808 0.263288 807.335
14809 0.263288 807.335
14810 0.263288 807.335
14811 0.263288 807.335
14812 0.263288 807.335
14813 0.263288 807.335
14814 0.263288 807.335
14815 0.263288 807.335
14816 0.263288 807.335
14817 0.263288 807.335
14818 0.263288 807.335
14819 0.263288 807.335
14820 0.263288 807.335
14821 0.263288 807.335
14822 0.263288 807.335
14823 0.263288 807.335
14824 0.263288 807.335
14825 0.263288 807.335
14826 0.263288 807.335
14827 0.263288 807.335
14828 0.263288 807.335
14829 0.263288 807.335
14830 0.263288 807.335
14831 0.263288 807.335
14832 0.263288 807.335
14833 0.263288 807.335
14834 0.263288 807.334
14835 0.263288 807.334
14836 0.263288 807.334
14837 0.263288 807.334
14838 0.263288 807.334
14839 0.263288 807.334
14840 0.263288 807.334
14841 0.263288 807.334
14842 0.263288 807.334
14843 0.263288 807.334
14844 0.263288 807.334
14845 0.263288 807.334
14846 0.263288 807.334
14847 0.263288 807.334
14848 0.263288 807.334
14849 0.263288 807.334
14850 0.263288 807.334
14851 0.263288 807.334
14852 0.263288 807.334
14853 0.263288 807.334
14854 0.263288 807.334
14855 0.263288 807.334
