# Time-averaged data for fix logger
# TimeStep v_time_ps c_sumFobs0 c_sumFmag0 c_sumFobs1 c_sumFmag1 c_sumFobs2 c_sumFmag2 c_sumFobs3 c_sumFmag3 c_sumFobs4 c_sumFmag4 c_sumFobs5 c_sumFmag5 c_sumFobs6 c_sumFmag6 c_sumFobs7 c_sumFmag7 c_sumFobs8 c_sumFmag8 c_sumFobs9 c_sumFmag9
9229 4.6145 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9230 4.615 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9231 4.6155 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9232 4.616 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9233 4.6165 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9234 4.617 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9235 4.6175 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9236 4.618 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9237 4.6185 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9238 4.619 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9239 4.6195 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9240 4.62 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9241 4.6205 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9242 4.621 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9243 4.6215 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9244 4.622 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9245 4.6225 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9246 4.623 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9247 4.6235 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9248 4.624 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9249 4.6245 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9250 4.625 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9251 4.6255 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9252 4.626 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9253 4.6265 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9254 4.627 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9255 4.6275 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9256 4.628 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9257 4.6285 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9258 4.629 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9259 4.6295 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9260 4.63 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9261 4.6305 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9262 4.631 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9263 4.6315 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9264 4.632 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9265 4.6325 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9266 4.633 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9267 4.6335 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9268 4.634 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9269 4.6345 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9270 4.635 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9271 4.6355 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9272 4.636 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9273 4.6365 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9274 4.637 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9275 4.6375 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9276 4.638 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9277 4.6385 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9278 4.639 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9279 4.6395 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9280 4.64 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9281 4.6405 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9282 4.641 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9283 4.6415 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9284 4.642 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9285 4.6425 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9286 4.643 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9287 4.6435 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9288 4.644 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9289 4.6445 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9290 4.645 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9291 4.6455 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9292 4.646 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9293 4.6465 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9294 4.647 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9295 4.6475 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9296 4.648 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9297 4.6485 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9298 4.649 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9299 4.6495 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9300 4.65 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9301 4.6505 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9302 4.651 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9303 4.6515 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9304 4.652 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9305 4.6525 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9306 4.653 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9307 4.6535 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9308 4.654 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9309 4.6545 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9310 4.655 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9311 4.6555 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9312 4.656 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9313 4.6565 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9314 4.657 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9315 4.6575 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9316 4.658 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9317 4.6585 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9318 4.659 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9319 4.6595 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9320 4.66 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9321 4.6605 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9322 4.661 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9323 4.6615 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9324 4.662 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9325 4.6625 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9326 4.663 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9327 4.6635 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9328 4.664 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9329 4.6645 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9330 4.665 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9331 4.6655 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9332 4.666 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9333 4.6665 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9334 4.667 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9335 4.6675 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9336 4.668 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9337 4.6685 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9338 4.669 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9339 4.6695 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9340 4.67 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9341 4.6705 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9342 4.671 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9343 4.6715 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9344 4.672 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9345 4.6725 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9346 4.673 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9347 4.6735 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9348 4.674 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9349 4.6745 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9350 4.675 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9351 4.6755 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9352 4.676 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9353 4.6765 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9354 4.677 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9355 4.6775 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9356 4.678 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9357 4.6785 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9358 4.679 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9359 4.6795 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9360 4.68 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9361 4.6805 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9362 4.681 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9363 4.6815 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9364 4.682 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9365 4.6825 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9366 4.683 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9367 4.6835 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9368 4.684 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9369 4.6845 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9370 4.685 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9371 4.6855 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9372 4.686 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9373 4.6865 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9374 4.687 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9375 4.6875 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9376 4.688 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9377 4.6885 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9378 4.689 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9379 4.6895 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9380 4.69 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9381 4.6905 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9382 4.691 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9383 4.6915 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9384 4.692 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9385 4.6925 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9386 4.693 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9387 4.6935 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9388 4.694 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9389 4.6945 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9390 4.695 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9391 4.6955 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9392 4.696 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9393 4.6965 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9394 4.697 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9395 4.6975 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9396 4.698 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9397 4.6985 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9398 4.699 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9399 4.6995 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9400 4.7 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9401 4.7005 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9402 4.701 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9403 4.7015 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9404 4.702 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9405 4.7025 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9406 4.703 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9407 4.7035 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9408 4.704 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9409 4.7045 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9410 4.705 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9411 4.7055 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9412 4.706 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9413 4.7065 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9414 4.707 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9415 4.7075 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9416 4.708 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9417 4.7085 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9418 4.709 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9419 4.7095 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9420 4.71 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9421 4.7105 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9422 4.711 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9423 4.7115 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9424 4.712 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9425 4.7125 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9426 4.713 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9427 4.7135 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9428 4.714 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9429 4.7145 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9430 4.715 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9431 4.7155 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9432 4.716 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9433 4.7165 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9434 4.717 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9435 4.7175 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9436 4.718 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9437 4.7185 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9438 4.719 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9439 4.7195 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9440 4.72 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9441 4.7205 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9442 4.721 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9443 4.7215 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9444 4.722 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9445 4.7225 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9446 4.723 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9447 4.7235 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9448 4.724 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9449 4.7245 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9450 4.725 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9451 4.7255 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9452 4.726 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9453 4.7265 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9454 4.727 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9455 4.7275 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9456 4.728 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9457 4.7285 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9458 4.729 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9459 4.7295 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9460 4.73 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9461 4.7305 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9462 4.731 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9463 4.7315 -12.0421 381.02 0.9581 297.981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
