5000,2.5,-4.13751,379.205,0.9581,297.981,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,0.15
5010,2.505,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,2.51,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5030,2.515,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,2.52,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,2.525,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,2.53,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5070,2.535,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5080,2.54,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5090,2.545,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,2.55,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,2.555,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,2.56,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,2.565,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,2.57,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,2.575,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,2.58,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,2.585,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5180,2.59,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,2.595,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,2.6,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,2.605,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,2.61,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,2.615,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5240,2.62,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,2.625,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5260,2.63,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5270,2.635,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5280,2.64,-4.13751,379.205,0.9581,297.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
