# Time-averaged data for fix log_y
# TimeStep v_E_y v_s_y
35303 0.263275 2122.63
35304 0.263275 2122.63
35305 0.263275 2122.63
35306 0.263275 2122.63
35307 0.263275 2122.63
35308 0.263275 2122.63
35309 0.263275 2122.63
35310 0.263275 2122.63
35311 0.263275 2122.63
35312 0.263275 2122.63
35313 0.263275 2122.63
35314 0.263275 2122.63
35315 0.263275 2122.63
35316 0.263275 2122.63
35317 0.263275 2122.63
35318 0.263275 2122.63
35319 0.263275 2122.63
35320 0.263275 2122.63
35321 0.263275 2122.63
35322 0.263275 2122.63
35323 0.263275 2122.63
35324 0.263275 2122.63
35325 0.263275 2122.63
35326 0.263275 2122.63
35327 0.263275 2122.63
35328 0.263275 2122.63
35329 0.263275 2122.63
35330 0.263275 2122.63
35331 0.263275 2122.63
35332 0.263275 2122.63
35333 0.263275 2122.63
35334 0.263275 2122.63
35335 0.263275 2122.63
35336 0.263275 2122.63
35337 0.263275 2122.63
35338 0.263275 2122.63
35339 0.263275 2122.63
35340 0.263275 2122.63
35341 0.263275 2122.63
35342 0.263275 2122.63
35343 0.263275 2122.63
35344 0.263275 2122.63
35345 0.263275 2122.63
35346 0.263275 2122.63
35347 0.263275 2122.63
35348 0.263275 2122.63
35349 0.263275 2122.63
35350 0.263275 2122.63
35351 0.263275 2122.63
35352 0.263275 2122.63
35353 0.263275 2122.63
35354 0.263275 2122.63
35355 0.263275 2122.63
35356 0.263275 2122.63
35357 0.263275 2122.63
35358 0.263275 2122.63
35359 0.263275 2122.63
35360 0.263275 2122.63
35361 0.263275 2122.63
35362 0.263275 2122.63
35363 0.263275 2122.63
35364 0.263275 2122.63
35365 0.263275 2122.63
35366 0.263275 2122.63
35367 0.263275 2122.63
35368 0.263275 2122.63
35369 0.263275 2122.63
35370 0.263275 2122.63
35371 0.263275 2122.63
35372 0.263275 2122.63
35373 0.263275 2122.63
35374 0.263275 2122.63
35375 0.263275 2122.63
35376 0.263275 2122.63
35377 0.263275 2122.63
35378 0.263275 2122.63
35379 0.263275 2122.63
35380 0.263275 2122.63
35381 0.263275 2122.63
35382 0.263275 2122.63
35383 0.263275 2122.63
35384 0.263275 2122.63
35385 0.263275 2122.63
35386 0.263275 2122.63
35387 0.263275 2122.63
35388 0.263275 2122.63
35389 0.263275 2122.63
35390 0.263275 2122.63
35391 0.263275 2122.63
35392 0.263275 2122.63
35393 0.263275 2122.63
35394 0.263275 2122.63
35395 0.263275 2122.63
35396 0.263275 2122.63
35397 0.263275 2122.63
35398 0.263275 2122.63
35399 0.263275 2122.63
35400 0.263275 2122.63
35401 0.263275 2122.63
35402 0.263275 2122.63
35403 0.263275 2122.63
35404 0.263275 2122.63
35405 0.263275 2122.63
35406 0.263275 2122.63
35407 0.263275 2122.63
35408 0.263275 2122.63
35409 0.263275 2122.63
35410 0.263275 2122.63
35411 0.263275 2122.63
35412 0.263275 2122.63
35413 0.263275 2122.63
35414 0.263275 2122.63
35415 0.263275 2122.63
35416 0.263275 2122.63
35417 0.263275 2122.63
35418 0.263275 2122.63
35419 0.263275 2122.63
35420 0.263275 2122.63
35421 0.263275 2122.63
35422 0.263275 2122.63
35423 0.263275 2122.63
35424 0.263275 2122.63
35425 0.263275 2122.63
35426 0.263275 2122.63
35427 0.263275 2122.63
35428 0.263275 2122.63
35429 0.263275 2122.63
35430 0.263275 2122.63
35431 0.263275 2122.63
35432 0.263275 2122.63
35433 0.263275 2122.63
35434 0.263275 2122.63
35435 0.263275 2122.63
35436 0.263275 2122.63
35437 0.263275 2122.63
35438 0.263275 2122.63
35439 0.263275 2122.63
35440 0.263275 2122.63
35441 0.263275 2122.63
35442 0.263275 2122.63
35443 0.263275 2122.63
35444 0.263275 2122.63
35445 0.263275 2122.63
35446 0.263275 2122.63
35447 0.263275 2122.63
35448 0.263275 2122.63
35449 0.263275 2122.63
35450 0.263275 2122.63
35451 0.263275 2122.63
35452 0.263275 2122.63
35453 0.263275 2122.63
35454 0.263275 2122.63
35455 0.263275 2122.63
35456 0.263275 2122.63
35457 0.263275 2122.63
35458 0.263275 2122.63
35459 0.263275 2122.63
35460 0.263275 2122.63
35461 0.263275 2122.63
35462 0.263275 2122.63
35463 0.263275 2122.63
35464 0.263275 2122.63
35465 0.263275 2122.63
35466 0.263275 2122.63
35467 0.263275 2122.63
35468 0.263275 2122.63
35469 0.263275 2122.63
35470 0.263275 2122.63
35471 0.263275 2122.63
35472 0.263275 2122.63
35473 0.263275 2122.63
35474 0.263275 2122.63
35475 0.263275 2122.63
35476 0.263275 2122.63
35477 0.263275 2122.63
35478 0.263275 2122.63
35479 0.263275 2122.63
35480 0.263275 2122.63
35481 0.263275 2122.63
35482 0.263275 2122.63
35483 0.263275 2122.63
35484 0.263275 2122.63
35485 0.263275 2122.63
35486 0.263275 2122.63
35487 0.263275 2122.63
35488 0.263275 2122.63
35489 0.263275 2122.63
35490 0.263275 2122.63
35491 0.263275 2122.63
35492 0.263275 2122.63
35493 0.263275 2122.63
35494 0.263275 2122.63
35495 0.263275 2122.63
35496 0.263275 2122.63
35497 0.263275 2122.63
35498 0.263275 2122.63
35499 0.263275 2122.63
35500 0.263275 2122.63
35501 0.263275 2122.63
35502 0.263275 2122.63
35503 0.263275 2122.63
35504 0.263275 2122.63
35505 0.263275 2122.63
35506 0.263275 2122.63
35507 0.263275 2122.63
35508 0.263275 2122.63
35509 0.263275 2122.63
35510 0.263275 2122.63
35511 0.263275 2122.63
35512 0.263275 2122.63
35513 0.263275 2122.63
35514 0.263275 2122.63
35515 0.263275 2122.63
35516 0.263275 2122.63
35517 0.263275 2122.63
35518 0.263275 2122.63
35519 0.263275 2122.63
35520 0.263275 2122.63
35521 0.263275 2122.63
35522 0.263275 2122.63
35523 0.263275 2122.63
35524 0.263275 2122.63
35525 0.263275 2122.63
35526 0.263275 2122.63
35527 0.263275 2122.63
35528 0.263275 2122.63
35529 0.263275 2122.63
35530 0.263275 2122.63
35531 0.263275 2122.63
35532 0.263275 2122.63
35533 0.263275 2122.63
35534 0.263275 2122.63
35535 0.263275 2122.63
35536 0.263275 2122.63
35537 0.263275 2122.63
35538 0.263275 2122.63
35539 0.263275 2122.63
35540 0.263275 2122.63
35541 0.263275 2122.63
35542 0.263275 2122.63
35543 0.263275 2122.63
35544 0.263275 2122.63
35545 0.263275 2122.63
35546 0.263275 2122.63
35547 0.263275 2122.63
35548 0.263275 2122.63
35549 0.263275 2122.63
35550 0.263275 2122.63
35551 0.263275 2122.63
35552 0.263275 2122.63
35553 0.263275 2122.63
35554 0.263275 2122.63
35555 0.263275 2122.63
35556 0.263275 2122.63
35557 0.263275 2122.63
35558 0.263275 2122.63
35559 0.263275 2122.63
35560 0.263275 2122.63
35561 0.263275 2122.63
35562 0.263275 2122.63
35563 0.263275 2122.63
35564 0.263275 2122.63
35565 0.263275 2122.63
35566 0.263275 2122.63
35567 0.263275 2122.63
35568 0.263275 2122.63
35569 0.263275 2122.63
35570 0.263275 2122.63
35571 0.263274 2122.63
35572 0.263274 2122.63
35573 0.263274 2122.63
35574 0.263274 2122.63
35575 0.263274 2122.63
35576 0.263274 2122.63
35577 0.263274 2122.63
35578 0.263274 2122.63
35579 0.263274 2122.63
35580 0.263274 2122.63
35581 0.263274 2122.63
35582 0.263274 2122.63
35583 0.263274 2122.63
35584 0.263274 2122.63
35585 0.263274 2122.63
35586 0.263274 2122.63
35587 0.263274 2122.63
35588 0.263274 2122.63
35589 0.263274 2122.63
35590 0.263274 2122.63
35591 0.263274 2122.63
35592 0.263274 2122.63
35593 0.263274 2122.63
35594 0.263274 2122.62
35595 0.263274 2122.62
35596 0.263274 2122.62
35597 0.263274 2122.62
35598 0.263274 2122.62
35599 0.263274 2122.62
35600 0.263274 2122.62
35601 0.263274 2122.62
35602 0.263274 2122.62
35603 0.263274 2122.62
35604 0.263274 2122.62
35605 0.263274 2122.62
35606 0.263274 2122.62
35607 0.263274 2122.62
35608 0.263274 2122.62
35609 0.263274 2122.62
35610 0.263274 2122.62
35611 0.263274 2122.62
35612 0.263274 2122.62
35613 0.263274 2122.62
35614 0.263274 2122.62
35615 0.263274 2122.62
35616 0.263274 2122.62
35617 0.263274 2122.62
35618 0.263274 2122.62
35619 0.263274 2122.62
35620 0.263274 2122.62
35621 0.263274 2122.62
35622 0.263274 2122.62
35623 0.263274 2122.62
35624 0.263274 2122.62
35625 0.263274 2122.62
35626 0.263274 2122.62
35627 0.263274 2122.62
35628 0.263274 2122.62
35629 0.263274 2122.62
35630 0.263274 2122.62
35631 0.263274 2122.62
35632 0.263274 2122.62
35633 0.263274 2122.62
35634 0.263274 2122.62
35635 0.263274 2122.62
35636 0.263274 2122.62
35637 0.263274 2122.62
35638 0.263274 2122.62
35639 0.263274 2122.62
35640 0.263274 2122.62
35641 0.263274 2122.62
35642 0.263274 2122.62
35643 0.263274 2122.62
35644 0.263274 2122.62
35645 0.263274 2122.62
35646 0.263274 2122.62
35647 0.263274 2122.62
35648 0.263274 2122.62
35649 0.263274 2122.62
35650 0.263274 2122.62
35651 0.263274 2122.62
35652 0.263274 2122.62
35653 0.263274 2122.62
35654 0.263274 2122.62
35655 0.263274 2122.62
35656 0.263274 2122.62
35657 0.263274 2122.62
35658 0.263274 2122.62
35659 0.263274 2122.62
35660 0.263274 2122.62
35661 0.263274 2122.62
35662 0.263274 2122.62
35663 0.263274 2122.62
35664 0.263274 2122.62
35665 0.263274 2122.62
35666 0.263274 2122.62
35667 0.263274 2122.62
35668 0.263274 2122.62
35669 0.263274 2122.62
35670 0.263274 2122.62
35671 0.263274 2122.62
35672 0.263274 2122.62
35673 0.263274 2122.62
35674 0.263274 2122.62
35675 0.263274 2122.62
35676 0.263274 2122.62
35677 0.263274 2122.62
35678 0.263274 2122.62
35679 0.263274 2122.62
35680 0.263274 2122.62
35681 0.263274 2122.62
35682 0.263274 2122.62
35683 0.263274 2122.62
35684 0.263274 2122.62
35685 0.263274 2122.62
35686 0.263274 2122.62
35687 0.263274 2122.62
35688 0.263274 2122.62
35689 0.263274 2122.62
35690 0.263274 2122.62
35691 0.263274 2122.62
35692 0.263274 2122.62
35693 0.263274 2122.62
35694 0.263274 2122.62
35695 0.263274 2122.62
35696 0.263274 2122.62
35697 0.263274 2122.62
35698 0.263274 2122.62
35699 0.263274 2122.62
35700 0.263274 2122.62
35701 0.263274 2122.62
35702 0.263274 2122.62
35703 0.263274 2122.62
35704 0.263274 2122.62
35705 0.263274 2122.62
35706 0.263274 2122.62
35707 0.263274 2122.62
35708 0.263274 2122.62
35709 0.263274 2122.62
35710 0.263274 2122.62
35711 0.263274 2122.62
35712 0.263274 2122.62
35713 0.263274 2122.62
35714 0.263274 2122.62
35715 0.263274 2122.62
35716 0.263274 2122.62
35717 0.263274 2122.62
35718 0.263274 2122.62
35719 0.263274 2122.62
35720 0.263274 2122.62
35721 0.263274 2122.62
35722 0.263274 2122.62
35723 0.263274 2122.62
35724 0.263274 2122.62
35725 0.263274 2122.62
35726 0.263274 2122.62
35727 0.263274 2122.62
35728 0.263274 2122.62
35729 0.263274 2122.62
35730 0.263274 2122.62
35731 0.263274 2122.62
35732 0.263274 2122.62
35733 0.263274 2122.62
35734 0.263274 2122.62
35735 0.263274 2122.62
35736 0.263274 2122.62
35737 0.263274 2122.62
35738 0.263274 2122.62
35739 0.263274 2122.62
35740 0.263274 2122.62
35741 0.263274 2122.62
35742 0.263274 2122.62
35743 0.263274 2122.62
35744 0.263274 2122.62
35745 0.263274 2122.62
35746 0.263274 2122.62
35747 0.263274 2122.62
35748 0.263274 2122.62
35749 0.263274 2122.62
35750 0.263274 2122.62
35751 0.263274 2122.62
35752 0.263274 2122.62
35753 0.263274 2122.62
35754 0.263274 2122.62
35755 0.263274 2122.62
35756 0.263274 2122.62
35757 0.263274 2122.62
35758 0.263274 2122.62
35759 0.263274 2122.62
35760 0.263274 2122.62
35761 0.263274 2122.62
35762 0.263274 2122.62
35763 0.263274 2122.62
35764 0.263274 2122.62
35765 0.263274 2122.62
35766 0.263274 2122.62
35767 0.263274 2122.62
35768 0.263274 2122.62
35769 0.263274 2122.62
35770 0.263274 2122.62
35771 0.263274 2122.62
35772 0.263274 2122.62
35773 0.263274 2122.62
35774 0.263274 2122.62
35775 0.263274 2122.62
35776 0.263274 2122.62
35777 0.263274 2122.62
35778 0.263274 2122.62
35779 0.263274 2122.62
35780 0.263274 2122.62
35781 0.263274 2122.62
35782 0.263274 2122.62
35783 0.263274 2122.62
35784 0.263274 2122.62
35785 0.263274 2122.62
35786 0.263274 2122.62
35787 0.263274 2122.62
35788 0.263274 2122.62
35789 0.263274 2122.62
35790 0.263274 2122.62
35791 0.263274 2122.62
35792 0.263274 2122.62
35793 0.263274 2122.62
35794 0.263274 2122.62
35795 0.263274 2122.62
35796 0.263274 2122.62
35797 0.263274 2122.62
35798 0.263274 2122.62
35799 0.263274 2122.62
35800 0.263274 2122.62
35801 0.263274 2122.62
35802 0.263274 2122.62
35803 0.263274 2122.62
35804 0.263274 2122.62
35805 0.263274 2122.62
35806 0.263274 2122.62
35807 0.263274 2122.62
35808 0.263274 2122.62
35809 0.263274 2122.62
35810 0.263274 2122.62
35811 0.263274 2122.62
35812 0.263274 2122.62
35813 0.263274 2122.62
35814 0.263274 2122.62
35815 0.263274 2122.62
35816 0.263274 2122.62
35817 0.263274 2122.62
35818 0.263274 2122.62
35819 0.263274 2122.62
35820 0.263274 2122.62
35821 0.263274 2122.62
35822 0.263274 2122.62
35823 0.263274 2122.62
35824 0.263274 2122.62
35825 0.263274 2122.62
35826 0.263274 2122.62
35827 0.263274 2122.62
35828 0.263274 2122.62
35829 0.263274 2122.62
35830 0.263274 2122.62
35831 0.263274 2122.62
35832 0.263274 2122.62
35833 0.263274 2122.62
35834 0.263274 2122.62
35835 0.263274 2122.62
35836 0.263274 2122.62
35837 0.263274 2122.62
35838 0.263274 2122.62
35839 0.263274 2122.62
35840 0.263274 2122.62
35841 0.263274 2122.62
35842 0.263274 2122.62
35843 0.263274 2122.62
35844 0.263274 2122.62
35845 0.263274 2122.62
35846 0.263274 2122.62
35847 0.263274 2122.62
35848 0.263274 2122.62
35849 0.263274 2122.62
35850 0.263274 2122.62
35851 0.263274 2122.62
35852 0.263274 2122.62
35853 0.263274 2122.62
35854 0.263274 2122.62
35855 0.263274 2122.62
35856 0.263274 2122.62
35857 0.263274 2122.62
35858 0.263274 2122.62
35859 0.263274 2122.62
35860 0.263274 2122.62
35861 0.263274 2122.62
35862 0.263274 2122.62
35863 0.263274 2122.62
35864 0.263274 2122.62
35865 0.263274 2122.62
35866 0.263274 2122.62
35867 0.263274 2122.62
35868 0.263274 2122.62
35869 0.263274 2122.62
35870 0.263274 2122.62
35871 0.263274 2122.62
35872 0.263274 2122.62
35873 0.263274 2122.62
35874 0.263274 2122.62
35875 0.263274 2122.62
35876 0.263274 2122.62
35877 0.263274 2122.62
35878 0.263274 2122.62
35879 0.263274 2122.62
35880 0.263274 2122.62
35881 0.263274 2122.62
35882 0.263274 2122.62
35883 0.263274 2122.62
35884 0.263274 2122.62
35885 0.263274 2122.62
35886 0.263274 2122.62
35887 0.263274 2122.62
35888 0.263274 2122.62
35889 0.263274 2122.62
35890 0.263274 2122.62
35891 0.263274 2122.62
35892 0.263274 2122.62
35893 0.263274 2122.62
35894 0.263274 2122.62
35895 0.263274 2122.62
35896 0.263274 2122.62
35897 0.263274 2122.62
35898 0.263274 2122.62
35899 0.263274 2122.62
35900 0.263274 2122.62
35901 0.263274 2122.62
35902 0.263274 2122.62
35903 0.263274 2122.62
35904 0.263274 2122.62
35905 0.263274 2122.62
35906 0.263274 2122.62
35907 0.263274 2122.62
35908 0.263274 2122.62
35909 0.263274 2122.62
35910 0.263274 2122.62
35911 0.263274 2122.62
35912 0.263274 2122.62
35913 0.263274 2122.62
35914 0.263274 2122.62
35915 0.263274 2122.62
35916 0.263274 2122.62
35917 0.263274 2122.62
35918 0.263274 2122.62
35919 0.263274 2122.62
35920 0.263274 2122.62
35921 0.263274 2122.62
35922 0.263274 2122.62
35923 0.263274 2122.62
35924 0.263274 2122.62
35925 0.263274 2122.62
35926 0.263274 2122.62
35927 0.263274 2122.62
35928 0.263273 2122.62
35929 0.263273 2122.62
35930 0.263273 2122.62
35931 0.263273 2122.62
35932 0.263273 2122.62
35933 0.263273 2122.62
35934 0.263273 2122.62
35935 0.263273 2122.62
35936 0.263273 2122.62
35937 0.263273 2122.62
35938 0.263273 2122.62
35939 0.263273 2122.62
35940 0.263273 2122.62
35941 0.263273 2122.62
35942 0.263273 2122.62
35943 0.263273 2122.62
35944 0.263273 2122.62
35945 0.263273 2122.62
35946 0.263273 2122.62
35947 0.263273 2122.62
35948 0.263273 2122.62
35949 0.263273 2122.62
35950 0.263273 2122.62
35951 0.263273 2122.62
35952 0.263273 2122.62
35953 0.263273 2122.62
35954 0.263273 2122.62
35955 0.263273 2122.62
35956 0.263273 2122.62
35957 0.263273 2122.62
35958 0.263273 2122.62
35959 0.263273 2122.62
35960 0.263273 2122.62
35961 0.263273 2122.62
35962 0.263273 2122.62
35963 0.263273 2122.62
35964 0.263273 2122.62
35965 0.263273 2122.62
35966 0.263273 2122.62
35967 0.263273 2122.62
35968 0.263273 2122.62
35969 0.263273 2122.62
35970 0.263273 2122.62
35971 0.263273 2122.62
35972 0.263273 2122.62
35973 0.263273 2122.62
35974 0.263273 2122.62
35975 0.263273 2122.62
35976 0.263273 2122.62
35977 0.263273 2122.62
35978 0.263273 2122.62
35979 0.263273 2122.62
35980 0.263273 2122.62
35981 0.263273 2122.62
35982 0.263273 2122.62
35983 0.263273 2122.62
35984 0.263273 2122.62
35985 0.263273 2122.62
35986 0.263273 2122.62
35987 0.263273 2122.62
35988 0.263273 2122.62
35989 0.263273 2122.62
35990 0.263273 2122.62
35991 0.263273 2122.62
35992 0.263273 2122.62
35993 0.263273 2122.62
35994 0.263273 2122.62
35995 0.263273 2122.62
35996 0.263273 2122.62
35997 0.263273 2122.62
35998 0.263273 2122.62
35999 0.263273 2122.62
36000 0.263273 2122.62
36001 0.263273 2122.62
36002 0.263273 2122.62
36003 0.263273 2122.62
36004 0.263273 2122.62
36005 0.263273 2122.62
36006 0.263273 2122.62
36007 0.263273 2122.62
36008 0.263273 2122.62
36009 0.263273 2122.62
36010 0.263273 2122.62
36011 0.263273 2122.62
36012 0.263273 2122.62
36013 0.263273 2122.62
36014 0.263273 2122.62
36015 0.263273 2122.62
36016 0.263273 2122.62
36017 0.263273 2122.62
36018 0.263273 2122.62
36019 0.263273 2122.62
36020 0.263273 2122.62
36021 0.263273 2122.62
36022 0.263273 2122.62
36023 0.263273 2122.62
36024 0.263273 2122.62
36025 0.263273 2122.62
36026 0.263273 2122.62
36027 0.263273 2122.62
36028 0.263273 2122.62
36029 0.263273 2122.62
36030 0.263273 2122.62
36031 0.263273 2122.62
36032 0.263273 2122.62
36033 0.263273 2122.62
36034 0.263273 2122.62
36035 0.263273 2122.62
36036 0.263273 2122.62
36037 0.263273 2122.62
36038 0.263273 2122.62
36039 0.263273 2122.62
36040 0.263273 2122.62
36041 0.263273 2122.62
36042 0.263273 2122.62
36043 0.263273 2122.62
36044 0.263273 2122.62
36045 0.263273 2122.62
36046 0.263273 2122.62
36047 0.263273 2122.62
36048 0.263273 2122.62
36049 0.263273 2122.62
36050 0.263273 2122.62
36051 0.263273 2122.62
36052 0.263273 2122.62
36053 0.263273 2122.62
36054 0.263273 2122.62
36055 0.263273 2122.62
36056 0.263273 2122.62
36057 0.263273 2122.62
36058 0.263273 2122.62
36059 0.263273 2122.62
36060 0.263273 2122.62
36061 0.263273 2122.62
36062 0.263273 2122.62
36063 0.263273 2122.62
36064 0.263273 2122.62
36065 0.263273 2122.61
36066 0.263273 2122.61
36067 0.263273 2122.61
36068 0.263273 2122.61
36069 0.263273 2122.61
36070 0.263273 2122.61
36071 0.263273 2122.61
36072 0.263273 2122.61
36073 0.263273 2122.61
36074 0.263273 2122.61
36075 0.263273 2122.61
36076 0.263273 2122.61
36077 0.263273 2122.61
36078 0.263273 2122.61
36079 0.263273 2122.61
36080 0.263273 2122.61
36081 0.263273 2122.61
36082 0.263273 2122.61
36083 0.263273 2122.61
36084 0.263273 2122.61
36085 0.263273 2122.61
36086 0.263273 2122.61
36087 0.263273 2122.61
36088 0.263273 2122.61
36089 0.263273 2122.61
36090 0.263273 2122.61
36091 0.263273 2122.61
36092 0.263273 2122.61
36093 0.263273 2122.61
36094 0.263273 2122.61
36095 0.263273 2122.61
36096 0.263273 2122.61
36097 0.263273 2122.61
36098 0.263273 2122.61
36099 0.263273 2122.61
36100 0.263273 2122.61
36101 0.263273 2122.61
36102 0.263273 2122.61
36103 0.263273 2122.61
36104 0.263273 2122.61
36105 0.263273 2122.61
36106 0.263273 2122.61
36107 0.263273 2122.61
36108 0.263273 2122.61
36109 0.263273 2122.61
36110 0.263273 2122.61
36111 0.263273 2122.61
36112 0.263273 2122.61
36113 0.263273 2122.61
36114 0.263273 2122.61
36115 0.263273 2122.61
36116 0.263273 2122.61
36117 0.263273 2122.61
36118 0.263273 2122.61
36119 0.263273 2122.61
36120 0.263273 2122.61
36121 0.263273 2122.61
36122 0.263273 2122.61
36123 0.263273 2122.61
36124 0.263273 2122.61
36125 0.263273 2122.61
36126 0.263273 2122.61
36127 0.263273 2122.61
36128 0.263273 2122.61
36129 0.263273 2122.61
36130 0.263273 2122.61
36131 0.263273 2122.61
36132 0.263273 2122.61
36133 0.263273 2122.61
36134 0.263273 2122.61
36135 0.263273 2122.61
36136 0.263273 2122.61
36137 0.263273 2122.61
36138 0.263273 2122.61
36139 0.263273 2122.61
36140 0.263273 2122.61
36141 0.263273 2122.61
36142 0.263273 2122.61
36143 0.263273 2122.61
36144 0.263273 2122.61
36145 0.263273 2122.61
36146 0.263273 2122.61
36147 0.263273 2122.61
36148 0.263273 2122.61
36149 0.263273 2122.61
36150 0.263273 2122.61
36151 0.263273 2122.61
36152 0.263273 2122.61
36153 0.263273 2122.61
36154 0.263273 2122.61
36155 0.263273 2122.61
36156 0.263273 2122.61
36157 0.263273 2122.61
36158 0.263273 2122.61
36159 0.263273 2122.61
36160 0.263273 2122.61
36161 0.263273 2122.61
36162 0.263273 2122.61
36163 0.263273 2122.61
36164 0.263273 2122.61
36165 0.263273 2122.61
36166 0.263273 2122.61
36167 0.263273 2122.61
36168 0.263273 2122.61
36169 0.263273 2122.61
36170 0.263273 2122.61
36171 0.263273 2122.61
36172 0.263273 2122.61
36173 0.263273 2122.61
36174 0.263273 2122.61
36175 0.263273 2122.61
36176 0.263273 2122.61
36177 0.263273 2122.61
36178 0.263273 2122.61
36179 0.263273 2122.61
36180 0.263273 2122.61
36181 0.263273 2122.61
36182 0.263273 2122.61
36183 0.263273 2122.61
36184 0.263273 2122.61
36185 0.263273 2122.61
36186 0.263273 2122.61
36187 0.263273 2122.61
36188 0.263273 2122.61
36189 0.263273 2122.61
36190 0.263273 2122.61
36191 0.263273 2122.61
36192 0.263273 2122.61
36193 0.263273 2122.61
36194 0.263273 2122.61
36195 0.263273 2122.61
36196 0.263273 2122.61
36197 0.263273 2122.61
36198 0.263273 2122.61
36199 0.263273 2122.61
36200 0.263273 2122.61
36201 0.263273 2122.61
36202 0.263273 2122.61
36203 0.263273 2122.61
36204 0.263273 2122.61
36205 0.263273 2122.61
36206 0.263273 2122.61
36207 0.263273 2122.61
36208 0.263273 2122.61
36209 0.263273 2122.61
36210 0.263273 2122.61
36211 0.263273 2122.61
36212 0.263273 2122.61
36213 0.263273 2122.61
36214 0.263273 2122.61
36215 0.263273 2122.61
36216 0.263273 2122.61
36217 0.263273 2122.61
36218 0.263273 2122.61
36219 0.263273 2122.61
36220 0.263273 2122.61
36221 0.263273 2122.61
36222 0.263273 2122.61
36223 0.263273 2122.61
36224 0.263273 2122.61
36225 0.263273 2122.61
36226 0.263273 2122.61
36227 0.263273 2122.61
36228 0.263273 2122.61
36229 0.263273 2122.61
36230 0.263273 2122.61
36231 0.263273 2122.61
36232 0.263273 2122.61
36233 0.263273 2122.61
36234 0.263273 2122.61
36235 0.263273 2122.61
36236 0.263273 2122.61
36237 0.263273 2122.61
36238 0.263273 2122.61
36239 0.263273 2122.61
36240 0.263273 2122.61
36241 0.263273 2122.61
36242 0.263273 2122.61
36243 0.263273 2122.61
36244 0.263273 2122.61
36245 0.263273 2122.61
36246 0.263273 2122.61
36247 0.263273 2122.61
36248 0.263273 2122.61
36249 0.263273 2122.61
36250 0.263273 2122.61
36251 0.263273 2122.61
36252 0.263273 2122.61
36253 0.263273 2122.61
36254 0.263273 2122.61
36255 0.263273 2122.61
36256 0.263273 2122.61
36257 0.263273 2122.61
36258 0.263273 2122.61
36259 0.263273 2122.61
36260 0.263273 2122.61
36261 0.263273 2122.61
36262 0.263273 2122.61
36263 0.263273 2122.61
36264 0.263273 2122.61
36265 0.263273 2122.61
36266 0.263273 2122.61
36267 0.263273 2122.61
36268 0.263273 2122.61
36269 0.263273 2122.61
36270 0.263273 2122.61
36271 0.263273 2122.61
36272 0.263273 2122.61
36273 0.263273 2122.61
36274 0.263273 2122.61
36275 0.263273 2122.61
36276 0.263273 2122.61
36277 0.263273 2122.61
36278 0.263273 2122.61
36279 0.263273 2122.61
36280 0.263273 2122.61
36281 0.263273 2122.61
36282 0.263273 2122.61
36283 0.263273 2122.61
36284 0.263273 2122.61
36285 0.263273 2122.61
36286 0.263272 2122.61
36287 0.263272 2122.61
36288 0.263272 2122.61
36289 0.263272 2122.61
36290 0.263272 2122.61
36291 0.263272 2122.61
36292 0.263272 2122.61
36293 0.263272 2122.61
36294 0.263272 2122.61
36295 0.263272 2122.61
36296 0.263272 2122.61
36297 0.263272 2122.61
36298 0.263272 2122.61
36299 0.263272 2122.61
36300 0.263272 2122.61
36301 0.263272 2122.61
36302 0.263272 2122.61
36303 0.263272 2122.61
36304 0.263272 2122.61
36305 0.263272 2122.61
36306 0.263272 2122.61
36307 0.263272 2122.61
36308 0.263272 2122.61
36309 0.263272 2122.61
36310 0.263272 2122.61
36311 0.263272 2122.61
36312 0.263272 2122.61
36313 0.263272 2122.61
36314 0.263272 2122.61
36315 0.263272 2122.61
36316 0.263272 2122.61
36317 0.263272 2122.61
36318 0.263272 2122.61
36319 0.263272 2122.61
36320 0.263272 2122.61
36321 0.263272 2122.61
36322 0.263272 2122.61
36323 0.263272 2122.61
36324 0.263272 2122.61
36325 0.263272 2122.61
36326 0.263272 2122.61
36327 0.263272 2122.61
36328 0.263272 2122.61
36329 0.263272 2122.61
36330 0.263272 2122.61
36331 0.263272 2122.61
36332 0.263272 2122.61
36333 0.263272 2122.61
36334 0.263272 2122.61
36335 0.263272 2122.61
36336 0.263272 2122.61
36337 0.263272 2122.61
36338 0.263272 2122.61
36339 0.263272 2122.61
36340 0.263272 2122.61
36341 0.263272 2122.61
36342 0.263272 2122.61
36343 0.263272 2122.61
36344 0.263272 2122.61
36345 0.263272 2122.61
36346 0.263272 2122.61
36347 0.263272 2122.61
36348 0.263272 2122.61
36349 0.263272 2122.61
36350 0.263272 2122.61
36351 0.263272 2122.61
36352 0.263272 2122.61
36353 0.263272 2122.61
36354 0.263272 2122.61
36355 0.263272 2122.61
36356 0.263272 2122.61
36357 0.263272 2122.61
36358 0.263272 2122.61
36359 0.263272 2122.61
36360 0.263272 2122.61
36361 0.263272 2122.61
36362 0.263272 2122.61
36363 0.263272 2122.61
36364 0.263272 2122.61
36365 0.263272 2122.61
36366 0.263272 2122.61
36367 0.263272 2122.61
36368 0.263272 2122.61
36369 0.263272 2122.61
36370 0.263272 2122.61
36371 0.263272 2122.61
36372 0.263272 2122.61
36373 0.263272 2122.61
36374 0.263272 2122.61
36375 0.263272 2122.61
36376 0.263272 2122.61
