# Time-averaged data for fix log_y
# TimeStep v_E_y v_s_y
30504 0.263289 2122.73
30505 0.263289 2122.73
30506 0.263289 2122.73
30507 0.263289 2122.73
30508 0.263289 2122.73
30509 0.263289 2122.73
30510 0.263289 2122.73
30511 0.263289 2122.73
30512 0.263289 2122.73
30513 0.263289 2122.73
30514 0.263289 2122.73
30515 0.263289 2122.73
30516 0.263289 2122.73
30517 0.263289 2122.73
30518 0.263289 2122.73
30519 0.263289 2122.73
30520 0.263289 2122.73
30521 0.263289 2122.73
30522 0.263289 2122.73
30523 0.263289 2122.73
30524 0.263289 2122.73
30525 0.263289 2122.73
30526 0.263289 2122.73
30527 0.263289 2122.73
30528 0.263289 2122.73
30529 0.263289 2122.73
30530 0.263289 2122.73
30531 0.263289 2122.73
30532 0.263289 2122.73
30533 0.263289 2122.73
30534 0.263289 2122.73
30535 0.263289 2122.73
30536 0.263289 2122.73
30537 0.263289 2122.73
30538 0.263289 2122.73
30539 0.263289 2122.73
30540 0.263289 2122.73
30541 0.263289 2122.73
30542 0.263289 2122.73
30543 0.263289 2122.73
30544 0.263289 2122.73
30545 0.263289 2122.73
30546 0.263289 2122.73
30547 0.263289 2122.73
30548 0.263289 2122.73
30549 0.263289 2122.73
30550 0.263289 2122.73
30551 0.263289 2122.73
30552 0.263289 2122.73
30553 0.263289 2122.73
30554 0.263289 2122.73
30555 0.263289 2122.73
30556 0.263289 2122.73
30557 0.263289 2122.73
30558 0.263289 2122.73
30559 0.263289 2122.73
30560 0.263289 2122.73
30561 0.263289 2122.73
30562 0.263289 2122.73
30563 0.263289 2122.73
30564 0.263289 2122.73
30565 0.263289 2122.73
30566 0.263289 2122.73
30567 0.263289 2122.73
30568 0.263289 2122.73
30569 0.263289 2122.73
30570 0.263289 2122.73
30571 0.263289 2122.73
30572 0.263289 2122.73
30573 0.263289 2122.73
30574 0.263289 2122.73
30575 0.263289 2122.73
30576 0.263289 2122.73
30577 0.263289 2122.73
30578 0.263289 2122.73
30579 0.263289 2122.73
30580 0.263289 2122.73
30581 0.263289 2122.73
30582 0.263289 2122.73
30583 0.263289 2122.73
30584 0.263289 2122.73
30585 0.263289 2122.73
30586 0.263289 2122.73
30587 0.263289 2122.73
30588 0.263289 2122.73
30589 0.263289 2122.73
30590 0.263289 2122.73
30591 0.263289 2122.73
30592 0.263289 2122.73
30593 0.263289 2122.73
30594 0.263289 2122.73
30595 0.263289 2122.73
30596 0.263289 2122.73
30597 0.263289 2122.73
30598 0.263289 2122.73
30599 0.263289 2122.73
30600 0.263289 2122.73
30601 0.263289 2122.73
30602 0.263289 2122.73
30603 0.263289 2122.73
30604 0.263289 2122.73
30605 0.263289 2122.73
30606 0.263289 2122.73
30607 0.263289 2122.73
30608 0.263289 2122.73
30609 0.263289 2122.73
30610 0.263289 2122.73
30611 0.263289 2122.73
30612 0.263289 2122.73
30613 0.263289 2122.73
30614 0.263289 2122.73
30615 0.263289 2122.73
30616 0.263289 2122.73
30617 0.263289 2122.73
30618 0.263289 2122.73
30619 0.263289 2122.73
30620 0.263289 2122.73
30621 0.263289 2122.73
30622 0.263289 2122.73
30623 0.263289 2122.73
30624 0.263289 2122.73
30625 0.263289 2122.73
30626 0.263289 2122.73
30627 0.263289 2122.73
30628 0.263289 2122.73
30629 0.263289 2122.73
30630 0.263289 2122.73
30631 0.263289 2122.73
30632 0.263289 2122.73
30633 0.263289 2122.73
30634 0.263289 2122.73
30635 0.263289 2122.73
30636 0.263289 2122.73
30637 0.263289 2122.73
30638 0.263289 2122.73
30639 0.263289 2122.73
30640 0.263289 2122.73
30641 0.263289 2122.73
30642 0.263289 2122.73
30643 0.263289 2122.73
30644 0.263289 2122.73
30645 0.263289 2122.73
30646 0.263289 2122.73
30647 0.263289 2122.73
30648 0.263289 2122.73
30649 0.263289 2122.73
30650 0.263289 2122.73
30651 0.263289 2122.73
30652 0.263289 2122.73
30653 0.263289 2122.73
30654 0.263289 2122.73
30655 0.263289 2122.73
30656 0.263289 2122.73
30657 0.263289 2122.73
30658 0.263289 2122.73
30659 0.263289 2122.73
30660 0.263289 2122.73
30661 0.263289 2122.73
30662 0.263289 2122.73
30663 0.263289 2122.73
30664 0.263289 2122.73
30665 0.263289 2122.73
30666 0.263289 2122.73
30667 0.263289 2122.73
30668 0.263289 2122.73
30669 0.263289 2122.73
30670 0.263289 2122.73
30671 0.263289 2122.73
30672 0.263289 2122.73
30673 0.263289 2122.73
30674 0.263289 2122.73
30675 0.263289 2122.73
30676 0.263289 2122.73
30677 0.263289 2122.73
30678 0.263289 2122.73
30679 0.263289 2122.73
30680 0.263289 2122.73
30681 0.263289 2122.73
30682 0.263289 2122.73
30683 0.263289 2122.73
30684 0.263289 2122.73
30685 0.263289 2122.73
30686 0.263289 2122.73
30687 0.263289 2122.73
30688 0.263289 2122.73
30689 0.263289 2122.73
30690 0.263289 2122.73
30691 0.263289 2122.73
30692 0.263289 2122.73
30693 0.263289 2122.73
30694 0.263289 2122.73
30695 0.263289 2122.73
30696 0.263289 2122.73
30697 0.263289 2122.73
30698 0.263289 2122.73
30699 0.263289 2122.73
30700 0.263289 2122.73
30701 0.263288 2122.73
30702 0.263288 2122.73
30703 0.263288 2122.73
30704 0.263288 2122.73
30705 0.263288 2122.73
30706 0.263288 2122.73
30707 0.263288 2122.73
30708 0.263288 2122.73
30709 0.263288 2122.73
30710 0.263288 2122.73
30711 0.263288 2122.73
30712 0.263288 2122.73
30713 0.263288 2122.73
30714 0.263288 2122.73
30715 0.263288 2122.73
30716 0.263288 2122.73
30717 0.263288 2122.73
30718 0.263288 2122.73
30719 0.263288 2122.73
30720 0.263288 2122.73
30721 0.263288 2122.73
30722 0.263288 2122.73
30723 0.263288 2122.73
30724 0.263288 2122.73
30725 0.263288 2122.73
30726 0.263288 2122.73
30727 0.263288 2122.73
30728 0.263288 2122.73
30729 0.263288 2122.73
30730 0.263288 2122.73
30731 0.263288 2122.73
30732 0.263288 2122.73
30733 0.263288 2122.73
30734 0.263288 2122.73
30735 0.263288 2122.73
30736 0.263288 2122.73
30737 0.263288 2122.73
30738 0.263288 2122.73
30739 0.263288 2122.73
30740 0.263288 2122.73
30741 0.263288 2122.73
30742 0.263288 2122.73
30743 0.263288 2122.73
30744 0.263288 2122.73
30745 0.263288 2122.73
30746 0.263288 2122.73
30747 0.263288 2122.73
30748 0.263288 2122.73
30749 0.263288 2122.73
30750 0.263288 2122.73
30751 0.263288 2122.73
30752 0.263288 2122.73
30753 0.263288 2122.73
30754 0.263288 2122.73
30755 0.263288 2122.73
30756 0.263288 2122.73
30757 0.263288 2122.73
30758 0.263288 2122.73
30759 0.263288 2122.73
30760 0.263288 2122.73
30761 0.263288 2122.73
30762 0.263288 2122.73
30763 0.263288 2122.73
30764 0.263288 2122.73
30765 0.263288 2122.73
30766 0.263288 2122.73
30767 0.263288 2122.73
30768 0.263288 2122.73
30769 0.263288 2122.73
30770 0.263288 2122.73
30771 0.263288 2122.73
30772 0.263288 2122.73
30773 0.263288 2122.73
30774 0.263288 2122.73
30775 0.263288 2122.73
30776 0.263288 2122.73
30777 0.263288 2122.73
30778 0.263288 2122.73
30779 0.263288 2122.73
30780 0.263288 2122.73
30781 0.263288 2122.73
30782 0.263288 2122.73
30783 0.263288 2122.73
30784 0.263288 2122.73
30785 0.263288 2122.73
30786 0.263288 2122.73
30787 0.263288 2122.73
30788 0.263288 2122.73
30789 0.263288 2122.73
30790 0.263288 2122.73
30791 0.263288 2122.73
30792 0.263288 2122.73
30793 0.263288 2122.73
30794 0.263288 2122.73
30795 0.263288 2122.73
30796 0.263288 2122.73
30797 0.263288 2122.73
30798 0.263288 2122.73
30799 0.263288 2122.73
30800 0.263288 2122.73
30801 0.263288 2122.73
30802 0.263288 2122.73
30803 0.263288 2122.73
30804 0.263288 2122.73
30805 0.263288 2122.73
30806 0.263288 2122.73
30807 0.263288 2122.73
30808 0.263288 2122.73
30809 0.263288 2122.73
30810 0.263288 2122.73
30811 0.263288 2122.73
30812 0.263288 2122.73
30813 0.263288 2122.73
30814 0.263288 2122.73
30815 0.263288 2122.73
30816 0.263288 2122.73
30817 0.263288 2122.73
30818 0.263288 2122.73
30819 0.263288 2122.73
30820 0.263288 2122.73
30821 0.263288 2122.73
30822 0.263288 2122.73
30823 0.263288 2122.73
30824 0.263288 2122.73
30825 0.263288 2122.73
30826 0.263288 2122.73
30827 0.263288 2122.73
30828 0.263288 2122.73
30829 0.263288 2122.73
30830 0.263288 2122.73
30831 0.263288 2122.73
30832 0.263288 2122.73
30833 0.263288 2122.73
30834 0.263288 2122.73
30835 0.263288 2122.73
30836 0.263288 2122.73
30837 0.263288 2122.73
30838 0.263288 2122.73
30839 0.263288 2122.73
30840 0.263288 2122.73
30841 0.263288 2122.73
30842 0.263288 2122.73
30843 0.263288 2122.73
30844 0.263288 2122.73
30845 0.263288 2122.73
30846 0.263288 2122.73
30847 0.263288 2122.73
30848 0.263288 2122.73
30849 0.263288 2122.73
30850 0.263288 2122.73
30851 0.263288 2122.73
30852 0.263288 2122.73
30853 0.263288 2122.73
30854 0.263288 2122.73
30855 0.263288 2122.73
30856 0.263288 2122.73
30857 0.263288 2122.73
30858 0.263288 2122.73
30859 0.263288 2122.73
30860 0.263288 2122.73
30861 0.263288 2122.73
30862 0.263288 2122.73
30863 0.263288 2122.73
30864 0.263288 2122.73
30865 0.263288 2122.73
30866 0.263288 2122.73
30867 0.263288 2122.73
30868 0.263288 2122.73
30869 0.263288 2122.73
30870 0.263288 2122.73
30871 0.263288 2122.73
30872 0.263288 2122.73
30873 0.263288 2122.73
30874 0.263288 2122.73
30875 0.263288 2122.73
30876 0.263288 2122.73
30877 0.263288 2122.73
30878 0.263288 2122.73
30879 0.263288 2122.73
30880 0.263288 2122.73
30881 0.263288 2122.73
30882 0.263288 2122.73
30883 0.263288 2122.72
30884 0.263288 2122.72
30885 0.263288 2122.72
30886 0.263288 2122.72
30887 0.263288 2122.72
30888 0.263288 2122.72
30889 0.263288 2122.72
30890 0.263288 2122.72
30891 0.263288 2122.72
30892 0.263288 2122.72
30893 0.263288 2122.72
30894 0.263288 2122.72
30895 0.263288 2122.72
30896 0.263288 2122.72
30897 0.263288 2122.72
30898 0.263288 2122.72
30899 0.263288 2122.72
30900 0.263288 2122.72
30901 0.263288 2122.72
30902 0.263288 2122.72
30903 0.263288 2122.72
30904 0.263288 2122.72
30905 0.263288 2122.72
30906 0.263288 2122.72
30907 0.263288 2122.72
30908 0.263288 2122.72
30909 0.263288 2122.72
30910 0.263288 2122.72
30911 0.263288 2122.72
30912 0.263288 2122.72
30913 0.263288 2122.72
30914 0.263288 2122.72
30915 0.263288 2122.72
30916 0.263288 2122.72
30917 0.263288 2122.72
30918 0.263288 2122.72
30919 0.263288 2122.72
30920 0.263288 2122.72
30921 0.263288 2122.72
30922 0.263288 2122.72
30923 0.263288 2122.72
30924 0.263288 2122.72
30925 0.263288 2122.72
30926 0.263288 2122.72
30927 0.263288 2122.72
30928 0.263288 2122.72
30929 0.263288 2122.72
30930 0.263288 2122.72
30931 0.263288 2122.72
30932 0.263288 2122.72
30933 0.263288 2122.72
30934 0.263288 2122.72
30935 0.263288 2122.72
30936 0.263288 2122.72
30937 0.263288 2122.72
30938 0.263288 2122.72
30939 0.263288 2122.72
30940 0.263288 2122.72
30941 0.263288 2122.72
30942 0.263288 2122.72
30943 0.263288 2122.72
30944 0.263288 2122.72
30945 0.263288 2122.72
30946 0.263288 2122.72
30947 0.263288 2122.72
30948 0.263288 2122.72
30949 0.263288 2122.72
30950 0.263288 2122.72
30951 0.263288 2122.72
30952 0.263288 2122.72
30953 0.263288 2122.72
30954 0.263288 2122.72
30955 0.263288 2122.72
30956 0.263288 2122.72
30957 0.263288 2122.72
30958 0.263288 2122.72
30959 0.263288 2122.72
30960 0.263288 2122.72
30961 0.263288 2122.72
30962 0.263288 2122.72
30963 0.263288 2122.72
30964 0.263288 2122.72
30965 0.263288 2122.72
30966 0.263288 2122.72
30967 0.263288 2122.72
30968 0.263288 2122.72
30969 0.263288 2122.72
30970 0.263288 2122.72
30971 0.263288 2122.72
30972 0.263288 2122.72
30973 0.263288 2122.72
30974 0.263288 2122.72
30975 0.263288 2122.72
30976 0.263288 2122.72
30977 0.263288 2122.72
30978 0.263288 2122.72
30979 0.263288 2122.72
30980 0.263288 2122.72
30981 0.263288 2122.72
30982 0.263288 2122.72
30983 0.263288 2122.72
30984 0.263288 2122.72
30985 0.263288 2122.72
30986 0.263288 2122.72
30987 0.263288 2122.72
30988 0.263288 2122.72
30989 0.263288 2122.72
30990 0.263288 2122.72
30991 0.263288 2122.72
30992 0.263288 2122.72
30993 0.263288 2122.72
30994 0.263288 2122.72
30995 0.263288 2122.72
30996 0.263288 2122.72
30997 0.263288 2122.72
30998 0.263288 2122.72
30999 0.263288 2122.72
31000 0.263288 2122.72
31001 0.263288 2122.72
31002 0.263288 2122.72
31003 0.263288 2122.72
31004 0.263288 2122.72
31005 0.263288 2122.72
31006 0.263288 2122.72
31007 0.263288 2122.72
31008 0.263288 2122.72
31009 0.263288 2122.72
31010 0.263288 2122.72
31011 0.263288 2122.72
31012 0.263288 2122.72
31013 0.263288 2122.72
31014 0.263288 2122.72
31015 0.263288 2122.72
31016 0.263288 2122.72
31017 0.263288 2122.72
31018 0.263288 2122.72
31019 0.263288 2122.72
31020 0.263288 2122.72
31021 0.263288 2122.72
31022 0.263288 2122.72
31023 0.263288 2122.72
31024 0.263288 2122.72
31025 0.263288 2122.72
31026 0.263288 2122.72
31027 0.263288 2122.72
31028 0.263288 2122.72
31029 0.263288 2122.72
31030 0.263288 2122.72
31031 0.263288 2122.72
31032 0.263288 2122.72
31033 0.263288 2122.72
31034 0.263288 2122.72
31035 0.263288 2122.72
31036 0.263288 2122.72
31037 0.263288 2122.72
31038 0.263288 2122.72
31039 0.263288 2122.72
31040 0.263288 2122.72
31041 0.263288 2122.72
31042 0.263287 2122.72
31043 0.263287 2122.72
31044 0.263287 2122.72
31045 0.263287 2122.72
31046 0.263287 2122.72
31047 0.263287 2122.72
31048 0.263287 2122.72
31049 0.263287 2122.72
31050 0.263287 2122.72
31051 0.263287 2122.72
31052 0.263287 2122.72
31053 0.263287 2122.72
31054 0.263287 2122.72
31055 0.263287 2122.72
31056 0.263287 2122.72
31057 0.263287 2122.72
31058 0.263287 2122.72
31059 0.263287 2122.72
31060 0.263287 2122.72
31061 0.263287 2122.72
31062 0.263287 2122.72
31063 0.263287 2122.72
31064 0.263287 2122.72
31065 0.263287 2122.72
31066 0.263287 2122.72
31067 0.263287 2122.72
31068 0.263287 2122.72
