# Time-averaged data for fix logH
# TimeStep v_H v_pressVar
85300 5.66542e+08 3036.39
85400 5.7046e+08 3057.41
85500 5.6334e+08 3019.28
85600 5.44637e+08 2919.08
85700 5.48073e+08 2937.52
85800 5.74103e+08 3077.04
85900 5.96839e+08 3198.92
86000 5.96916e+08 3199.37
86100 5.45483e+08 2923.75
86200 5.55368e+08 2976.76
86300 5.701e+08 3055.74
86400 6.16244e+08 3303.08
86500 5.96576e+08 3197.7
86600 6.18742e+08 3316.52
86700 5.94144e+08 3184.72
86800 5.94276e+08 3185.46
86900 5.94366e+08 3185.97
87000 6.14522e+08 3294.03
87100 6.22558e+08 3337.14
87200 6.05232e+08 3244.3
87300 5.99506e+08 3213.65
87400 6.04272e+08 3239.22
87500 6.30019e+08 3377.26
87600 6.34266e+08 3400.06
87700 6.20946e+08 3328.69
87800 6.38551e+08 3423.09
87900 6.25608e+08 3353.75
88000 6.15764e+08 3301.01
88100 6.21149e+08 3329.91
88200 6.28922e+08 3371.61
88300 6.65717e+08 3568.89
88400 6.66792e+08 3574.68
88500 6.57558e+08 3525.22
88600 6.45725e+08 3461.82
88700 6.59385e+08 3535.09
88800 6.45276e+08 3459.49
88900 6.59229e+08 3534.32
89000 6.61256e+08 3545.22
89100 6.70143e+08 3592.9
89200 6.81445e+08 3653.53
89300 6.61095e+08 3544.47
89400 6.65692e+08 3569.15
89500 6.39893e+08 3430.88
89600 6.68134e+08 3582.32
89700 6.9553e+08 3729.23
89800 6.9512e+08 3727.07
89900 7.23304e+08 3878.21
90000 7.00599e+08 3756.52
90100 6.82248e+08 3658.18
90200 6.8617e+08 3679.24
90300 7.02455e+08 3766.6
90400 7.25705e+08 3891.29
90500 7.22107e+08 3872.04
90600 7.13129e+08 3823.95
90700 7.1074e+08 3811.18
90800 7.09489e+08 3804.51
90900 7.21723e+08 3870.15
91000 7.27356e+08 3900.4
91100 7.52188e+08 4033.59
91200 7.2586e+08 3892.46
91300 7.33972e+08 3936
91400 7.0962e+08 3805.46
91500 7.24444e+08 3884.99
91600 7.47779e+08 4010.17
91700 7.34041e+08 3936.54
91800 7.51338e+08 4029.34
91900 7.50035e+08 4022.39
92000 7.44192e+08 3991.11
92100 7.34348e+08 3938.36
92200 7.52612e+08 4036.35
92300 7.72107e+08 4140.94
92400 7.67651e+08 4117.09
92500 7.64753e+08 4101.6
92600 7.36639e+08 3950.87
92700 7.57961e+08 4065.26
92800 7.79739e+08 4182.1
92900 7.76114e+08 4162.71
93000 7.87109e+08 4221.73
93100 7.80925e+08 4188.61
93200 7.83135e+08 4200.51
93300 7.85113e+08 4211.17
93400 7.84832e+08 4209.71
93500 7.83347e+08 4201.79
93600 7.93613e+08 4256.9
93700 8.11263e+08 4351.62
93800 7.99259e+08 4287.28
93900 8.21188e+08 4404.96
94000 8.1219e+08 4356.74
94100 7.97435e+08 4277.65
94200 7.91474e+08 4245.73
94300 8.28604e+08 4444.94
94400 8.34002e+08 4473.94
94500 8.38463e+08 4497.93
94600 8.39494e+08 4503.51
94700 8.15583e+08 4375.3
94800 8.18354e+08 4390.22
94900 8.51467e+08 4567.9
95000 8.61449e+08 4621.5
95100 8.68413e+08 4658.92
95200 8.52192e+08 4571.95
95300 8.38363e+08 4497.82
95400 8.49371e+08 4556.93
95500 8.72736e+08 4682.33
95600 8.93026e+08 4791.24
95700 8.77263e+08 4706.73
95800 8.50676e+08 4564.15
95900 8.54545e+08 4584.97
96000 8.81467e+08 4729.46
96100 8.94814e+08 4801.13
96200 9.0572e+08 4859.7
96300 8.9376e+08 4795.59
96400 8.94558e+08 4799.93
96500 9.06312e+08 4863.05
96600 9.00033e+08 4829.43
96700 9.25296e+08 4965.04
96800 9.10887e+08 4887.79
96900 9.25134e+08 4964.29
97000 9.11132e+08 4889.22
97100 9.09962e+08 4883.01
97200 9.17465e+08 4923.33
97300 9.32103e+08 5001.94
97400 9.26608e+08 4972.51
97500 9.30098e+08 4991.31
97600 9.45205e+08 5072.44
97700 9.27188e+08 4975.82
97800 9.19209e+08 4933.07
97900 9.55895e+08 5130
98000 9.50717e+08 5102.28
98100 9.55082e+08 5125.77
98200 9.6941e+08 5202.72
98300 9.55606e+08 5128.71
98400 9.97389e+08 5353.01
98500 9.86339e+08 5293.78
98600 9.91664e+08 5322.43
98700 9.90203e+08 5314.66
98800 9.78361e+08 5251.17
98900 1.00676e+09 5403.65
99000 9.87536e+08 5300.56
99100 1.00287e+09 5382.9
99200 1.01386e+09 5441.98
99300 1.01617e+09 5454.47
99400 1.00024e+09 5369.04
99500 9.98643e+08 5360.53
99600 1.00234e+09 5380.42
99700 1.01796e+09 5464.38
99800 1.04178e+09 5592.29
99900 1.05174e+09 5645.8
100000 1.04767e+09 5624.08
100100 1.02049e+09 5478.21
100200 1.00959e+09 5419.78
100300 1.03094e+09 5534.45
100400 1.05269e+09 5651.31
100500 1.06168e+09 5699.63
100600 1.06868e+09 5737.3
100700 1.07257e+09 5758.26
100800 1.07088e+09 5749.26
100900 1.04941e+09 5634.1
101000 1.09412e+09 5874.17
101100 1.0934e+09 5870.41
101200 1.09026e+09 5853.64
101300 1.0834e+09 5816.87
101400 1.06811e+09 5734.89
101500 1.0914e+09 5860.01
101600 1.10605e+09 5938.72
101700 1.14083e+09 6125.54
101800 1.13001e+09 6067.54
101900 1.12661e+09 6049.36
102000 1.11111e+09 5966.25
102100 1.09532e+09 5881.56
102200 1.12091e+09 6019.01
102300 1.12827e+09 6058.63
102400 1.15836e+09 6220.3
102500 1.14337e+09 6139.89
102600 1.15329e+09 6193.26
102700 1.14804e+09 6165.13
102800 1.14831e+09 6166.67
102900 1.16119e+09 6235.93
103000 1.16194e+09 6240.07
103100 1.18173e+09 6346.39
103200 1.19733e+09 6430.29
103300 1.16916e+09 6279.12
103400 1.16729e+09 6269.17
103500 1.16388e+09 6250.94
103600 1.17495e+09 6310.46
103700 1.21154e+09 6507.07
103800 1.20722e+09 6483.95
103900 1.19641e+09 6425.98
104000 1.19882e+09 6439.01
104100 1.2064e+09 6479.83
104200 1.21171e+09 6508.47
104300 1.22989e+09 6606.22
104400 1.22022e+09 6554.34
104500 1.23363e+09 6626.49
104600 1.21262e+09 6513.73
104700 1.23722e+09 6645.97
104800 1.24334e+09 6678.93
104900 1.26134e+09 6775.75
105000 1.2545e+09 6739.12
105100 1.23461e+09 6632.38
105200 1.25571e+09 6745.81
105300 1.25914e+09 6764.32
105400 1.25541e+09 6744.37
105500 1.25839e+09 6760.52
105600 1.27031e+09 6824.63
105700 1.27071e+09 6826.9
105800 1.28148e+09 6884.88
105900 1.27255e+09 6836.98
106000 1.2716e+09 6832.01
106100 1.29692e+09 6968.11
106200 1.312e+09 7049.25
106300 1.33284e+09 7161.35
106400 1.31547e+09 7068.1
106500 1.30252e+09 6998.67
106600 1.32291e+09 7108.31
106700 1.31495e+09 7065.65
106800 1.33381e+09 7167.1
106900 1.34888e+09 7248.22
107000 1.32731e+09 7132.41
107100 1.34151e+09 7208.8
107200 1.32422e+09 7116.01
107300 1.33535e+09 7175.92
107400 1.3611e+09 7314.42
107500 1.35116e+09 7261.12
107600 1.35857e+09 7301.08
107700 1.36222e+09 7320.78
107800 1.35623e+09 7288.75
107900 1.36328e+09 7326.71
108000 1.38323e+09 7434.04
108100 1.40397e+09 7545.63
108200 1.38251e+09 7430.44
108300 1.37666e+09 7399.09
108400 1.3932e+09 7488.11
108500 1.39173e+09 7480.35
108600 1.41321e+09 7595.89
108700 1.42325e+09 7650.02
108800 1.43916e+09 7735.63
108900 1.43238e+09 7699.31
109000 1.43419e+09 7709.16
109100 1.41e+09 7579.27
109200 1.43874e+09 7733.88
109300 1.47908e+09 7950.86
109400 1.46133e+09 7855.59
109500 1.47048e+09 7904.89
109600 1.45633e+09 7828.96
109700 1.44659e+09 7776.74
109800 1.44814e+09 7785.19
109900 1.47305e+09 7919.25
110000 1.48492e+09 7983.17
110100 1.47547e+09 7932.52
110200 1.45849e+09 7841.33
110300 1.47608e+09 7936.06
110400 1.49541e+09 8040.13
110500 1.50103e+09 8070.47
110600 1.49921e+09 8060.82
110700 1.51585e+09 8150.4
110800 1.49048e+09 8014.15
110900 1.50319e+09 8082.61
111000 1.50744e+09 8105.62
111100 1.52144e+09 8181
111200 1.54626e+09 8314.59
111300 1.54469e+09 8306.32
111400 1.53914e+09 8276.6
111500 1.52089e+09 8178.6
111600 1.54959e+09 8333.12
111700 1.58445e+09 8520.69
111800 1.58853e+09 8542.77
111900 1.58023e+09 8498.3
112000 1.57442e+09 8467.21
112100 1.57705e+09 8481.51
112200 1.59884e+09 8598.8
112300 1.61706e+09 8696.97
112400 1.60929e+09 8655.3
112500 1.592e+09 8562.49
112600 1.61744e+09 8699.46
112700 1.63432e+09 8790.39
112800 1.63591e+09 8799.13
112900 1.62306e+09 8730.14
113000 1.64277e+09 8836.29
113100 1.64302e+09 8837.83
113200 1.63191e+09 8778.19
113300 1.64117e+09 8828.17
113400 1.66506e+09 8956.85
113500 1.67019e+09 8984.6
113600 1.67519e+09 9011.67
113700 1.66896e+09 8978.3
113800 1.69608e+09 9124.36
113900 1.6669e+09 8967.51
114000 1.68156e+09 9046.56
114100 1.7011e+09 9151.84
114200 1.69391e+09 9113.35
114300 1.72231e+09 9266.28
114400 1.73503e+09 9334.89
114500 1.71304e+09 9216.72
114600 1.69395e+09 9114.22
114700 1.70509e+09 9174.33
114800 1.71407e+09 9222.81
114900 1.73911e+09 9357.7
115000 1.73752e+09 9349.3
115100 1.75348e+09 9435.34
115200 1.75662e+09 9452.43
115300 1.74531e+09 9391.75
115400 1.75884e+09 9464.7
115500 1.74317e+09 9380.57
115600 1.79213e+09 9644.23
115700 1.80316e+09 9703.74
115800 1.7789e+09 9573.37
115900 1.7817e+09 9588.59
116000 1.77606e+09 9558.42
116100 1.80457e+09 9712.03
116200 1.80512e+09 9715.19
116300 1.8094e+09 9738.41
116400 1.8237e+09 9815.52
116500 1.80886e+09 9735.87
116600 1.83206e+09 9860.92
116700 1.83675e+09 9886.32
116800 1.84644e+09 9938.66
116900 1.8412e+09 9910.66
117000 1.83861e+09 9896.92
117100 1.85139e+09 9965.87
117200 1.84568e+09 9935.34
117300 1.87891e+09 10114.4
117400 1.91254e+09 10295.6
117500 1.88696e+09 10158.1
117600 1.89204e+09 10185.6
117700 1.88058e+09 10124.1
117800 1.88878e+09 10168.5
117900 1.88004e+09 10121.7
118000 1.90226e+09 10241.5
118100 1.91044e+09 10285.7
118200 1.93665e+09 10427
118300 1.94008e+09 10445.7
118400 1.91753e+09 10324.5
118500 1.93572e+09 10422.6
118600 1.95679e+09 10536.2
118700 1.94016e+09 10446.9
118800 1.94982e+09 10499.1
118900 1.95203e+09 10511.2
119000 1.94889e+09 10494.5
119100 1.98411e+09 10684.4
119200 1.98678e+09 10699
119300 1.98683e+09 10699.5
119400 1.9885e+09 10708.6
119500 1.9917e+09 10726.1
119600 1.98801e+09 10706.5
119700 1.96629e+09 10589.7
119800 1.99944e+09 10768.4
119900 2.00616e+09 10804.8
120000 2.01022e+09 10826.9
