# Time-averaged data for fix log
# TimeStep v_P v_V v_E
165600 7.45655 5448.24 0.0156017
165800 7.38299 5448.75 0.0153448
166000 7.24474 5451.01 0.0154093
166200 7.27798 5452.51 0.015436
166400 7.2636 5451.77 0.0155013
166600 7.41475 5450.76 0.0154243
166800 7.47492 5451.61 0.0155772
167000 7.51844 5455.06 0.0153913
167200 7.39989 5460.18 0.0154546
167400 7.3007 5464.67 0.0152965
167600 7.1562 5465.49 0.0154352
167800 7.0555 5460.99 0.0150363
168000 7.41102 5450.56 0.0155753
168200 7.63521 5439.35 0.0156202
168400 7.6424 5432.63 0.0158878
168600 7.66703 5432.42 0.0157471
168800 7.41564 5437.35 0.0155129
169000 7.39115 5443.2 0.0154925
169200 7.20849 5446.96 0.0152451
169400 7.27466 5446.69 0.015347
169600 7.33062 5442.77 0.0152809
169800 7.65213 5436.98 0.0157912
170000 7.52777 5433.32 0.0155243
170200 7.50238 5431.07 0.015647
170400 7.48335 5428.79 0.0155724
170600 7.52767 5425.91 0.0157088
170800 7.65469 5423.33 0.0157559
171000 7.69371 5422.21 0.0156253
171200 7.51389 5422.28 0.0157209
171400 7.51462 5421.97 0.0155389
171600 7.5972 5420.1 0.0159009
171800 7.64518 5417.16 0.0159095
172000 7.79259 5415.23 0.0160027
172200 7.78784 5417 0.0159265
172400 7.63004 5421.81 0.0158809
172600 7.43456 5427.14 0.0156918
172800 7.42683 5429.56 0.0156451
173000 7.52956 5427.51 0.0154808
173200 7.59849 5421.87 0.0158961
173400 7.79399 5415.89 0.0158185
173600 7.75273 5411.93 0.0159942
173800 7.63459 5409.41 0.0158426
174000 7.67788 5406.88 0.015874
174200 7.752 5403.44 0.0158017
174400 7.78693 5399.09 0.0160927
174600 7.76873 5395.23 0.0162325
174800 7.86104 5393.07 0.0162313
175000 7.89051 5394.9 0.0161682
175200 7.83054 5401.99 0.0162282
175400 7.63672 5412.11 0.015934
175600 7.43091 5419.28 0.0156067
175800 7.49261 5418.5 0.0156741
176000 7.65032 5410.25 0.015814
176200 7.77648 5398.82 0.0161292
176400 8.00733 5388.83 0.0163219
176600 8.09496 5383.39 0.0162985
176800 7.94202 5382.84 0.0163863
177000 7.89477 5386.53 0.0162718
177200 7.8817 5392.79 0.0164437
177400 7.87407 5400.44 0.0161634
177600 7.77931 5407.39 0.0160077
177800 7.69609 5411.18 0.0159054
178000 7.67401 5410.12 0.0160827
178200 7.81385 5403.38 0.0159973
178400 7.88881 5393.06 0.0162711
178600 8.01115 5382.53 0.0162749
178800 8.11238 5374.75 0.0164849
179000 8.13269 5371.39 0.0164604
179200 8.07444 5371.91 0.0165724
179400 8.00519 5375.98 0.0164309
179600 7.9418 5382.12 0.0164526
179800 7.92039 5388.05 0.0164484
180000 7.90632 5392.4 0.0162187
180200 7.99504 5395.09 0.0162286
180400 7.9884 5396.73 0.0162654
180600 7.98586 5397.57 0.016086
180800 8.03823 5396.46 0.0162713
181000 7.97502 5392.67 0.0161012
181200 7.94913 5385.49 0.0162998
181400 8.12079 5375.23 0.0166651
181600 8.27305 5365.41 0.0167233
181800 8.32889 5358.23 0.0167424
182000 8.23603 5355.53 0.016904
182200 8.15298 5356.55 0.0166823
182400 8.09664 5358.83 0.0165262
182600 8.15902 5361.16 0.0168289
182800 8.07579 5364.54 0.0168699
183000 8.19607 5368.62 0.0166623
183200 8.03757 5372.19 0.0164838
183400 8.13009 5373.69 0.0165004
183600 8.0972 5373.29 0.0163958
183800 8.15862 5371.18 0.0166496
184000 8.19069 5368.19 0.0166593
184200 8.12936 5364.47 0.0167281
184400 8.17461 5359.1 0.0166372
184600 8.33255 5352.65 0.0168273
184800 8.3317 5347.44 0.0167919
185000 8.57391 5345.49 0.0170457
185200 8.43854 5349.52 0.0169967
185400 8.23649 5358.73 0.0166212
185600 8.0877 5368.98 0.0162883
185800 8.02054 5374.4 0.0163871
186000 7.99105 5371.63 0.0162863
186200 8.33364 5361.43 0.0168929
186400 8.46984 5350.17 0.0169261
186600 8.56385 5343.64 0.0173675
186800 8.36922 5343.81 0.0168772
187000 8.3746 5346.82 0.0168173
187200 8.21077 5349.85 0.0167113
187400 8.17443 5350.66 0.0167712
187600 8.24773 5347.62 0.0166893
187800 8.46765 5342.47 0.0172457
188000 8.53708 5338.71 0.0170685
188200 8.60785 5338.96 0.0172323
188400 8.45982 5343.8 0.016971
188600 8.27428 5349.56 0.0169974
188800 8.26935 5351.27 0.0167745
189000 8.23188 5347.43 0.0169807
189200 8.49404 5340.46 0.017136
189400 8.44483 5333.96 0.0172902
189600 8.6835 5330.23 0.0173669
189800 8.6429 5330.21 0.0174877
190000 8.59107 5333.2 0.0171853
190200 8.35818 5336.94 0.017219
190400 8.38934 5339.16 0.0170776
190600 8.42392 5339.34 0.017003
190800 8.50759 5337.86 0.0171082
191000 8.52769 5336.08 0.0173718
191200 8.4937 5333.91 0.0172407
191400 8.45999 5330.04 0.0171264
191600 8.63141 5324.55 0.0173831
191800 8.69544 5319.73 0.0175349
192000 8.76819 5317.32 0.0174147
192200 8.73346 5318.38 0.0175447
192400 8.57493 5321.89 0.0171163
192600 8.54814 5325.16 0.0174407
192800 8.39763 5325.66 0.0171906
193000 8.3545 5320.65 0.0172329
193200 8.7999 5310.34 0.0175977
193400 8.88739 5300.83 0.0176824
193600 8.9819 5297 0.0177333
193800 8.78668 5300.45 0.0176299
194000 8.59861 5308.44 0.0174803
194200 8.60236 5316.59 0.017232
194400 8.56298 5321.23 0.0172631
194600 8.6188 5321.7 0.0173139
194800 8.58728 5318.66 0.0173679
195000 8.77094 5312.79 0.0173469
195200 8.82366 5306.15 0.0176538
195400 8.8308 5300.77 0.0177096
195600 8.82487 5297.43 0.0176404
195800 8.81775 5295.29 0.0176572
196000 8.82974 5293.74 0.0177528
196200 8.96733 5292.68 0.0179458
196400 8.95333 5294.53 0.017945
196600 8.8609 5299.69 0.0179616
196800 8.74093 5306.67 0.0174549
197000 8.68938 5312.89 0.0175042
197200 8.7465 5316.24 0.0175385
197400 8.85565 5316.53 0.017392
197600 8.84677 5314.98 0.0174536
197800 8.83538 5313.26 0.0176608
198000 8.8416 5311.72 0.0176845
198200 8.84464 5308.62 0.0173833
198400 8.81514 5302.51 0.0175781
198600 8.95426 5294.55 0.0177951
198800 8.97916 5287.04 0.0179439
199000 9.03851 5281.3 0.0179659
199200 9.07708 5277.65 0.0180637
199400 9.16757 5276.5 0.0181151
199600 9.26175 5279.29 0.0180651
199800 9.14425 5287.56 0.0178681
200000 8.8867 5298.69 0.0175784
200200 8.73678 5306.86 0.0175581
200400 8.61579 5308.25 0.0175562
200600 8.87158 5302.04 0.0177148
200800 9.10829 5291.57 0.0178697
201000 9.25045 5281.61 0.0179797
201200 9.13479 5275.11 0.0181289
201400 9.14612 5273.02 0.0182759
201600 9.19485 5275.04 0.0182182
201800 9.02297 5279.55 0.0181307
202000 8.9441 5283.82 0.0180088
202200 9.0356 5286.22 0.0178013
202400 9.08316 5286.66 0.0179577
202600 9.11945 5285.81 0.0179417
202800 9.04888 5284.17 0.0178401
203000 9.03363 5280.54 0.0178117
203200 9.1018 5274.99 0.0180508
203400 9.25427 5268.68 0.0181797
203600 9.38433 5263.66 0.0183337
203800 9.28729 5261.23 0.0183726
204000 9.21863 5261.38 0.0182448
204200 9.15351 5262.69 0.0183705
204400 9.21807 5264.26 0.0183795
204600 9.34505 5266.56 0.0181812
204800 9.29154 5270.2 0.0180289
205000 9.19349 5274.3 0.0180609
205200 9.02109 5276.71 0.0179333
205400 9.06025 5275.37 0.0181365
205600 9.15191 5269.26 0.0180838
205800 9.33299 5260.38 0.0184941
206000 9.50181 5253.05 0.0184195
206200 9.58177 5251.04 0.0186604
206400 9.4314 5255.31 0.0184022
206600 9.19481 5262.78 0.0181775
206800 9.09396 5268.53 0.0179098
207000 9.06595 5268.73 0.0180969
207200 9.25663 5263.01 0.0184605
207400 9.50625 5254.56 0.018355
207600 9.66331 5247.72 0.0185503
207800 9.63324 5247.3 0.0186293
208000 9.40107 5252.87 0.0184423
208200 9.32936 5259.89 0.0185509
208400 9.16198 5265.36 0.0182391
208600 9.27369 5267.29 0.0181207
208800 9.2606 5265.08 0.0182492
209000 9.4446 5260.01 0.018495
209200 9.53622 5254.54 0.0184883
209400 9.4458 5249.06 0.0184043
209600 9.44734 5242.76 0.0186377
209800 9.70833 5237.14 0.0187187
210000 9.73266 5234.11 0.0188428
210200 9.62441 5234.89 0.0187589
210400 9.49111 5238.12 0.0184594
210600 9.47167 5240.76 0.0187398
210800 9.47757 5241.07 0.0186148
211000 9.6279 5239.84 0.0188233
211200 9.66691 5240.15 0.018721
211400 9.60127 5242.61 0.0187064
211600 9.63982 5246.81 0.018577
211800 9.56308 5251.66 0.0184821
212000 9.46504 5255.24 0.0185115
212200 9.47996 5256.71 0.0183102
212400 9.47573 5254.75 0.0185989
212600 9.53854 5249.32 0.0186963
212800 9.57439 5240.36 0.0188922
213000 9.9318 5230.14 0.019024
213200 9.80929 5221.99 0.0191716
213400 9.8883 5217.89 0.0192856
213600 9.68134 5218.02 0.0189952
213800 9.72325 5220.46 0.0190356
214000 9.76074 5224.83 0.0188236
214200 9.68038 5230.55 0.018632
214400 9.68221 5235.45 0.0186451
214600 9.61009 5238.05 0.0186371
214800 9.63114 5237.24 0.0189816
215000 9.72382 5234.27 0.0189842
215200 9.84465 5231.57 0.0188839
215400 9.8296 5230.71 0.018734
215600 9.71912 5230.58 0.0187031
215800 9.70629 5228.3 0.0188927
216000 9.70512 5223.09 0.0191958
216200 9.85558 5217 0.0190732
216400 9.89787 5211.79 0.0194571
216600 10.0955 5209.47 0.019231
216800 9.92973 5211.2 0.0191455
217000 9.83593 5215.65 0.0191612
217200 9.65374 5220.07 0.0191993
217400 9.62126 5221.41 0.0188267
217600 9.77139 5217.62 0.0189726
217800 10.0655 5211.72 0.0190826
218000 10.027 5208.54 0.0192786
218200 10.0688 5209.33 0.0192633
218400 9.9033 5212.98 0.0189238
218600 9.7992 5216.68 0.0189586
218800 9.74926 5218.09 0.0188238
219000 9.86288 5215.89 0.0188005
219200 9.83706 5210.71 0.0191615
219400 10.0143 5204.97 0.0192564
219600 10.089 5200.15 0.0194797
219800 10.1274 5197.69 0.0194745
220000 10.0625 5197.83 0.0192751
