# Time-averaged data for fix logger
# TimeStep c_Fobs c_Fsum c_Tglob
204600 3.2 938799 1.22508
204800 3.2 938506 1.22621
205000 3.2 955682 1.22127
205200 3.2 951280 1.23181
205400 3.2 946403 1.22409
205600 3.2 950349 1.23916
205800 3.2 951680 1.22717
206000 3.2 950532 1.23241
206200 3.2 957781 1.23244
206400 3.2 952540 1.21494
206600 3.2 956622 1.22868
206800 3.2 949553 1.23587
207000 3.2 949118 1.22592
207200 3.2 961363 1.23312
207400 3.2 951785 1.24267
207600 3.2 945688 1.2366
207800 3.2 955810 1.23935
208000 3.2 951395 1.25007
208200 3.2 944829 1.23634
208400 3.2 957125 1.24246
208600 3.2 956289 1.2482
208800 3.2 949991 1.23391
209000 3.2 958871 1.24237
209200 3.2 959386 1.24897
209400 3.2 961917 1.23588
209600 3.2 965332 1.24856
209800 3.2 959476 1.23951
210000 3.2 968695 1.25284
210200 3.2 963158 1.25573
210400 3.2 959213 1.24787
210600 3.2 963882 1.25608
210800 3.2 960491 1.24484
211000 3.2 967267 1.2599
211200 3.2 967235 1.25542
211400 3.2 962663 1.24948
211600 3.2 970814 1.25543
211800 3.2 968507 1.25495
212000 3.2 970878 1.26572
212200 3.2 966242 1.25594
212400 3.2 967039 1.26064
212600 3.2 972590 1.2576
212800 3.2 973878 1.26298
213000 3.2 971307 1.26252
213200 3.2 975360 1.26549
213400 3.2 971591 1.27088
213600 3.2 971302 1.26096
213800 3.2 970783 1.27596
214000 3.2 972646 1.2666
214200 3.2 979359 1.26472
214400 3.2 969787 1.27559
214600 3.2 969275 1.27729
214800 3.2 978140 1.27537
215000 3.2 973760 1.27551
215200 3.2 970501 1.26754
215400 3.2 979660 1.28035
215600 3.2 976985 1.27709
215800 3.2 978943 1.2715
216000 3.2 984341 1.27795
216200 3.2 980258 1.27431
216400 3.2 980568 1.28888
216600 3.2 988178 1.27907
216800 3.2 977713 1.27903
217000 3.2 983470 1.29353
217200 3.2 979971 1.28126
217400 3.2 984036 1.28143
217600 3.2 984320 1.29862
217800 3.2 978438 1.28883
218000 3.2 980954 1.29383
218200 3.2 997952 1.30415
218400 3.2 989694 1.29483
218600 3.2 982600 1.28833
218800 3.2 987639 1.29902
219000 3.2 988359 1.29811
219200 3.2 991404 1.2913
219400 3.2 988895 1.29967
219600 3.2 980548 1.29283
219800 3.2 996046 1.29909
220000 3.2 993426 1.29582
220200 3.2 986459 1.30328
220400 3.2 993906 1.3084
220600 3.2 987822 1.30281
220800 3.2 994270 1.31039
221000 3.2 984703 1.29644
221200 3.2 993940 1.30251
221400 3.2 994552 1.31505
221600 3.2 985532 1.29891
221800 3.2 995880 1.3021
222000 3.2 990941 1.31319
222200 3.2 1.00086e+06 1.31015
222400 3.2 1.00318e+06 1.3013
222600 3.2 996588 1.32057
222800 3.2 1.00131e+06 1.31106
223000 3.2 990698 1.30308
223200 3.2 995159 1.31577
223400 3.2 1.00213e+06 1.31377
223600 3.2 992169 1.31088
223800 3.2 1.0122e+06 1.31324
224000 3.2 998365 1.31162
224200 3.2 1.00475e+06 1.32288
224400 3.2 1.00071e+06 1.31941
224600 3.2 1.00369e+06 1.32622
224800 3.2 1.00558e+06 1.32428
225000 3.2 1.00378e+06 1.31632
225200 3.2 1.00197e+06 1.33412
225400 3.2 997976 1.33089
225600 3.2 999751 1.33067
225800 3.2 1.00869e+06 1.33202
226000 3.2 1.00789e+06 1.32574
226200 3.2 998439 1.33724
226400 3.2 999479 1.35429
226600 3.2 1.00725e+06 1.33693
226800 3.2 1.00329e+06 1.33695
227000 3.2 1.00449e+06 1.34177
227200 3.2 1.0101e+06 1.33349
227400 3.2 1.00796e+06 1.34387
227600 3.2 1.01938e+06 1.33983
227800 3.2 1.00859e+06 1.33433
228000 3.2 1.0082e+06 1.35137
228200 3.2 1.00971e+06 1.34429
228400 3.2 1.0124e+06 1.33434
228600 3.2 1.01412e+06 1.33883
228800 3.2 1.01318e+06 1.34324
229000 3.2 1.00966e+06 1.35665
229200 3.2 1.02696e+06 1.34506
229400 3.2 1.00829e+06 1.3469
229600 3.2 1.01513e+06 1.35357
229800 3.2 1.0105e+06 1.3486
230000 3.2 1.01177e+06 1.35434
230200 3.2 1.02442e+06 1.35118
230400 3.2 1.0132e+06 1.35292
230600 3.2 1.01993e+06 1.35411
230800 3.2 1.01587e+06 1.36128
231000 3.2 1.0146e+06 1.3497
231200 3.2 1.02702e+06 1.35696
231400 3.2 1.02561e+06 1.35564
231600 3.2 1.02757e+06 1.34983
231800 3.2 1.01577e+06 1.36715
232000 3.2 1.02886e+06 1.35397
232200 3.2 1.01422e+06 1.34895
232400 3.2 1.02693e+06 1.36429
232600 3.2 1.025e+06 1.36248
232800 3.2 1.01961e+06 1.35678
233000 3.2 1.0221e+06 1.36703
233200 3.2 1.02906e+06 1.36972
233400 3.2 1.02989e+06 1.35978
233600 3.2 1.02846e+06 1.37999
233800 3.2 1.01959e+06 1.36757
234000 3.2 1.02461e+06 1.37207
234200 3.2 1.02971e+06 1.38779
234400 3.2 1.03235e+06 1.38062
234600 3.2 1.03064e+06 1.36537
234800 3.2 1.02736e+06 1.37802
235000 3.2 1.03089e+06 1.37758
235200 3.2 1.0235e+06 1.37204
235400 3.2 1.03436e+06 1.37917
235600 3.2 1.02678e+06 1.37703
235800 3.2 1.03855e+06 1.38626
236000 3.2 1.02719e+06 1.37345
236200 3.2 1.04068e+06 1.38891
236400 3.2 1.02994e+06 1.37553
236600 3.2 1.03117e+06 1.38362
236800 3.2 1.03377e+06 1.39373
237000 3.2 1.03409e+06 1.38153
237200 3.2 1.03593e+06 1.38769
237400 3.2 1.03976e+06 1.37342
237600 3.2 1.03996e+06 1.38815
237800 3.2 1.03744e+06 1.393
238000 3.2 1.03556e+06 1.38339
238200 3.2 1.03962e+06 1.39617
238400 3.2 1.03292e+06 1.38171
238600 3.2 1.05038e+06 1.39365
238800 3.2 1.04528e+06 1.39277
239000 3.2 1.03784e+06 1.37946
239200 3.2 1.04603e+06 1.39824
239400 3.2 1.04484e+06 1.39347
239600 3.2 1.04506e+06 1.38899
239800 3.2 1.05137e+06 1.40009
240000 3.2 1.03819e+06 1.39145
240200 3.2 1.03788e+06 1.40855
240400 3.2 1.04839e+06 1.39819
240600 3.2 1.04944e+06 1.41546
240800 3.2 1.04438e+06 1.39958
241000 3.2 1.04742e+06 1.40398
241200 3.2 1.0548e+06 1.40452
241400 3.2 1.04427e+06 1.39764
241600 3.2 1.05026e+06 1.407
241800 3.2 1.04796e+06 1.41065
242000 3.2 1.04234e+06 1.41584
242200 3.2 1.05879e+06 1.40696
242400 3.2 1.04155e+06 1.4082
242600 3.2 1.04593e+06 1.41949
242800 3.2 1.05845e+06 1.41111
243000 3.2 1.04093e+06 1.40874
243200 3.2 1.05644e+06 1.40975
243400 3.2 1.06337e+06 1.41051
243600 3.2 1.05593e+06 1.41469
243800 3.2 1.05038e+06 1.424
244000 3.2 1.05247e+06 1.41021
244200 3.2 1.05928e+06 1.42763
244400 3.2 1.05288e+06 1.42093
244600 3.2 1.05679e+06 1.42234
244800 3.2 1.05057e+06 1.43492
245000 3.2 1.05152e+06 1.41815
245200 3.2 1.06714e+06 1.42702
245400 3.2 1.05243e+06 1.43796
245600 3.2 1.05713e+06 1.42201
245800 3.2 1.05844e+06 1.42345
246000 3.2 1.06291e+06 1.43497
246200 3.2 1.06347e+06 1.42683
246400 3.2 1.06579e+06 1.43783
246600 3.2 1.05892e+06 1.43635
246800 3.2 1.05907e+06 1.43646
247000 3.2 1.06635e+06 1.44195
247200 3.2 1.0559e+06 1.43643
247400 3.2 1.0645e+06 1.43772
247600 3.2 1.07044e+06 1.43866
247800 3.2 1.06229e+06 1.43134
248000 3.2 1.06722e+06 1.43974
248200 3.2 1.0739e+06 1.44237
248400 3.2 1.05396e+06 1.43869
248600 3.2 1.07313e+06 1.44258
248800 3.2 1.07316e+06 1.4403
249000 3.2 1.06178e+06 1.4301
249200 3.2 1.06279e+06 1.45204
249400 3.2 1.07293e+06 1.44687
249600 3.2 1.08156e+06 1.45352
249800 3.2 1.0684e+06 1.44601
250000 3.2 1.07619e+06 1.454
250200 3.2 1.06834e+06 1.44345
250400 3.2 1.0652e+06 1.45248
250600 3.2 1.07289e+06 1.45533
250800 3.2 1.07179e+06 1.4607
251000 3.2 1.07046e+06 1.44255
251200 3.2 1.07134e+06 1.46027
251400 3.2 1.07679e+06 1.45297
251600 3.2 1.06581e+06 1.45461
251800 3.2 1.06979e+06 1.46893
252000 3.2 1.0787e+06 1.45718
252200 3.2 1.0724e+06 1.44531
252400 3.2 1.07347e+06 1.46761
252600 3.2 1.08484e+06 1.45605
252800 3.2 1.07522e+06 1.47689
253000 3.2 1.07758e+06 1.45699
253200 3.2 1.07706e+06 1.46828
253400 3.2 1.07421e+06 1.47137
253600 3.2 1.08136e+06 1.4617
253800 3.2 1.07429e+06 1.46141
254000 3.2 1.08597e+06 1.46508
254200 3.2 1.07676e+06 1.47229
254400 3.2 1.08844e+06 1.45703
254600 3.2 1.08757e+06 1.47514
254800 3.2 1.08484e+06 1.47197
255000 3.2 1.09405e+06 1.47565
255200 3.2 1.08248e+06 1.47308
255400 3.2 1.08752e+06 1.47404
255600 3.2 1.08839e+06 1.48327
255800 3.2 1.08487e+06 1.47194
256000 3.2 1.089e+06 1.48067
256200 3.2 1.0796e+06 1.48859
256400 3.2 1.09155e+06 1.47258
256600 3.2 1.10136e+06 1.48948
256800 3.2 1.0871e+06 1.4794
257000 3.2 1.07657e+06 1.47016
257200 3.2 1.08175e+06 1.49924
257400 3.2 1.08863e+06 1.48047
257600 3.2 1.09013e+06 1.48454
257800 3.2 1.09213e+06 1.50235
258000 3.2 1.09471e+06 1.48546
258200 3.2 1.09262e+06 1.48848
258400 3.2 1.09498e+06 1.48832
258600 3.2 1.09426e+06 1.50343
258800 3.2 1.08746e+06 1.48736
259000 3.2 1.09775e+06 1.50168
259200 3.2 1.09938e+06 1.4844
259400 3.2 1.10347e+06 1.5076
259600 3.2 1.09435e+06 1.48999
259800 3.2 1.09915e+06 1.50389
260000 3.2 1.10114e+06 1.49327
