# Time-averaged data for fix logger
# TimeStep v_P v_Fobs c_Fsum v_EE v_hcp_frac
271500 73007 9.26754e+06 56.4844 164073 0
272000 67674.2 8.60736e+06 58.9395 146037 0
272500 61402.1 7.82812e+06 54.4703 143714 0
273000 59431.5 7.58233e+06 60.1938 125965 0
273500 63558.1 8.09656e+06 60.7527 133271 0
274000 70966 9.01555e+06 60.9623 147887 0
274500 76741.2 9.72901e+06 57.6105 168876 0
275000 76118.1 9.65096e+06 62.0362 155570 0
275500 71466.3 9.07634e+06 61.6518 147219 0
276000 65614.9 8.34997e+06 64.7626 128932 0
276500 64064.1 8.15819e+06 59.7617 136512 0
277000 66067.9 8.40866e+06 54.9631 152987 0
277500 69472.3 8.83142e+06 61.3454 143962 0
278000 71996.1 9.14344e+06 59.5219 153615 0
278500 72810.7 9.24441e+06 58.7796 157273 0
279000 71874.3 9.1284e+06 61.8384 147617 0
279500 69356.5 8.81583e+06 57.9127 152226 0
280000 68051.4 8.65384e+06 59.7402 144858 0
280500 67692.3 8.60869e+06 56.803 151553 0
281000 69311 8.80972e+06 56.9491 154695 0
281500 71630.3 9.09697e+06 62.4909 145573 0
282000 73624.9 9.34538e+06 55.698 167787 0
282500 73658.6 9.34977e+06 56.7621 164718 0
283000 71820.2 9.12195e+06 58.4653 156023 0
283500 69018.8 8.7746e+06 57.3024 153128 0
284000 67806.7 8.62412e+06 62.1385 138789 0
284500 68458.3 8.70496e+06 62.3897 139526 0
285000 71185.2 9.04233e+06 61.1565 147856 0
285500 74801.9 9.48877e+06 61.5433 154180 0
286000 77734 9.85109e+06 60.0673 164001 0
286500 76459.2 9.69468e+06 55.7097 174022 0
287000 71309.6 9.05811e+06 60.7827 149024 0
287500 65779.3 8.37315e+06 54.71 153046 0
288000 64070.9 8.16042e+06 61.3951 132916 0
288500 68438.9 8.70306e+06 64.6837 134548 0
289000 75124 9.5293e+06 60.8226 156674 0
289500 80606.7 1.02058e+07 61.4097 166192 0
290000 80070.7 1.01389e+07 54.8425 184873 0
290500 75226.3 9.54185e+06 59.2424 161064 0
291000 69072.8 8.77964e+06 61.9792 141655 0
291500 66165 8.41903e+06 63.5799 132417 0
292000 68090.9 8.65919e+06 56.2433 153959 0
292500 73228.5 9.29718e+06 57.427 161896 0
293000 77739.1 9.85307e+06 60.968 161610 0
293500 79401.6 1.00574e+07 62.7521 160271 0
294000 77891.6 9.87273e+06 57.7539 170945 0
294500 73116.5 9.28274e+06 59.0223 157275 0
295000 69307.9 8.81042e+06 61.341 143630 0
295500 68885.1 8.75782e+06 60.2687 145313 0
296000 72168.2 9.1643e+06 60.235 152142 0
296500 76636.8 9.716e+06 55.4948 175079 0
297000 80168.8 1.01513e+07 58.6678 173031 0
297500 79143.6 1.00249e+07 64.9798 154278 0
298000 75084 9.52488e+06 58.9226 161651 0
298500 70596.1 8.97002e+06 59.547 150638 0
299000 69136.5 8.78968e+06 60.6194 144998 0
299500 71850.3 9.1257e+06 60.4046 151076 0
300000 76856.1 9.7445e+06 64.4014 151309 0
300500 81145.2 1.02725e+07 64.1531 160125 0
301000 81856.3 1.03596e+07 56.7748 182469 0
301500 78149.3 9.90309e+06 62.8697 157518 0
302000 73075.6 9.27802e+06 59.6869 155445 0
302500 69182.8 8.79605e+06 59.2253 148519 0
303000 69599.1 8.84639e+06 64.3731 137424 0
303500 75188.5 9.53844e+06 63.2006 150923 0
304000 82001.2 1.03776e+07 59.8991 173251 0
304500 85347.8 1.07883e+07 63.0127 171208 0
305000 82472 1.04344e+07 59.145 176421 0
305500 75531.2 9.58063e+06 63.009 152052 0
306000 69055.1 8.77923e+06 61.6844 142325 0
306500 68543.8 8.71634e+06 61.4385 141871 0
307000 73586.9 9.34068e+06 61.9276 150832 0
307500 80058.4 1.01381e+07 62.926 161111 0
308000 83531.8 1.05654e+07 67.2046 157212 0
308500 82540.6 1.04451e+07 56.1905 185886 0
309000 78678.8 9.96904e+06 62.3479 159894 0
309500 75465.6 9.57312e+06 62.8102 152413 0
310000 74480.9 9.45151e+06 64.0038 147671 0
310500 75936.7 9.63106e+06 63.7899 150981 0
311000 78919.1 9.99886e+06 61.796 161804 0
311500 81319.1 1.02953e+07 63.1198 163107 0
312000 80992.8 1.02541e+07 59.531 172249 0
312500 79209.5 1.00337e+07 63.7103 157490 0
313000 77622.3 9.83898e+06 59.9457 164131 0
313500 76179.8 9.66073e+06 62.5362 154482 0
314000 76580.4 9.70973e+06 58.4569 166101 0
314500 78647.2 9.96517e+06 61.6212 161717 0
315000 81117.1 1.02681e+07 62.7208 163711 0
315500 82764.3 1.04709e+07 63.9564 163720 0
316000 81774.3 1.03489e+07 55.7709 185562 0
316500 78319 9.92503e+06 62.1887 159595 0
317000 72387.3 9.19177e+06 63.0576 145768 0
317500 70757.3 8.99057e+06 61.1034 147137 0
318000 76762.4 9.73253e+06 61.2327 158943 0
318500 86487.6 1.09288e+07 57.2772 190806 0
319000 91074.1 1.14882e+07 60.0979 191158 0
319500 88189.6 1.11352e+07 60.0043 185574 0
320000 80180.6 1.01528e+07 62.8651 161501 0
320500 73866.6 9.37499e+06 60.7431 154338 0
321000 72944.6 9.26098e+06 63.8458 145052 0
321500 77628.7 9.8397e+06 61.8899 158987 0
322000 83209.9 1.05267e+07 59.3509 177363 0
322500 86280.4 1.09029e+07 59.4655 183347 0
323000 85639.7 1.08246e+07 61.7697 175242 0
323500 81981.7 1.03749e+07 64.6086 160581 0
324000 78866.5 9.99183e+06 60.6637 164708 0
324500 77608.1 9.83615e+06 63.2018 155631 0
325000 79779.6 1.01047e+07 60.1933 167871 0
325500 83132.4 1.05177e+07 57.4743 182998 0
326000 85082.4 1.07561e+07 60.4031 178072 0
326500 85392.4 1.07941e+07 60.8113 177501 0
327000 83815.5 1.0601e+07 55.2851 191752 0
327500 81297.8 1.02924e+07 60.2303 170884 0
328000 79241.2 1.0039e+07 58.9604 170266 0
328500 79546.3 1.00758e+07 60.2704 167177 0
329000 82914.9 1.04906e+07 61.4088 170832 0
329500 88555.5 1.11822e+07 58.1101 192431 0
330000 92666.4 1.16841e+07 61.362 190412 0
330500 89949.8 1.13525e+07 58.4239 194312 0
331000 80929.8 1.02468e+07 59.0004 173674 0
331500 72758.5 9.23919e+06 59.4632 155377 0
332000 73032.8 9.27275e+06 59.8482 154938 0
332500 80820.1 1.0232e+07 61.2124 167156 0
333000 89016.3 1.12362e+07 61.7809 181871 0
333500 92625.7 1.16788e+07 59.8603 195101 0
334000 89513.7 1.1298e+07 59.7271 189160 0
334500 83800.9 1.05982e+07 65.1458 162685 0
335000 79715 1.00956e+07 62.5658 161359 0
335500 79968.7 1.01288e+07 62.0424 163256 0
336000 83033.4 1.05054e+07 57.9179 181385 0
336500 87090.1 1.10022e+07 60.5078 181831 0
337000 89381.8 1.12825e+07 65.2318 172960 0
337500 89020.5 1.12388e+07 60.8677 184644 0
338000 85549 1.08131e+07 63.2366 170994 0
338500 82572.9 1.04478e+07 61.0651 171092 0
339000 81538.1 1.03204e+07 65.42 157756 0
339500 83354.6 1.05434e+07 60.475 174344 0
340000 86683.8 1.09518e+07 58.7108 186539 0
340500 89732.1 1.13242e+07 60.4466 187341 0
341000 90458.1 1.14131e+07 59.2504 192625 0
341500 87807 1.10898e+07 63.4353 174820 0
342000 82439.8 1.04315e+07 58.5689 178107 0
342500 77922.1 9.87517e+06 60.4997 163227 0
343000 78820 9.98542e+06 60.4349 165226 0
343500 88666.3 1.11954e+07 57.7456 193874 0
344000 99353.4 1.24986e+07 59.28 210839 0
344500 100298 1.26116e+07 62.8692 200601 0
345000 91665.3 1.15609e+07 58.5274 197529 0
345500 81804.3 1.0354e+07 61.8576 167385 0
346000 78273.8 9.91975e+06 61.2029 162080 0
346500 81171.5 1.02751e+07 62.7952 163628 0
347000 87913.4 1.11019e+07 60.9772 182066 0
347500 93490.1 1.17835e+07 65.6767 179416 0
348000 94726 1.19351e+07 56.1346 212616 0
348500 90537.2 1.14223e+07 59.714 191284 0
349000 85601.6 1.08191e+07 57.45 188321 0
349500 83027.6 1.05035e+07 59.0341 177923 0
350000 84195.5 1.06462e+07 60.7782 175165 0
350500 88321.4 1.11512e+07 65.2825 170815 0
351000 92234.3 1.16289e+07 59.2255 196350 0
351500 93600.1 1.17968e+07 61.8825 190632 0
352000 91166.6 1.14995e+07 56.6356 203043 0
352500 87145.5 1.10076e+07 55.0873 199822 0
353000 84222 1.06491e+07 60.6285 175645 0
353500 84881.3 1.073e+07 63.5985 168715 0
354000 88641.5 1.11904e+07 60.9731 183531 0
354500 92590.4 1.16721e+07 65.9733 176921 0
355000 94765.6 1.19375e+07 58.2072 205085 0
355500 92890.4 1.17101e+07 59.2194 197742 0
356000 88076 1.11211e+07 57.7232 192662 0
356500 84567.2 1.06908e+07 62.5496 170917 0
357000 84790.9 1.07189e+07 59.5961 179859 0
357500 88809.8 1.12108e+07 58.2313 192521 0
358000 94232 1.18724e+07 60.4274 196473 0
358500 97971.9 1.2328e+07 54.8315 224834 0
359000 96027.4 1.20919e+07 59.7509 202372 0
359500 89352.9 1.12785e+07 57.7942 195149 0
360000 82990.7 1.04995e+07 58.3615 179905 0
360500 81866.6 1.03606e+07 59.5248 174056 0
361000 88704.4 1.11995e+07 58.0848 192812 0
361500 97418 1.2262e+07 60.1006 204024 0
362000 101332 1.27374e+07 60.5391 210400 0
362500 97697.9 1.22972e+07 61.4393 200152 0
363000 90853.6 1.14629e+07 58.4144 196233 0
363500 86648.9 1.09484e+07 56.9528 192236 0
364000 87561.8 1.10601e+07 56.001 197499 0
364500 91432 1.15326e+07 60.1994 191573 0
365000 94877.8 1.19519e+07 58.7388 203476 0
365500 96239.6 1.21176e+07 66.5573 182062 0
366000 94334 1.1885e+07 65.563 181276 0
366500 91208.8 1.15037e+07 60.6642 189629 0
367000 88792.7 1.12079e+07 63.8726 175473 0
367500 89574.5 1.13041e+07 63.7188 177406 0
368000 92616.3 1.16764e+07 54.5726 213961 0
368500 95838.1 1.20693e+07 64.2306 187906 0
369000 96848.2 1.21925e+07 59.4206 205190 0
369500 95517.5 1.20319e+07 65.3614 184083 0
370000 92397.9 1.16514e+07 61.0583 190825 0
370500 90034.3 1.13626e+07 57.3557 198107 0
371000 90828.3 1.14598e+07 60.192 190388 0
371500 94609.7 1.19209e+07 55.257 215736 0
372000 98518.1 1.23968e+07 58.9698 210222 0
372500 98888.5 1.24397e+07 61.5839 201996 0
373000 95904.8 1.20777e+07 60.0322 201186 0
373500 91448.4 1.15349e+07 65.6385 175734 0
374000 88235.5 1.11412e+07 59.9626 185802 0
374500 89950.1 1.13514e+07 63.2509 179466 0
375000 95670.9 1.20491e+07 62.0684 194126 0
375500 101217 1.27225e+07 58.2869 218273 0
376000 102382 1.28646e+07 61.6895 208538 0
376500 97665.1 1.22922e+07 60.3349 203732 0
377000 91156 1.1499e+07 62.987 182562 0
377500 88087.5 1.11237e+07 59.8986 185709 0
378000 91133 1.1497e+07 58.5456 196376 0
378500 97210.5 1.22364e+07 58.3356 209759 0
379000 102209 1.28431e+07 60.0569 213849 0
379500 102130 1.28325e+07 60.3246 212724 0
380000 97669.9 1.22914e+07 54.5132 225475 0
380500 92561.5 1.16691e+07 59.8767 194886 0
381000 90669.7 1.1438e+07 57.7827 197949 0
381500 92995.2 1.17213e+07 62.0871 188788 0
382000 97952.9 1.23258e+07 54.9637 224254 0
382500 101451 1.27503e+07 59.411 214612 0
383000 101572 1.27656e+07 62.3308 204804 0
383500 98078.7 1.23406e+07 61.2804 201380 0
384000 94256.8 1.18779e+07 59.8708 198393 0
384500 92726.7 1.16914e+07 61.7946 189197 0
385000 95096.8 1.19802e+07 59.061 202844 0
385500 99253.1 1.24844e+07 65.8456 189602 0
386000 102733 1.29075e+07 58.6526 220068 0
386500 101774 1.27906e+07 62.4676 204755 0
387000 97762.9 1.23021e+07 67.6107 181955 0
387500 94107.2 1.18576e+07 62.0284 191163 0
388000 93475.7 1.17818e+07 61.957 190161 0
388500 95891.5 1.20749e+07 60.6761 199005 0
389000 100843 1.26776e+07 56.7973 223207 0
389500 103977 1.30571e+07 59.5186 219379 0
390000 103180 1.29602e+07 57.9323 223714 0
390500 98259.1 1.23635e+07 62.4238 198058 0
391000 92718.5 1.16882e+07 61.7338 189333 0
391500 91925.7 1.15915e+07 60.2369 192432 0
392000 96933.5 1.22014e+07 65.1711 187221 0
392500 104569 1.31272e+07 61.251 214318 0
393000 109083 1.36729e+07 62.9572 217177 0
393500 105597 1.32525e+07 61.7184 214725 0
394000 97261.6 1.22437e+07 56.5992 216323 0
394500 90776.3 1.14519e+07 57.1133 200512 0
395000 92423 1.16525e+07 59.2344 196718 0
395500 99963.8 1.25716e+07 57.2858 219454 0
396000 105893 1.32893e+07 56.2293 236342 0
396500 106318 1.33392e+07 64.9344 205426 0
397000 102869 1.29228e+07 61.67 209547 0
397500 98649.4 1.24107e+07 61.178 202862 0
398000 96775.1 1.21813e+07 62.8735 193743 0
398500 98563 1.2399e+07 62.4191 198641 0
399000 101839 1.27963e+07 60.4439 211705 0
399500 103584 1.30058e+07 59.2123 219647 0
400000 104171 1.30805e+07 58.5873 223264 0
400500 101957 1.28116e+07 54.687 234271 0
401000 99617.3 1.25277e+07 58.7394 213275 0
401500 99016.7 1.24554e+07 58.2681 213760 0
402000 100170 1.25952e+07 60.2611 209011 0
402500 102657 1.28968e+07 61.06 211215 0
403000 105052 1.31872e+07 60.8187 216828 0
403500 105261 1.32118e+07 59.7446 221138 0
404000 102991 1.29377e+07 64.4071 200874 0
404500 99313.2 1.24918e+07 60.1552 207660 0
405000 97836.6 1.23125e+07 59.6555 206394 0
405500 100373 1.26196e+07 58.6328 215231 0
406000 106344 1.33432e+07 56.9536 234282 0
406500 110657 1.38644e+07 54.1492 256040 0
407000 108851 1.36448e+07 63.5519 214703 0
407500 102072 1.28259e+07 59.6467 215031 0
408000 95267.3 1.19997e+07 62.923 190704 0
408500 95259.8 1.19989e+07 60.885 197075 0
409000 102234 1.28478e+07 61.8822 207617 0
409500 110056 1.37927e+07 61.5391 224128 0
410000 112513 1.40868e+07 59.9111 235128 0
410500 108671 1.36246e+07 56.9888 239075 0
411000 101146 1.2713e+07 57.6022 220703 0
411500 97329.7 1.22506e+07 60.9355 201042 0
412000 99510.5 1.25164e+07 58.2221 214976 0
412500 104842 1.31618e+07 59.1183 222636 0
413000 109277 1.36972e+07 63.8269 214600 0
413500 110145 1.38039e+07 56.3907 244790 0
414000 106106 1.33144e+07 64.0311 207937 0
414500 102071 1.28253e+07 62.8408 204093 0
415000 101008 1.26966e+07 60.9239 208402 0
415500 103475 1.29958e+07 59.5682 218167 0
416000 107387 1.34696e+07 58.8704 228800 0
416500 109474 1.37206e+07 62.854 218293 0
417000 107811 1.35186e+07 62.8308 215159 0
417500 105188 1.32037e+07 62.01 212929 0
418000 102834 1.29186e+07 60.6632 212957 0
418500 103072 1.29461e+07 63.2726 204608 0
419000 105998 1.33015e+07 56.6015 235002 0
419500 109261 1.36957e+07 60.2689 227243 0
420000 110613 1.38582e+07 58.6439 236312 0
420500 108965 1.36612e+07 54.4978 250674 0
421000 104737 1.3148e+07 61.888 212448 0
421500 101810 1.27941e+07 54.3625 235348 0
422000 102564 1.28846e+07 62.0262 207728 0
422500 108093 1.35532e+07 60.3842 224449 0
423000 114710 1.43506e+07 61.2799 234180 0
423500 115967 1.45025e+07 60.7111 238877 0
424000 108982 1.36604e+07 61.161 223351 0
424500 100827 1.26769e+07 61.0361 207694 0
425000 97266.3 1.22421e+07 59.2397 206654 0
425500 103192 1.29596e+07 59.442 218021 0
426000 112459 1.40786e+07 60.9979 230805 0
426500 117367 1.46711e+07 56.8631 258008 0
427000 113824 1.42444e+07 58.7447 242479 0
427500 107306 1.34591e+07 60.2268 223474 0
428000 103120 1.29528e+07 63.1987 204953 0
428500 104028 1.30631e+07 59.2435 220498 0
429000 108612 1.36167e+07 58.4135 233109 0
429500 112915 1.41352e+07 59.1642 238915 0
430000 113501 1.42041e+07 57.1995 248326 0
430500 110942 1.38976e+07 57.5452 241507 0
431000 107038 1.3427e+07 60.1027 223401 0
431500 104842 1.3162e+07 58.0845 226601 0
432000 107072 1.34316e+07 61.061 219969 0
432500 111724 1.39924e+07 58.4711 239305 0
433000 115019 1.4389e+07 59.9073 240187 0
433500 114002 1.42658e+07 61.0308 233748 0
434000 109983 1.3781e+07 57.905 237993 0
434500 106070 1.3309e+07 60.0017 221810 0
435000 105265 1.32123e+07 59.8182 220874 0
435500 109491 1.37241e+07 61.6285 222691 0
436000 114760 1.43573e+07 65.7352 218411 0
436500 116950 1.46184e+07 64.1372 227924 0
437000 114126 1.42799e+07 63.0083 226636 0
437500 108222 1.35688e+07 59.0157 229919 0
438000 104305 1.3098e+07 61.3537 213483 0
438500 105452 1.32364e+07 60.9289 217243 0
439000 112586 1.40958e+07 57.4315 245437 0
439500 120957 1.50999e+07 64.8443 232864 0
440000 122618 1.52978e+07 60.2815 253773 0
440500 114324 1.43037e+07 60.6194 235959 0
441000 102257 1.28469e+07 62.6302 205123 0
441500 98664.5 1.24108e+07 61.4331 202022 0
442000 107484 1.34823e+07 60.0554 224498 0
442500 117204 1.46509e+07 61.875 236783 0
443000 120611 1.50594e+07 62.5723 240671 0
443500 117020 1.46276e+07 58.3413 250726 0
444000 111905 1.40139e+07 55.7304 251459 0
444500 108369 1.3587e+07 59.2481 229323 0
445000 109155 1.36827e+07 59.327 230632 0
445500 113360 1.41901e+07 55.1764 257178 0
446000 116525 1.45686e+07 61.8078 235709 0
446500 117032 1.46286e+07 63.99 228608 0
447000 114683 1.43462e+07 61.336 233896 0
447500 111206 1.39294e+07 61.9719 224769 0
448000 109803 1.37609e+07 58.2356 236297 0
448500 111770 1.39978e+07 63.0023 222179 0
449000 116255 1.45373e+07 58.4502 248713 0
449500 118807 1.48423e+07 57.2411 259293 0
450000 117902 1.47344e+07 59.5634 247373 0
450500 113288 1.418e+07 56.3084 251828 0
451000 108765 1.36358e+07 56.0199 243411 0
451500 108443 1.3596e+07 58.9343 230698 0
452000 114486 1.43236e+07 59.4588 240899 0
452500 123216 1.53694e+07 58.3294 263492 0
453000 126422 1.57545e+07 56.5025 278828 0
453500 118998 1.48663e+07 61.7579 240720 0
454000 107191 1.34453e+07 61.2291 219590 0
454500 103320 1.29767e+07 61.3864 211395 0
455000 110414 1.38337e+07 61.5558 224734 0
455500 119960 1.49806e+07 58.1003 257841 0
456000 123423 1.53951e+07 54.7247 281320 0
456500 120309 1.50236e+07 58.4207 257162 0
457000 115182 1.44079e+07 60.4773 238236 0
457500 111829 1.4003e+07 66.5056 210554 0
458000 113423 1.41981e+07 57.7401 245898 0
458500 116327 1.45452e+07 59.4628 244610 0
459000 120056 1.49932e+07 60.1452 249283 0
459500 120887 1.50927e+07 59.5318 253523 0
460000 117676 1.47061e+07 57.9646 253708 0
460500 114609 1.43395e+07 62.4397 229653 0
461000 113559 1.42123e+07 59.4472 239074 0
461500 116209 1.45325e+07 62.7179 231713 0
462000 119882 1.49713e+07 62.4355 239787 0
462500 122190 1.52472e+07 59.4205 256599 0
463000 120434 1.50377e+07 62.488 240650 0
463500 115950 1.45011e+07 62.9729 230275 0
464000 112486 1.40866e+07 58.8832 239230 0
464500 113024 1.41486e+07 62.3435 226946 0
465000 119651 1.49443e+07 57.6191 259364 0
465500 126264 1.5735e+07 59.8749 262798 0
466000 126856 1.58067e+07 61.9384 255200 0
466500 118962 1.48632e+07 64.962 228798 0
467000 109557 1.37305e+07 58.1121 236277 0
467500 108456 1.35974e+07 58.8763 230948 0
468000 116885 1.46128e+07 58.5784 249457 0
468500 126300 1.57406e+07 55.8492 281840 0
469000 127451 1.58776e+07 54.368 292039 0
469500 121432 1.51566e+07 57.1568 265176 0
470000 116851 1.4608e+07 54.4415 268325 0
470500 116238 1.45347e+07 63.6624 228309 0
471000 118758 1.4838e+07 59.7914 248163 0
471500 121426 1.5157e+07 57.8185 262148 0
472000 122570 1.52928e+07 57.1515 267584 0
472500 121518 1.51673e+07 58.7309 258252 0
473000 119519 1.4929e+07 54.785 272502 0
473500 118202 1.47706e+07 55.371 266758 0
474000 118650 1.48247e+07 61.5565 240831 0
474500 121513 1.51685e+07 58.1559 260825 0
475000 124073 1.54749e+07 56.475 274014 0
475500 123530 1.5407e+07 62.5027 246501 0
476000 120917 1.50948e+07 59.6075 253237 0
476500 117868 1.4732e+07 61.2898 240366 0
477000 116985 1.46256e+07 61.9615 236043 0
477500 120472 1.50426e+07 59.7036 251955 0
478000 126234 1.57311e+07 59.3284 265153 0
478500 128770 1.60341e+07 59.5743 269145 0
479000 125141 1.5602e+07 56.8156 274608 0
479500 117436 1.46795e+07 61.1189 240179 0
480000 113212 1.41715e+07 57.783 245254 0
480500 116732 1.45926e+07 62.3299 234119 0
481000 126223 1.57305e+07 60.1131 261682 0
481500 131771 1.63911e+07 60.8814 269230 0
482000 128856 1.60449e+07 60.4538 265407 0
482500 120506 1.50454e+07 58.3887 257677 0
483000 115534 1.44494e+07 61.0256 236776 0
483500 117865 1.47307e+07 58.9668 249814 0
484000 123866 1.54484e+07 60.1088 257007 0
484500 128788 1.60351e+07 57.5553 278604 0
485000 128472 1.59981e+07 58.0404 275637 0
485500 124584 1.55361e+07 57.7103 269208 0
486000 119653 1.49447e+07 58.0139 257605 0
486500 118430 1.47967e+07 58.1238 254572 0
487000 122661 1.53058e+07 59.1001 258981 0
487500 127806 1.592e+07 59.8859 265839 0
488000 129649 1.614e+07 57.9345 278591 0
488500 126232 1.57309e+07 59.2268 265605 0
489000 121516 1.51674e+07 58.9115 257460 0
489500 119028 1.48688e+07 60.9907 243788 0
490000 121972 1.52234e+07 58.25 261345 0
490500 127278 1.58561e+07 60.058 264013 0
491000 130904 1.62881e+07 57.8852 281386 0
491500 129291 1.60957e+07 56.0201 287320 0
492000 123648 1.54218e+07 61.0988 252408 0
492500 119698 1.49504e+07 59.872 249706 0
493000 120146 1.50038e+07 60.8154 246711 0
493500 126693 1.5788e+07 56.3653 280101 0
494000 132171 1.64374e+07 58.3045 281924 0
494500 132582 1.64873e+07 60.0375 274617 0
495000 126474 1.576e+07 55.7168 282860 0
495500 118532 1.48099e+07 56.3003 263051 0
496000 117358 1.46706e+07 62.3316 235363 0
496500 125004 1.55861e+07 56.1523 277568 0
497000 135315 1.68125e+07 59.2307 283847 0
497500 137832 1.71094e+07 62.8743 272121 0
498000 129944 1.61732e+07 57.4321 281606 0
498500 119931 1.49774e+07 60.4393 247809 0
499000 118337 1.47863e+07 61.956 238658 0
499500 124536 1.55277e+07 58.4751 265543 0
500000 131371 1.63438e+07 62.2797 262426 0
500500 132444 1.64702e+07 55.8359 294975 0
501000 129154 1.6078e+07 58.4823 274922 0
501500 125634 1.56587e+07 59.6476 262521 0
502000 124346 1.55043e+07 58.0955 266876 0
502500 126368 1.57469e+07 57.1622 275478 0
503000 129772 1.61526e+07 60.4859 267048 0
503500 131470 1.63531e+07 62.9095 259946 0
504000 129920 1.61694e+07 65.649 246301 0
504500 127453 1.58768e+07 59.6258 266275 0
505000 125087 1.55931e+07 63.1314 246995 0
505500 126587 1.57727e+07 62.6114 251915 0
506000 130097 1.61909e+07 63.0733 256699 0
506500 132533 1.64799e+07 59.4071 277407 0
507000 131807 1.63925e+07 57.9889 282684 0
507500 128319 1.59805e+07 60.1252 265787 0
508000 123311 1.53814e+07 58.3678 263526 0
508500 123810 1.54424e+07 57.3463 269283 0
509000 130879 1.62839e+07 59.9091 271810 0
509500 140053 1.73754e+07 58.2868 298102 0
510000 138885 1.72314e+07 59.1935 291104 0
