# Time-averaged data for fix logger
# TimeStep v_P c_Fobs c_Fsum v_V
151600 3.19197 0.6912 185394 7917.09
151800 3.18524 0.6912 185810 7914.7
152000 3.24519 0.6912 188368 7910.19
152200 3.2799 0.6912 188253 7904.94
152400 3.39583 0.6912 188934 7901.35
152600 3.49815 0.6912 193475 7902.53
152800 3.37577 0.6912 191970 7911.16
153000 3.2592 0.6912 187750 7922.23
153200 3.20559 0.6912 188249 7930.78
153400 3.21587 0.6912 185406 7934.77
153600 3.25561 0.6912 187473 7934.7
153800 3.32961 0.6912 189428 7932.35
154000 3.2518 0.6912 187712 7927.91
154200 3.25325 0.6912 189143 7920.7
154400 3.27064 0.6912 186260 7908.54
154600 3.37888 0.6912 190684 7892.3
154800 3.40453 0.6912 187732 7874.87
155000 3.54176 0.6912 192012 7859.91
155200 3.4996 0.6912 191642 7850.55
155400 3.44519 0.6912 187660 7846.57
155600 3.36577 0.6912 190154 7846.47
155800 3.36196 0.6912 188163 7845.79
156000 3.48254 0.6912 190243 7844.01
156200 3.50809 0.6912 189287 7844.21
156400 3.5153 0.6912 189840 7848.77
156600 3.55222 0.6912 192946 7858.9
156800 3.4669 0.6912 190418 7873.43
157000 3.40293 0.6912 189995 7889.21
157200 3.39011 0.6912 191485 7902.78
157400 3.31826 0.6912 188581 7913.37
157600 3.33685 0.6912 189963 7920
157800 3.22817 0.6912 186644 7921.19
158000 3.36447 0.6912 190448 7915.38
158200 3.31597 0.6912 187442 7903.59
158400 3.47289 0.6912 193470 7887.43
158600 3.45915 0.6912 190994 7870.43
158800 3.56489 0.6912 192111 7854.92
159000 3.57426 0.6912 191730 7844.77
159200 3.58407 0.6912 193042 7840.2
159400 3.52785 0.6912 190597 7838.74
159600 3.54526 0.6912 194097 7839.1
159800 3.5334 0.6912 189909 7840.89
160000 3.58016 0.6912 192760 7845.28
160200 3.60899 0.6912 194982 7852.49
160400 3.56959 0.6912 193131 7863.16
160600 3.46482 0.6912 191124 7874.86
160800 3.38355 0.6912 190051 7883.17
161000 3.24819 0.6912 185139 7884.3
161200 3.38372 0.6912 189319 7877.43
161400 3.55727 0.6912 195076 7865.2
161600 3.65684 0.6912 195184 7852.49
161800 3.51125 0.6912 190290 7842.72
162000 3.59435 0.6912 194309 7835.13
162200 3.59512 0.6912 193837 7829.61
162400 3.55378 0.6912 192437 7825.83
162600 3.5773 0.6912 191847 7822.49
162800 3.61399 0.6912 194244 7819.52
163000 3.60224 0.6912 191432 7817.12
163200 3.6458 0.6912 192043 7817.31
163400 3.65876 0.6912 194139 7821.58
163600 3.52164 0.6912 189380 7828.38
163800 3.50066 0.6912 189893 7835.48
164000 3.47588 0.6912 188975 7839.51
164200 3.53461 0.6912 190001 7839.31
164400 3.58157 0.6912 193919 7836.28
164600 3.64069 0.6912 190431 7831.11
164800 3.64053 0.6912 192186 7826.77
165000 3.51797 0.6912 190332 7821.89
165200 3.45063 0.6912 188660 7813.56
165400 3.63155 0.6912 191725 7801.71
165600 3.77752 0.6912 195175 7790.46
165800 3.79144 0.6912 197544 7783.96
166000 3.82972 0.6912 195695 7783.43
166200 3.73606 0.6912 195316 7789.8
166400 3.62056 0.6912 191442 7797.73
166600 3.56029 0.6912 192028 7803.83
166800 3.62648 0.6912 194019 7806.14
167000 3.61542 0.6912 191863 7806.35
167200 3.69707 0.6912 192137 7805.89
167400 3.74236 0.6912 194237 7806.12
167600 3.62356 0.6912 192181 7806.54
167800 3.67885 0.6912 192817 7805.55
168000 3.65761 0.6912 191143 7803.63
168200 3.64358 0.6912 192801 7798.73
168400 3.68629 0.6912 191789 7789.29
168600 3.70694 0.6912 193388 7779.52
168800 3.87957 0.6912 197401 7772.45
169000 3.85269 0.6912 196785 7771.04
169200 3.78763 0.6912 195370 7775
169400 3.78579 0.6912 195721 7781.44
169600 3.75277 0.6912 193233 7787.54
169800 3.73831 0.6912 193652 7792.3
170000 3.78335 0.6912 196590 7797.93
170200 3.66611 0.6912 193796 7805.09
170400 3.63176 0.6912 193626 7809.35
170600 3.63214 0.6912 193973 7808.29
170800 3.59457 0.6912 190653 7801.85
171000 3.74178 0.6912 197225 7791.21
171200 3.84386 0.6912 195362 7779.16
171400 3.82616 0.6912 194891 7770.09
171600 3.84235 0.6912 195326 7764.44
171800 3.74874 0.6912 193364 7761.18
172000 3.85742 0.6912 194550 7757.71
172200 3.87154 0.6912 194295 7755.34
172400 3.88739 0.6912 196332 7755.01
172600 3.85182 0.6912 195673 7757.96
172800 3.86328 0.6912 195588 7763.61
173000 3.63978 0.6912 193120 7769.3
173200 3.67535 0.6912 191710 7769.4
173400 3.72787 0.6912 194366 7764.14
173600 3.89691 0.6912 197691 7755.96
173800 3.89092 0.6912 195492 7748.92
174000 3.99265 0.6912 198085 7744.16
174200 3.92075 0.6912 197717 7742.56
174400 3.88901 0.6912 195938 7742.83
174600 3.83563 0.6912 192596 7744.37
174800 3.83823 0.6912 197102 7746.41
175000 3.88384 0.6912 198210 7747.15
175200 3.85652 0.6912 194634 7747.35
175400 3.90054 0.6912 197402 7746.15
175600 3.87824 0.6912 196277 7744.11
175800 3.93949 0.6912 197056 7741.9
176000 3.9321 0.6912 199183 7740.95
176200 3.914 0.6912 196057 7741.05
176400 3.88799 0.6912 197252 7741.86
176600 3.83655 0.6912 194493 7740.83
176800 3.84906 0.6912 194332 7736.21
177000 3.85028 0.6912 194960 7729.97
177200 4.03016 0.6912 197308 7723.36
177400 3.95454 0.6912 195352 7718.96
177600 3.98335 0.6912 196535 7716.2
177800 3.90041 0.6912 194610 7714.57
178000 3.96861 0.6912 197364 7713.9
178200 3.95479 0.6912 195407 7714.4
178400 4.01253 0.6912 198896 7715.57
178600 4.09098 0.6912 199270 7717.91
178800 4.08967 0.6912 200406 7722.58
179000 4.01079 0.6912 196855 7729.43
179200 3.91074 0.6912 196633 7738.46
179400 3.87476 0.6912 195585 7745.53
179600 3.84015 0.6912 193748 7747.79
179800 3.96091 0.6912 196983 7745.1
180000 3.91626 0.6912 196794 7738.13
180200 4.04108 0.6912 199160 7727.97
180400 3.91563 0.6912 193883 7717.69
180600 4.01061 0.6912 199680 7706.66
180800 4.11562 0.6912 200092 7694.85
181000 4.21321 0.6912 199064 7684.98
181200 4.23951 0.6912 199867 7680.76
181400 4.1507 0.6912 199611 7684.72
181600 4.12123 0.6912 201012 7695.61
181800 4.03427 0.6912 199804 7711.16
182000 3.90332 0.6912 196670 7725.2
182200 3.76469 0.6912 191821 7732.22
182400 3.8479 0.6912 195419 7729.63
182600 3.98849 0.6912 196367 7719.23
182800 4.1296 0.6912 199862 7705.49
183000 4.14587 0.6912 199363 7692.59
183200 4.04592 0.6912 195059 7681.82
183400 4.16036 0.6912 199719 7672.94
183600 4.17744 0.6912 200226 7667.96
183800 4.24978 0.6912 201667 7666.96
184000 4.12583 0.6912 199890 7669.89
184200 4.10035 0.6912 194867 7674.28
184400 4.07181 0.6912 197879 7678.52
184600 4.10607 0.6912 198697 7680.49
184800 4.1126 0.6912 198684 7681.18
185000 4.11829 0.6912 196972 7682.4
185200 4.13275 0.6912 197116 7684.78
185400 4.07976 0.6912 198113 7688.3
185600 4.11893 0.6912 198392 7690.88
185800 4.11841 0.6912 199266 7691.74
186000 4.09626 0.6912 198533 7689.55
186200 4.07763 0.6912 199211 7684.31
186400 4.04652 0.6912 197220 7675.7
186600 4.15609 0.6912 200461 7664.97
186800 4.23742 0.6912 199894 7654.36
187000 4.26651 0.6912 201305 7645.55
187200 4.41398 0.6912 204111 7642.23
187400 4.35405 0.6912 202960 7645.72
187600 4.24402 0.6912 200825 7653.29
187800 4.07025 0.6912 196870 7661.69
188000 4.05782 0.6912 196552 7665.95
188200 4.16111 0.6912 196647 7665.5
188400 4.1556 0.6912 199145 7663.31
188600 4.23419 0.6912 200791 7661.55
188800 4.27204 0.6912 199559 7661.05
189000 4.1174 0.6912 195505 7661.66
189200 4.17831 0.6912 199034 7661.31
189400 4.22073 0.6912 201395 7658.11
189600 4.20852 0.6912 200477 7651.25
189800 4.25198 0.6912 202013 7641.68
190000 4.36459 0.6912 201488 7633.44
190200 4.33192 0.6912 204470 7630.6
190400 4.28413 0.6912 200126 7630.74
190600 4.25108 0.6912 201308 7632.1
190800 4.29906 0.6912 200192 7632.89
191000 4.30722 0.6912 198083 7634.77
191200 4.31892 0.6912 201861 7638.99
191400 4.3278 0.6912 200307 7644.61
191600 4.23667 0.6912 199173 7651.26
191800 4.21106 0.6912 200135 7655.98
192000 4.10568 0.6912 197389 7657.01
192200 4.16461 0.6912 198216 7653.48
192400 4.30396 0.6912 199935 7647.38
192600 4.37266 0.6912 202911 7641.86
192800 4.35207 0.6912 201252 7638.88
193000 4.32785 0.6912 200893 7638.19
193200 4.25119 0.6912 201296 7636.96
193400 4.18706 0.6912 197786 7633.51
193600 4.29995 0.6912 200095 7626.84
193800 4.32909 0.6912 199384 7618.45
194000 4.39291 0.6912 201113 7610.99
194200 4.34003 0.6912 199537 7604.38
194400 4.47548 0.6912 204387 7598.08
194600 4.44387 0.6912 202191 7592.67
194800 4.48617 0.6912 203275 7590.54
195000 4.5038 0.6912 202083 7593.14
195200 4.40244 0.6912 200773 7601.39
195400 4.32942 0.6912 200830 7611.62
195600 4.30946 0.6912 201514 7618.74
195800 4.19674 0.6912 196185 7620.4
196000 4.35067 0.6912 202773 7617.19
196200 4.42952 0.6912 202254 7611.15
196400 4.4973 0.6912 204725 7605.01
196600 4.51645 0.6912 202992 7600.6
196800 4.38103 0.6912 198983 7599.04
197000 4.2929 0.6912 198570 7597.25
197200 4.39204 0.6912 199995 7593.09
197400 4.45369 0.6912 201928 7587.78
197600 4.44488 0.6912 201877 7582.9
197800 4.50917 0.6912 200786 7580.76
198000 4.57571 0.6912 204123 7582.25
198200 4.47517 0.6912 203027 7586.4
198400 4.49214 0.6912 201767 7591.14
198600 4.52039 0.6912 203207 7595.77
198800 4.49292 0.6912 203290 7600.32
199000 4.41147 0.6912 201807 7606.48
199200 4.47274 0.6912 205342 7611.92
199400 4.24914 0.6912 197491 7613.88
199600 4.41146 0.6912 202947 7609.13
199800 4.50139 0.6912 204591 7599.14
200000 4.56201 0.6912 205538 7587.62
200200 4.61755 0.6912 202899 7578.54
200400 4.61422 0.6912 203905 7574.24
200600 4.53731 0.6912 202895 7574.06
200800 4.41077 0.6912 200124 7574.91
201000 4.36127 0.6912 198997 7574.71
201200 4.59508 0.6912 205692 7572.65
201400 4.59909 0.6912 204867 7571.32
201600 4.60085 0.6912 203571 7572.28
201800 4.54881 0.6912 203851 7576.18
202000 4.6161 0.6912 204989 7581.73
202200 4.41769 0.6912 201484 7587.21
202400 4.44888 0.6912 200913 7587.8
202600 4.45202 0.6912 200414 7582.85
202800 4.59222 0.6912 206260 7574.15
203000 4.71031 0.6912 206448 7565.33
203200 4.63522 0.6912 205313 7560.11
203400 4.56815 0.6912 204412 7557.39
203600 4.59768 0.6912 205023 7554.1
203800 4.62821 0.6912 205478 7549.33
204000 4.73443 0.6912 204351 7545.1
204200 4.82618 0.6912 208322 7545.26
204400 4.69667 0.6912 205139 7550.47
204600 4.69343 0.6912 205948 7558.5
204800 4.46142 0.6912 201539 7566.78
205000 4.46429 0.6912 202061 7569.35
205200 4.62425 0.6912 205617 7565.88
205400 4.67692 0.6912 204285 7560.4
205600 4.69064 0.6912 206168 7556.01
205800 4.67424 0.6912 205080 7553.11
206000 4.64606 0.6912 204366 7550.82
206200 4.58226 0.6912 203296 7547.65
206400 4.63443 0.6912 205347 7542.84
206600 4.6343 0.6912 204905 7536.53
206800 4.75283 0.6912 207472 7529
207000 4.70684 0.6912 202434 7522.71
207200 4.77455 0.6912 205525 7519.81
207400 4.83478 0.6912 206913 7521.51
207600 4.75954 0.6912 203368 7527.96
207800 4.58493 0.6912 203078 7536.4
208000 4.60279 0.6912 202368 7541.71
208200 4.69668 0.6912 205344 7542.64
208400 4.70662 0.6912 206603 7540.61
208600 4.77981 0.6912 206378 7538.21
208800 4.74241 0.6912 205781 7537.53
209000 4.64089 0.6912 202485 7538.04
209200 4.64736 0.6912 203414 7538.15
209400 4.65168 0.6912 204238 7535.76
209600 4.70771 0.6912 202423 7529.99
209800 4.85416 0.6912 208159 7523.17
210000 4.90675 0.6912 208551 7518.29
210200 4.85394 0.6912 208247 7518.19
210400 4.75123 0.6912 205229 7522.25
210600 4.68866 0.6912 204005 7526.97
210800 4.70025 0.6912 204408 7529.39
211000 4.78038 0.6912 206888 7529.43
211200 4.81254 0.6912 206704 7530.72
211400 4.78047 0.6912 208240 7533.64
211600 4.70361 0.6912 204039 7535.34
211800 4.64395 0.6912 202837 7532.76
212000 4.66521 0.6912 202642 7524.7
212200 4.68897 0.6912 202037 7512.29
212400 4.91191 0.6912 209193 7498.72
212600 4.86735 0.6912 207207 7487.41
212800 4.93437 0.6912 206777 7479.55
213000 4.93048 0.6912 204808 7476.29
213200 5.00439 0.6912 210733 7479.41
213400 4.95041 0.6912 207819 7488.9
213600 4.79189 0.6912 205159 7502.19
213800 4.74074 0.6912 203986 7515.2
214000 4.70619 0.6912 205749 7524.47
214200 4.71405 0.6912 206840 7528.6
214400 4.77458 0.6912 205001 7527.2
214600 4.77222 0.6912 206045 7522.03
214800 4.77639 0.6912 203202 7513.84
215000 4.83931 0.6912 203753 7503.66
215200 4.90209 0.6912 207210 7491.6
215400 5.09191 0.6912 209316 7479.58
215600 5.06751 0.6912 208889 7472.68
215800 5.16238 0.6912 213135 7472.08
216000 4.95858 0.6912 207753 7477.87
216200 4.80757 0.6912 205157 7485.71
216400 4.83819 0.6912 205373 7490.82
216600 4.8478 0.6912 206877 7492.17
216800 4.89264 0.6912 207051 7490.51
217000 4.92954 0.6912 207255 7487.4
217200 4.95745 0.6912 207949 7484.94
217400 4.93556 0.6912 207959 7484.41
217600 4.88695 0.6912 205638 7484.88
217800 4.92358 0.6912 205640 7483.77
218000 4.93202 0.6912 207590 7480.74
218200 5.00316 0.6912 207550 7477.63
218400 4.98328 0.6912 208476 7476.43
218600 4.99091 0.6912 207774 7477.49
218800 5.07174 0.6912 210872 7480.24
219000 4.87666 0.6912 204796 7483.83
219200 4.887 0.6912 207342 7484.92
219400 4.84392 0.6912 203281 7482.04
219600 5.02675 0.6912 210020 7476.62
219800 5.0938 0.6912 209426 7472.03
220000 5.09345 0.6912 210586 7471.07
