# Time-averaged data for fix log
# TimeStep v_time v_gamma v_Fobs c_Fsum v_E
59740 119.48 0.0197648 0.00139296 114706 1.21437e-08
59750 119.5 0.0236691 0.00121377 114706 1.05815e-08
59760 119.52 0.0275354 0.00103704 114706 9.04084e-09
59770 119.54 0.0313578 0.000862781 114706 7.52165e-09
59780 119.56 0.0351299 0.00068948 114707 6.0108e-09
59790 119.58 0.0388459 0.000521531 114707 4.54663e-09
59800 119.6 0.0424997 0.000354937 114708 3.09428e-09
59810 119.62 0.0460855 0.000191252 114708 1.66729e-09
59820 119.64 0.0495976 3.00982e-05 114709 2.62388e-10
59830 119.66 0.0530303 -0.000126915 114710 -1.1064e-09
59840 119.68 0.0563782 -0.000279028 114711 -2.43245e-09
59850 119.7 0.059636 -0.00042821 114711 -3.73293e-09
59860 119.72 0.0627983 -0.000573426 114712 -4.99881e-09
59870 119.74 0.0658601 -0.000711342 114713 -6.20104e-09
59880 119.76 0.0688166 -0.000846513 114715 -7.37929e-09
59890 119.78 0.071663 -0.000976084 114716 -8.50871e-09
59900 119.8 0.0743947 -0.00110003 114717 -9.58908e-09
59910 119.82 0.0770075 -0.00122015 114718 -1.06361e-08
59920 119.84 0.079497 -0.00133321 114719 -1.16216e-08
59930 119.86 0.0818594 -0.00144172 114720 -1.25673e-08
59940 119.88 0.0840908 -0.00154348 114721 -1.34542e-08
59950 119.9 0.0861876 -0.00163983 114722 -1.42939e-08
59960 119.92 0.0881466 -0.00172967 114723 -1.50769e-08
59970 119.94 0.0899646 -0.0018139 114724 -1.58109e-08
59980 119.96 0.0916387 -0.00189131 114725 -1.64855e-08
59990 119.98 0.0931661 -0.00196158 114726 -1.7098e-08
60000 120 0.0945445 -0.00202458 114727 -1.7647e-08
60010 120.02 0.0957717 -0.00208083 114728 -1.81371e-08
60020 120.04 0.0968456 -0.00213049 114728 -1.85699e-08
60030 120.06 0.0977646 -0.0021728 114729 -1.89385e-08
60040 120.08 0.0985272 -0.00220875 114730 -1.92518e-08
60050 120.1 0.0991322 -0.00223662 114730 -1.94946e-08
60060 120.12 0.0995786 -0.00225809 114730 -1.96818e-08
60070 120.14 0.0998657 -0.0022717 114730 -1.98003e-08
60080 120.16 0.099993 -0.00227836 114730 -1.98584e-08
60090 120.18 0.0999603 -0.00227758 114730 -1.98516e-08
60100 120.2 0.0997678 -0.0022696 114730 -1.9782e-08
60110 120.22 0.0994156 -0.00225423 114730 -1.96481e-08
60120 120.24 0.0989044 -0.00223138 114730 -1.9449e-08
60130 120.26 0.098235 -0.00220183 114729 -1.91915e-08
60140 120.28 0.0974084 -0.0021647 114729 -1.8868e-08
60150 120.3 0.096426 -0.00212074 114728 -1.84849e-08
60160 120.32 0.0952893 -0.0020694 114728 -1.80375e-08
60170 120.34 0.0940001 -0.00201196 114727 -1.7537e-08
60180 120.36 0.0925606 -0.0019475 114726 -1.69752e-08
60190 120.38 0.090973 -0.00187589 114725 -1.63511e-08
60200 120.4 0.0892399 -0.00179673 114724 -1.56613e-08
60210 120.42 0.087364 -0.00171169 114723 -1.49202e-08
60220 120.44 0.0853484 -0.00162028 114722 -1.41235e-08
60230 120.46 0.0831962 -0.00152286 114721 -1.32744e-08
60240 120.48 0.0809109 -0.00141948 114720 -1.23734e-08
60250 120.5 0.0784962 -0.00130972 114719 -1.14168e-08
60260 120.52 0.0759559 -0.00119539 114718 -1.04203e-08
60270 120.54 0.073294 -0.00107467 114717 -9.36804e-09
60280 120.56 0.070515 -0.000949362 114715 -8.2758e-09
60290 120.58 0.0676231 -0.000818698 114714 -7.13684e-09
60300 120.6 0.064623 -0.000682793 114713 -5.95218e-09
60310 120.62 0.0615196 -0.00054427 114712 -4.74465e-09
60320 120.64 0.0583177 -0.000397293 114711 -3.46342e-09
60330 120.66 0.0550226 -0.000248245 114710 -2.1641e-09
60340 120.68 0.0516394 -9.42904e-05 114710 -8.21992e-10
60350 120.7 0.0481736 6.37025e-05 114709 5.55341e-10
60360 120.72 0.0446307 0.000225424 114708 1.96519e-09
60370 120.74 0.0410164 0.000388932 114707 3.39064e-09
60380 120.76 0.0373366 0.000557025 114707 4.85607e-09
60390 120.78 0.0335969 0.000725612 114707 6.32581e-09
60400 120.8 0.0298036 0.000899266 114706 7.83972e-09
60410 120.82 0.0259625 0.00107406 114706 9.36354e-09
60420 120.84 0.02208 0.00125114 114706 1.09073e-08
60430 120.86 0.0181621 0.00143024 114707 1.24687e-08
60440 120.88 0.0142151 0.00161065 114706 1.40415e-08
60450 120.9 0.0102454 0.00179064 114707 1.56106e-08
60460 120.92 0.00625934 0.00197209 114707 1.71924e-08
60470 120.94 0.00226324 0.00215517 114708 1.87884e-08
60480 120.96 -0.00173648 0.00233623 114708 2.03667e-08
60490 120.98 -0.00573342 0.00251778 114709 2.19493e-08
60500 121 -0.00972119 0.00269973 114710 2.35352e-08
60510 121.02 -0.0136934 0.00288076 114711 2.51131e-08
60520 121.04 -0.0176437 0.00306013 114713 2.66765e-08
60530 121.06 -0.0215658 0.00323878 114714 2.82335e-08
60540 121.08 -0.0254534 0.00341696 114715 2.97865e-08
60550 121.1 -0.0293003 0.00359423 114717 3.13314e-08
60560 121.12 -0.0331002 0.00376709 114718 3.28378e-08
60570 121.14 -0.0368473 0.00393833 114720 3.43298e-08
60580 121.16 -0.0405354 0.00410759 114722 3.58047e-08
60590 121.18 -0.0441586 0.00427234 114724 3.72402e-08
60600 121.2 -0.0477112 0.00443544 114726 3.86613e-08
60610 121.22 -0.0511875 0.00459492 114728 4.00507e-08
60620 121.24 -0.0545819 0.00475006 114730 4.14022e-08
60630 121.26 -0.0578889 0.00490086 114732 4.27158e-08
60640 121.28 -0.0611034 0.00504689 114733 4.3988e-08
60650 121.3 -0.0642201 0.00518788 114735 4.5216e-08
60660 121.32 -0.067234 0.00532416 114737 4.64031e-08
60670 121.34 -0.0701404 0.00545721 114739 4.75619e-08
60680 121.36 -0.0729346 0.00558394 114741 4.86656e-08
60690 121.38 -0.0756121 0.00570649 114743 4.97327e-08
60700 121.4 -0.0781687 0.00582362 114745 5.07527e-08
60710 121.42 -0.0806002 0.00593601 114747 5.17314e-08
60720 121.44 -0.0829027 0.00604092 114749 5.26447e-08
60730 121.46 -0.0850726 0.0061387 114750 5.34961e-08
60740 121.48 -0.0871065 0.00623216 114752 5.43098e-08
60750 121.5 -0.0890009 0.00631922 114754 5.50677e-08
60760 121.52 -0.090753 0.00639878 114755 5.57603e-08
60770 121.54 -0.0923599 0.00647216 114756 5.63991e-08
60780 121.56 -0.0938191 0.00653858 114758 5.69772e-08
60790 121.58 -0.0951281 0.00659899 114759 5.75031e-08
60800 121.6 -0.096285 0.00665304 114760 5.79736e-08
60810 121.62 -0.0972879 0.00669973 114761 5.838e-08
60820 121.64 -0.0981351 0.00673909 114762 5.87226e-08
60830 121.66 -0.0988253 0.00677106 114762 5.90007e-08
60840 121.68 -0.0993574 0.00679654 114763 5.92225e-08
60850 121.7 -0.0997305 0.00681386 114763 5.93733e-08
60860 121.72 -0.0999441 0.00682454 114763 5.94662e-08
60870 121.74 -0.0999978 0.00682778 114763 5.94944e-08
60880 121.76 -0.0998916 0.00682358 114763 5.94579e-08
60890 121.78 -0.0996255 0.00681195 114763 5.93566e-08
60900 121.8 -0.0992001 0.00679368 114763 5.91976e-08
60910 121.82 -0.0986159 0.00676725 114762 5.89676e-08
60920 121.84 -0.097874 0.00673459 114761 5.86834e-08
60930 121.86 -0.0969755 0.00669404 114761 5.83305e-08
60940 121.88 -0.0959219 0.00664643 114760 5.79161e-08
60950 121.9 -0.0947148 0.00659147 114759 5.74377e-08
60960 121.92 -0.0933562 0.00653031 114758 5.69052e-08
60970 121.94 -0.0918483 0.00646304 114756 5.63197e-08
60980 121.96 -0.0901934 0.00638885 114755 5.56739e-08
60990 121.98 -0.0883942 0.00630882 114753 5.49772e-08
61000 122 -0.0864536 0.00622029 114752 5.42065e-08
61010 122.02 -0.0843747 0.00612633 114750 5.33884e-08
61020 122.04 -0.0821609 0.00602774 114748 5.253e-08
61030 122.06 -0.0798155 0.00592207 114747 5.161e-08
61040 122.08 -0.0773425 0.0058093 114745 5.06281e-08
61050 122.1 -0.0747458 0.00569148 114743 4.96021e-08
61060 122.12 -0.0720295 0.00556759 114741 4.85232e-08
61070 122.14 -0.0691979 0.00544034 114739 4.7415e-08
61080 122.16 -0.0662557 0.00530767 114737 4.62594e-08
61090 122.18 -0.0632074 0.00516965 114735 4.50573e-08
61100 122.2 -0.0600581 0.005028 114733 4.38235e-08
61110 122.22 -0.0568126 0.0048816 114731 4.25481e-08
61120 122.24 -0.0534763 0.00473042 114729 4.12311e-08
61130 122.26 -0.0500544 0.00457453 114727 3.98731e-08
61140 122.28 -0.0465524 0.00441468 114725 3.84804e-08
61150 122.3 -0.042976 0.00425118 114724 3.70558e-08
61160 122.32 -0.0393308 0.00408635 114722 3.56196e-08
61170 122.34 -0.0356227 0.00391661 114720 3.41406e-08
61180 122.36 -0.0318576 0.00374488 114718 3.26441e-08
61190 122.38 -0.0280416 0.00357144 114717 3.11327e-08
61200 122.4 -0.0241806 0.00339434 114715 2.95893e-08
61210 122.42 -0.020281 0.00321576 114714 2.80329e-08
61220 122.44 -0.016349 0.003038 114712 2.64836e-08
61230 122.46 -0.0123908 0.00285768 114711 2.49119e-08
61240 122.48 -0.00841274 0.00267595 114710 2.33279e-08
61250 122.5 -0.00442126 0.00249483 114709 2.17492e-08
61260 122.52 -0.000422697 0.00231298 114708 2.0164e-08
61270 122.54 0.00357654 0.00213189 114708 1.85854e-08
61280 122.56 0.00757005 0.00194903 114707 1.69913e-08
61290 122.58 0.0115515 0.00176804 114707 1.54136e-08
61300 122.6 0.0155144 0.00158728 114706 1.38377e-08
61310 122.62 0.0194525 0.00140729 114707 1.22686e-08
61320 122.64 0.0233595 0.00122817 114706 1.0707e-08
61330 122.66 0.0272291 0.00105129 114706 9.16507e-09
61340 122.68 0.0310551 0.000876522 114706 7.64144e-09
61350 122.7 0.0348315 0.000703178 114707 6.13023e-09
61360 122.72 0.0385522 0.0005352 114707 4.6658e-09
61370 122.74 0.0422111 0.00036781 114708 3.2065e-09
61380 122.76 0.0458026 0.000204424 114708 1.78212e-09
61390 122.78 0.0493207 4.29896e-05 114709 3.74771e-10
61400 122.8 0.05276 -0.000114496 114710 -9.98137e-10
61410 122.82 0.0561149 -0.000267059 114711 -2.32811e-09
61420 122.84 0.05938 -0.000416595 114711 -3.63168e-09
61430 122.86 0.0625501 -0.000562078 114712 -4.89988e-09
61440 122.88 0.0656201 -0.000700308 114713 -6.10485e-09
61450 122.9 0.0685851 -0.000836034 114715 -7.28795e-09
61460 122.92 0.0714405 -0.000965835 114716 -8.41938e-09
61470 122.94 0.0741815 -0.00109044 114717 -9.50548e-09
61480 122.96 0.0768039 -0.0012108 114718 -1.05546e-08
61490 122.98 0.0793034 -0.00132417 114719 -1.15427e-08
61500 123 0.081676 -0.00143315 114720 -1.24926e-08
61510 123.02 0.083918 -0.00153581 114721 -1.33873e-08
61520 123.04 0.0860257 -0.00163225 114722 -1.42279e-08
61530 123.06 0.0879958 -0.00172317 114723 -1.50203e-08
61540 123.08 0.0898251 -0.00180736 114724 -1.5754e-08
61550 123.1 0.0915107 -0.00188565 114725 -1.64363e-08
61560 123.12 0.0930499 -0.00195634 114726 -1.70522e-08
61570 123.14 0.0944403 -0.00201968 114727 -1.76043e-08
61580 123.16 0.0956795 -0.00207649 114728 -1.80993e-08
61590 123.18 0.0967657 -0.00212691 114728 -1.85387e-08
61600 123.2 0.0976971 -0.00216961 114729 -1.89107e-08
61610 123.22 0.0984722 -0.00220614 114730 -1.9229e-08
61620 123.24 0.0990898 -0.00223459 114730 -1.94769e-08
61630 123.26 0.0995489 -0.00225665 114730 -1.96692e-08
61640 123.28 0.0998487 -0.00227085 114730 -1.97929e-08
61650 123.3 0.0999887 -0.0022781 114730 -1.98561e-08
61660 123.32 0.0999688 -0.00227792 114730 -1.98545e-08
61670 123.34 0.099789 -0.00227052 114730 -1.97901e-08
61680 123.36 0.0994495 -0.00225575 114730 -1.96613e-08
61690 123.38 0.0989509 -0.00223348 114730 -1.94673e-08
61700 123.4 0.0982941 -0.00220451 114729 -1.92149e-08
61710 123.42 0.0974799 -0.00216763 114729 -1.88935e-08
61720 123.44 0.0965099 -0.00212458 114728 -1.85183e-08
61730 123.46 0.0953854 -0.00207381 114728 -1.80759e-08
61740 123.48 0.0941083 -0.00201666 114727 -1.75779e-08
61750 123.5 0.0926807 -0.00195297 114726 -1.70229e-08
61760 123.52 0.0911048 -0.00188195 114725 -1.6404e-08
61770 123.54 0.0893832 -0.00180333 114724 -1.57188e-08
61780 123.56 0.0875186 -0.00171882 114723 -1.49823e-08
61790 123.58 0.0855139 -0.00162792 114722 -1.41901e-08
61800 123.6 0.0833725 -0.00153084 114721 -1.3344e-08
61810 123.62 0.0810977 -0.00142788 114720 -1.24466e-08
61820 123.64 0.0786931 -0.00131882 114719 -1.14961e-08
61830 123.66 0.0761627 -0.00120496 114718 -1.05037e-08
61840 123.68 0.0735104 -0.00108468 114717 -9.45526e-09
61850 123.7 0.0707405 -0.000959796 114716 -8.36675e-09
61860 123.72 0.0678574 -0.000829399 114714 -7.23011e-09
61870 123.74 0.0648658 -0.00069374 114713 -6.0476e-09
61880 123.76 0.0617704 -0.000555294 114712 -4.84075e-09
61890 123.78 0.0585762 -0.000409266 114711 -3.56779e-09
61900 123.8 0.0552883 -0.000260375 114710 -2.26985e-09
61910 123.82 0.0519119 -0.000106763 114710 -9.30722e-10
61920 123.84 0.0484525 5.09066e-05 114709 4.4379e-10
61930 123.86 0.0449155 0.000212512 114708 1.85263e-09
61940 123.88 0.0413067 0.000375785 114707 3.27603e-09
61950 123.9 0.0376319 0.000543327 114707 4.73665e-09
61960 123.92 0.0338968 0.000711701 114707 6.20453e-09
61970 123.94 0.0301075 0.000885164 114706 7.71678e-09
61980 123.96 0.02627 0.00105978 114706 9.23912e-09
61990 123.98 0.0223905 0.001237 114706 1.07841e-08
62000 124 0.0184752 0.00141612 114707 1.23455e-08
62010 124.02 0.0145303 0.00159625 114706 1.3916e-08
62020 124.04 0.0105622 0.00177654 114707 1.54877e-08
62030 124.06 0.00657721 0.00195773 114707 1.70672e-08
62040 124.08 0.00258168 0.00214097 114708 1.86645e-08
62050 124.1 -0.00141799 0.00232206 114708 2.02431e-08
62060 124.12 -0.00541539 0.00250357 114709 2.18253e-08
62070 124.14 -0.00940412 0.00268499 114710 2.34068e-08
62080 124.16 -0.0133778 0.00286668 114711 2.49904e-08
62090 124.18 -0.0173301 0.00304682 114713 2.65605e-08
62100 124.2 -0.0212547 0.00322464 114714 2.81103e-08
62110 124.22 -0.0251452 0.00340302 114715 2.9665e-08
62120 124.24 -0.0289956 0.00358014 114717 3.12086e-08
62130 124.26 -0.0327995 0.00375319 114718 3.27166e-08
62140 124.28 -0.036551 0.00392508 114720 3.42144e-08
62150 124.3 -0.040244 0.00409468 114722 3.56922e-08
62160 124.32 -0.0438726 0.00425928 114724 3.71264e-08
62170 124.34 -0.047431 0.00442265 114725 3.85498e-08
62180 124.36 -0.0509136 0.00458223 114727 3.99401e-08
62190 124.38 -0.0543147 0.00473794 114729 4.12967e-08
62200 124.4 -0.0576289 0.00488905 114732 4.2613e-08
62210 124.42 -0.0608509 0.00503523 114733 4.38865e-08
62220 124.44 -0.0639756 0.00517656 114735 4.51175e-08
62230 124.46 -0.0669979 0.00531397 114737 4.63143e-08
62240 124.48 -0.069913 0.00544687 114739 4.74718e-08
62250 124.5 -0.0727163 0.00557386 114741 4.85778e-08
62260 124.52 -0.0754033 0.00569726 114743 4.96524e-08
62270 124.54 -0.0779696 0.00581502 114745 5.06779e-08
62280 124.56 -0.0804112 0.00592751 114747 5.16573e-08
62290 124.58 -0.0827242 0.00603288 114749 5.25748e-08
62300 124.6 -0.0849048 0.00613116 114750 5.34305e-08
62310 124.62 -0.0869496 0.00622481 114752 5.42459e-08
62320 124.64 -0.0888553 0.00631259 114754 5.50099e-08
62330 124.66 -0.0906188 0.00639274 114755 5.57077e-08
62340 124.68 -0.0922374 0.00646641 114756 5.6349e-08
62350 124.7 -0.0937084 0.00653352 114758 5.69332e-08
62360 124.72 -0.0950294 0.00659434 114759 5.74627e-08
62370 124.74 -0.0961985 0.00664896 114760 5.79381e-08
62380 124.76 -0.0972137 0.00669622 114761 5.83494e-08
62390 124.78 -0.0980733 0.00673617 114762 5.86971e-08
62400 124.8 -0.0987761 0.00676871 114762 5.89803e-08
62410 124.82 -0.0993208 0.00679478 114763 5.92072e-08
62420 124.84 -0.0997066 0.00681269 114763 5.93631e-08
62430 124.86 -0.099933 0.00682396 114763 5.94612e-08
62440 124.88 -0.0999994 0.0068278 114763 5.94945e-08
62450 124.9 -0.0999059 0.00682419 114763 5.94632e-08
62460 124.92 -0.0996526 0.00681315 114763 5.93671e-08
62470 124.94 -0.0992398 0.00679547 114763 5.92132e-08
62480 124.96 -0.0986682 0.00676962 114762 5.89882e-08
62490 124.98 -0.0979389 0.0067373 114762 5.8707e-08
62500 125 -0.0970528 0.00669758 114761 5.83613e-08
62510 125.02 -0.0960115 0.00665054 114760 5.79519e-08
62520 125.04 -0.0948165 0.00659615 114759 5.74784e-08
62530 125.06 -0.0934699 0.00653554 114758 5.69508e-08
62540 125.08 -0.0919738 0.00646864 114756 5.63684e-08
62550 125.1 -0.0903305 0.00639492 114755 5.57268e-08
62560 125.12 -0.0885427 0.00631523 114754 5.50329e-08
62570 125.14 -0.0866133 0.00622766 114752 5.42707e-08
62580 125.16 -0.0845453 0.00613421 114750 5.3457e-08
62590 125.18 -0.082342 0.0060358 114749 5.26002e-08
62600 125.2 -0.080007 0.00593093 114747 5.16871e-08
62610 125.22 -0.077544 0.0058182 114745 5.07055e-08
62620 125.24 -0.074957 0.00570085 114743 4.96837e-08
62630 125.26 -0.0722501 0.00557769 114741 4.86112e-08
62640 125.28 -0.0694275 0.0054507 114739 4.75053e-08
62650 125.3 -0.0664939 0.00531823 114737 4.63515e-08
62660 125.32 -0.0634539 0.00518098 114735 4.5156e-08
62670 125.34 -0.0603124 0.00503979 114733 4.39262e-08
62680 125.36 -0.0570745 0.00489343 114732 4.26511e-08
62690 125.38 -0.0537452 0.00474276 114730 4.13386e-08
62700 125.4 -0.0503299 0.00458709 114728 3.99825e-08
62710 125.42 -0.0468341 0.00442744 114726 3.85916e-08
62720 125.44 -0.0432634 0.00426443 114724 3.71713e-08
62730 125.46 -0.0396235 0.00409981 114722 3.5737e-08
62740 125.48 -0.0359202 0.00393042 114720 3.42609e-08
62750 125.5 -0.0321594 0.0037586 114718 3.27637e-08
62760 125.52 -0.0283472 0.00358563 114717 3.12564e-08
62770 125.54 -0.0244896 0.00340817 114715 2.97098e-08
62780 125.56 -0.0205928 0.00323024 114714 2.81591e-08
62790 125.58 -0.0166631 0.00305216 114713 2.6607e-08
62800 125.6 -0.0127068 0.00287204 114711 2.50371e-08
62810 125.62 -0.0087301 0.0026907 114710 2.34564e-08
62820 125.64 -0.00473945 0.00250906 114709 2.18732e-08
62830 125.66 -0.000741222 0.00232762 114708 2.02916e-08
62840 125.68 0.00325819 0.0021461 114708 1.87093e-08
62850 125.7 0.0072524 0.00196304 114707 1.71134e-08
62860 125.72 0.011235 0.00178193 114707 1.55347e-08
62870 125.74 0.0151996 0.00160191 114706 1.39653e-08
62880 125.76 0.0191399 0.00142164 114707 1.23937e-08
62890 125.78 0.0230496 0.00124258 114706 1.08327e-08
62900 125.8 0.0269225 0.0010653 114706 9.28723e-09
62910 125.82 0.0307522 0.000890616 114706 7.76431e-09
62920 125.84 0.0345327 0.000717079 114707 6.25142e-09
62930 125.86 0.0382581 0.000548623 114707 4.78282e-09
62940 125.88 0.0419222 0.000380674 114707 3.31865e-09
62950 125.9 0.0455192 0.000217617 114708 1.89714e-09
62960 125.92 0.0490434 5.59041e-05 114709 4.87356e-10
62970 125.94 0.0524892 -0.000102039 114710 -8.89539e-10
62980 125.96 0.0558509 -0.000255617 114710 -2.22837e-09
62990 125.98 0.0591234 -0.000404639 114711 -3.52745e-09
63000 126 0.0623012 -0.000550805 114712 -4.80162e-09
63010 126.02 0.0653794 -0.000689397 114713 -6.00974e-09
63020 126.04 0.068353 -0.000825208 114714 -7.19358e-09
63030 126.06 0.0712172 -0.000955764 114716 -8.33161e-09
63040 126.08 0.0739675 -0.00108081 114717 -9.42157e-09
63050 126.1 0.0765995 -0.00120126 114718 -1.04715e-08
63060 126.12 0.0791089 -0.00131531 114719 -1.14655e-08
63070 126.14 0.0814918 -0.00142477 114720 -1.24196e-08
63080 126.16 0.0837443 -0.00152769 114721 -1.33166e-08
63090 126.18 0.0858628 -0.00162497 114722 -1.41644e-08
63100 126.2 0.087844 -0.00171607 114723 -1.49584e-08
63110 126.22 0.0896846 -0.00180078 114724 -1.56966e-08
63120 126.24 0.0913818 -0.00187961 114725 -1.63836e-08
63130 126.26 0.0929328 -0.00195089 114726 -1.70048e-08
63140 126.28 0.0943351 -0.00201474 114727 -1.75612e-08
63150 126.3 0.0955864 -0.00207211 114728 -1.80611e-08
63160 126.32 0.0966849 -0.0021231 114728 -1.85054e-08
63170 126.34 0.0976287 -0.00216637 114729 -1.88825e-08
63180 126.36 0.0984163 -0.00220348 114729 -1.92059e-08
63190 126.38 0.0990464 -0.00223267 114730 -1.94603e-08
63200 126.4 0.0995181 -0.00225517 114730 -1.96563e-08
63210 126.42 0.0998306 -0.00227017 114730 -1.9787e-08
63220 126.44 0.0999834 -0.00227779 114730 -1.98534e-08
63230 126.46 0.0999763 -0.00227821 114730 -1.9857e-08
63240 126.48 0.0998092 -0.00227118 114730 -1.97958e-08
63250 126.5 0.0994824 -0.00225721 114730 -1.96741e-08
63260 126.52 0.0989964 -0.00223538 114730 -1.94838e-08
63270 126.54 0.0983521 -0.00220715 114730 -1.92379e-08
63280 126.56 0.0975505 -0.00217085 114729 -1.89215e-08
63290 126.58 0.0965928 -0.00212838 114728 -1.85514e-08
63300 126.6 0.0954806 -0.00207818 114728 -1.8114e-08
63310 126.62 0.0942156 -0.00202158 114727 -1.76208e-08
63320 126.64 0.0927999 -0.00195845 114726 -1.70707e-08
63330 126.66 0.0912357 -0.00188798 114725 -1.64565e-08
63340 126.68 0.0895256 -0.00180989 114724 -1.5776e-08
63350 126.7 0.0876722 -0.00172552 114723 -1.50407e-08
63360 126.72 0.0856786 -0.00163519 114722 -1.42535e-08
63370 126.74 0.083548 -0.00153874 114721 -1.34128e-08
63380 126.76 0.0812836 -0.00143647 114720 -1.25215e-08
63390 126.78 0.0788893 -0.00132767 114719 -1.15733e-08
63400 126.8 0.0763687 -0.00121448 114718 -1.05867e-08
63410 126.82 0.0737259 -0.00109393 114717 -9.53593e-09
63420 126.84 0.0709653 -0.00096973 114716 -8.45334e-09
63430 126.86 0.068091 -0.000840212 114715 -7.32437e-09
63440 126.88 0.0651079 -0.000704639 114713 -6.14261e-09
63450 126.9 0.0620206 -0.000566555 114713 -4.93891e-09
63460 126.92 0.058834 -0.000420898 114711 -3.66919e-09
63470 126.94 0.0555534 -0.000271507 114711 -2.36689e-09
63480 126.96 0.0521839 -0.000119197 114710 -1.03912e-09
63490 126.98 0.0487309 3.80011e-05 114709 3.31283e-10
63500 127 0.0451999 0.000199327 114708 1.73769e-09
63510 127.02 0.0415966 0.000362845 114708 3.16322e-09
63520 127.04 0.0379268 0.000529911 114707 4.61969e-09
63530 127.06 0.0341963 0.000697993 114707 6.08502e-09
63540 127.08 0.0304111 0.000871076 114706 7.59396e-09
63550 127.1 0.0265772 0.00104578 114706 9.11701e-09
63560 127.12 0.0227009 0.0012226 114706 1.06585e-08
63570 127.14 0.0187882 0.00140187 114706 1.22214e-08
63580 127.16 0.0148454 0.00158162 114706 1.37884e-08
63590 127.18 0.0108789 0.00176263 114707 1.53665e-08
63600 127.2 0.00689502 0.00194332 114707 1.69416e-08
63610 127.22 0.00290009 0.00212617 114708 1.85355e-08
63620 127.24 -0.00109948 0.0023074 114708 2.01153e-08
63630 127.26 -0.0050973 0.00248939 114709 2.17018e-08
63640 127.28 -0.00908695 0.00267025 114710 2.32782e-08
63650 127.3 -0.0130621 0.002852 114711 2.48624e-08
63660 127.32 -0.0170163 0.00303236 114712 2.64344e-08
63670 127.34 -0.0209433 0.00321051 114714 2.79871e-08
63680 127.36 -0.0248368 0.00338906 114715 2.95432e-08
63690 127.38 -0.0286906 0.00356595 114717 3.10849e-08
63700 127.4 -0.0324984 0.00373946 114718 3.25969e-08
63710 127.42 -0.0362543 0.00391157 114720 3.40967e-08
63720 127.44 -0.0399522 0.00408128 114722 3.55754e-08
63730 127.46 -0.0435861 0.00424622 114724 3.70126e-08
63740 127.48 -0.0471504 0.00440962 114725 3.84364e-08
63750 127.5 -0.0506392 0.00456958 114727 3.98299e-08
63760 127.52 -0.054047 0.00472559 114729 4.11891e-08
63770 127.54 -0.0573683 0.0048769 114731 4.25071e-08
63780 127.56 -0.0605978 0.00502343 114733 4.37837e-08
63790 127.58 -0.0637304 0.00516568 114735 4.50228e-08
63800 127.6 -0.0667611 0.00530356 114737 4.62237e-08
63810 127.62 -0.0696849 0.00543667 114739 4.7383e-08
63820 127.64 -0.0724973 0.00556363 114741 4.84887e-08
63830 127.66 -0.0751937 0.00568769 114743 4.95691e-08
63840 127.68 -0.0777698 0.00580569 114745 5.05966e-08
63850 127.7 -0.0802214 0.00591864 114747 5.15801e-08
63860 127.72 -0.0825448 0.00602463 114748 5.25029e-08
63870 127.74 -0.0847361 0.00612327 114750 5.33617e-08
63880 127.76 -0.0867918 0.00621742 114752 5.41816e-08
63890 127.78 -0.0887087 0.00630616 114753 5.4954e-08
63900 127.8 -0.0904836 0.0063864 114755 5.56526e-08
63910 127.82 -0.0921138 0.00646079 114756 5.63001e-08
63920 127.84 -0.0935967 0.00652859 114758 5.68903e-08
63930 127.86 -0.0949298 0.00658965 114759 5.74219e-08
63940 127.88 -0.096111 0.00664483 114760 5.79022e-08
63950 127.9 -0.0971385 0.00669267 114761 5.83185e-08
63960 127.92 -0.0980106 0.00673344 114761 5.86733e-08
63970 127.94 -0.0987259 0.00676632 114762 5.89595e-08
63980 127.96 -0.0992832 0.00679298 114763 5.91915e-08
63990 127.98 -0.0996818 0.00681148 114763 5.93525e-08
64000 128 -0.0999208 0.00682334 114763 5.94557e-08
64010 128.02 -0.1 0.00682776 114763 5.94943e-08
64020 128.04 -0.0999192 0.00682475 114763 5.9468e-08
64030 128.06 -0.0996786 0.0068143 114763 5.93771e-08
64040 128.08 -0.0992785 0.00679721 114763 5.92283e-08
64050 128.1 -0.0987196 0.00677195 114762 5.90085e-08
64060 128.12 -0.0980027 0.00674021 114762 5.87323e-08
64070 128.14 -0.0971291 0.00670107 114761 5.83917e-08
64080 128.16 -0.0961 0.0066546 114760 5.79872e-08
64090 128.18 -0.0949173 0.00660078 114759 5.75187e-08
64100 128.2 -0.0935827 0.00654058 114758 5.69947e-08
64110 128.22 -0.0920984 0.00647438 114756 5.64184e-08
64120 128.24 -0.0904667 0.0064012 114755 5.57814e-08
64130 128.26 -0.0886903 0.00632185 114754 5.50906e-08
64140 128.28 -0.086772 0.00623499 114752 5.43345e-08
64150 128.3 -0.084715 0.00614153 114750 5.35207e-08
64160 128.32 -0.0825223 0.00604414 114749 5.26728e-08
64170 128.34 -0.0801977 0.00593942 114747 5.1761e-08
64180 128.36 -0.0777448 0.00582721 114745 5.07839e-08
64190 128.38 -0.0751675 0.00570978 114743 4.97614e-08
64200 128.4 -0.0724699 0.00558756 114741 4.86971e-08
64210 128.42 -0.0696564 0.00546131 114739 4.75976e-08
64220 128.44 -0.0667315 0.00532841 114737 4.64402e-08
