# Time-averaged data for fix log
# TimeStep v_time v_gamma v_Fobs c_Fsum v_E
10000 20 0.0745113 0.00227556 114708 1.98378e-08
10010 20.02 0.0717847 -0.00100634 114716 -8.77241e-09
10020 20.04 0.0689432 -0.000879063 114715 -7.66303e-09
10030 20.06 0.0659914 -0.000745041 114714 -6.49479e-09
10040 20.08 0.0629341 -0.000607908 114713 -5.29939e-09
10050 20.1 0.059776 -0.000464102 114712 -4.04581e-09
10060 20.12 0.0565224 -0.00031594 114711 -2.75423e-09
10070 20.14 0.0531783 -0.000164872 114710 -1.43729e-09
10080 20.16 0.0497491 -8.43333e-06 114709 -7.35192e-11
10090 20.18 0.0462404 0.000151559 114708 1.32125e-09
10100 20.2 0.0426577 0.000314878 114708 2.74504e-09
10110 20.22 0.0390067 0.000480165 114707 4.186e-09
10120 20.24 0.0352933 0.000648054 114707 5.64965e-09
10130 20.26 0.0315235 0.000820452 114706 7.15262e-09
10140 20.28 0.0277033 0.000994596 114706 8.67081e-09
10150 20.3 0.0238387 0.00117059 114706 1.02051e-08
10160 20.32 0.019936 0.00134892 114706 1.17598e-08
10170 20.34 0.0160014 0.00152855 114706 1.33257e-08
10180 20.36 0.0120412 0.00170972 114707 1.49052e-08
10190 20.38 0.00806169 0.00189022 114707 1.64786e-08
10200 20.4 0.00406933 0.00207253 114708 1.80679e-08
10210 20.42 7.04497e-05 0.00225408 114708 1.96506e-08
10220 20.44 -0.00392854 0.00243639 114709 2.12397e-08
10230 20.46 -0.00792124 0.00261706 114710 2.28146e-08
10240 20.48 -0.0119013 0.00279834 114711 2.43947e-08
10250 20.5 -0.0158623 0.00297971 114712 2.59756e-08
10260 20.52 -0.0197979 0.00315809 114713 2.75303e-08
10270 20.54 -0.0237018 0.00333666 114715 2.90866e-08
10280 20.56 -0.0275679 0.00351449 114716 3.06364e-08
10290 20.58 -0.0313898 0.00368891 114718 3.21564e-08
10300 20.6 -0.0351615 0.00386178 114719 3.36628e-08
10310 20.62 -0.0388769 0.0040322 114721 3.51478e-08
10320 20.64 -0.0425302 0.00419843 114723 3.65962e-08
10330 20.66 -0.0461154 0.00436216 114725 3.80228e-08
10340 20.68 -0.0496269 0.00452344 114727 3.9428e-08
10350 20.7 -0.0530589 0.00468035 114729 4.07949e-08
10360 20.72 -0.0564061 0.0048345 114731 4.21378e-08
10370 20.74 -0.059663 0.00498117 114733 4.34155e-08
10380 20.76 -0.0628245 0.00512506 114734 4.46689e-08
10390 20.78 -0.0658855 0.00526377 114736 4.5877e-08
10400 20.8 -0.0688411 0.00539769 114738 4.70436e-08
10410 20.82 -0.0716865 0.00552667 114740 4.81669e-08
10420 20.84 -0.0744173 0.00565169 114742 4.92557e-08
10430 20.86 -0.077029 0.00577107 114744 5.02952e-08
10440 20.88 -0.0795175 0.00588573 114746 5.12936e-08
10450 20.9 -0.0818787 0.00599376 114748 5.22342e-08
10460 20.92 -0.084109 0.00609541 114750 5.31192e-08
10470 20.94 -0.0862047 0.00619028 114751 5.39452e-08
10480 20.96 -0.0881626 0.00628084 114753 5.47336e-08
10490 20.98 -0.0899793 0.00636294 114754 5.54484e-08
10500 21 -0.0916522 0.00643941 114756 5.6114e-08
10510 21.02 -0.0931784 0.00650926 114757 5.67221e-08
10520 21.04 -0.0945555 0.00657235 114758 5.72712e-08
10530 21.06 -0.0957814 0.00662961 114759 5.77697e-08
10540 21.08 -0.096854 0.00667963 114760 5.82051e-08
10550 21.1 -0.0977717 0.00672211 114761 5.85748e-08
10560 21.12 -0.098533 0.00675746 114762 5.88824e-08
10570 21.14 -0.0991366 0.00678594 114763 5.91303e-08
10580 21.16 -0.0995817 0.0068066 114763 5.93101e-08
10590 21.18 -0.0998674 0.00682064 114763 5.94322e-08
10600 21.2 -0.0999934 0.00682724 114763 5.94897e-08
10610 21.22 -0.0999594 0.0068264 114763 5.94824e-08
10620 21.24 -0.0997655 0.00681813 114763 5.94104e-08
10630 21.26 -0.099412 0.00680263 114763 5.92755e-08
10640 21.28 -0.0988994 0.0067801 114762 5.90794e-08
10650 21.3 -0.0982287 0.00674997 114762 5.88172e-08
10660 21.32 -0.0974007 0.00671298 114761 5.84953e-08
10670 21.34 -0.096417 0.00666888 114760 5.81115e-08
10680 21.36 -0.095279 0.00661725 114759 5.7662e-08
10690 21.38 -0.0939886 0.00655864 114758 5.71519e-08
10700 21.4 -0.0925479 0.00649495 114757 5.65975e-08
10710 21.42 -0.090959 0.00642283 114755 5.59697e-08
10720 21.44 -0.0892247 0.00634505 114754 5.52926e-08
10730 21.46 -0.0873476 0.00626125 114753 5.45631e-08
10740 21.48 -0.0853308 0.00616964 114751 5.37655e-08
10750 21.5 -0.0831775 0.00607353 114749 5.29287e-08
10760 21.52 -0.0808911 0.00597017 114747 5.20288e-08
10770 21.54 -0.0784753 0.00586025 114746 5.10717e-08
10780 21.56 -0.0759339 0.0057448 114744 5.00664e-08
10790 21.58 -0.0732711 0.00562424 114742 4.90166e-08
10800 21.6 -0.0704911 0.00549806 114740 4.79178e-08
10810 21.62 -0.0675983 0.00536755 114738 4.6781e-08
10820 21.64 -0.0645973 0.00523355 114736 4.56139e-08
10830 21.66 -0.061493 0.00509325 114734 4.43918e-08
10840 21.68 -0.0582903 0.00494826 114732 4.31288e-08
10850 21.7 -0.0549944 0.00479976 114730 4.18351e-08
10860 21.72 -0.0516105 0.00464539 114728 4.04904e-08
10870 21.74 -0.048144 0.00448695 114726 3.91101e-08
10880 21.76 -0.0446005 0.00432528 114724 3.77015e-08
10890 21.78 -0.0409857 0.00416101 114723 3.62702e-08
10900 21.8 -0.0373053 0.00399395 114721 3.48145e-08
10910 21.82 -0.0335652 0.0038227 114719 3.33223e-08
10920 21.84 -0.0297714 0.00365024 114717 3.18194e-08
10930 21.86 -0.02593 0.00347447 114716 3.02876e-08
10940 21.88 -0.0220471 0.00329662 114714 2.87376e-08
10950 21.9 -0.0181289 0.00311842 114713 2.71845e-08
10960 21.92 -0.0141817 0.00293941 114712 2.56243e-08
10970 21.94 -0.0102119 0.00275713 114711 2.40355e-08
10980 21.96 -0.00622569 0.00257595 114710 2.24563e-08
10990 21.98 -0.00222953 0.0023957 114709 2.0885e-08
11000 22 0.00177019 0.00221311 114708 1.92934e-08
11010 22.02 0.00576708 0.00203104 114708 1.77063e-08
11020 22.04 0.00975475 0.00184954 114707 1.61241e-08
11030 22.06 0.0137268 0.00166893 114706 1.45495e-08
11040 22.08 0.0176769 0.00148857 114706 1.29772e-08
11050 22.1 0.0215987 0.00130821 114706 1.14049e-08
11060 22.12 0.025486 0.0011308 114706 9.85821e-09
11070 22.14 0.0293325 0.000955361 114706 8.32876e-09
11080 22.16 0.0331321 0.000780888 114707 6.8077e-09
11090 22.18 0.0368786 0.000611304 114707 5.32927e-09
11100 22.2 0.0405662 0.000442288 114707 3.8558e-09
11110 22.22 0.0441889 0.000277883 114708 2.42253e-09
11120 22.24 0.0477408 0.000115377 114709 1.00582e-09
11130 22.26 0.0512164 -4.40027e-05 114709 -3.83602e-10
11140 22.28 0.0546101 -0.00019971 114710 -1.741e-09
11150 22.3 0.0579164 -0.000349213 114711 -3.04429e-09
11160 22.32 0.0611301 -0.000496815 114712 -4.33098e-09
11170 22.34 0.0642459 -0.000639566 114713 -5.57536e-09
11180 22.36 0.067259 -0.000774898 114714 -6.75504e-09
11190 22.38 0.0701644 -0.000907657 114715 -7.91227e-09
11200 22.4 0.0729577 -0.00103458 114716 -9.01861e-09
11210 22.42 0.0756342 -0.0011569 114717 -1.00848e-08
11220 22.44 0.0781897 -0.00127398 114718 -1.11053e-08
11230 22.46 0.0806201 -0.00138446 114720 -1.20682e-08
11240 22.48 0.0829216 -0.00149033 114721 -1.2991e-08
11250 22.5 0.0850904 -0.00158972 114722 -1.38572e-08
11260 22.52 0.087123 -0.00168258 114723 -1.46665e-08
11270 22.54 0.0890163 -0.00176971 114724 -1.54259e-08
11280 22.56 0.0907672 -0.00185099 114725 -1.61342e-08
11290 22.58 0.0923729 -0.00192507 114726 -1.67797e-08
11300 22.6 0.0938307 -0.00199218 114727 -1.73645e-08
11310 22.62 0.0951385 -0.00205169 114727 -1.78832e-08
11320 22.64 0.0962941 -0.00210512 114728 -1.83487e-08
11330 22.66 0.0972956 -0.00215097 114729 -1.87483e-08
11340 22.68 0.0981415 -0.00219044 114729 -1.90923e-08
11350 22.7 0.0988304 -0.00222318 114730 -1.93775e-08
11360 22.72 0.0993612 -0.0022476 114730 -1.95903e-08
11370 22.74 0.099733 -0.00226536 114730 -1.97451e-08
11380 22.76 0.0999452 -0.00227574 114730 -1.98356e-08
11390 22.78 0.0999976 -0.00227892 114730 -1.98633e-08
11400 22.8 0.09989 -0.00227467 114730 -1.98262e-08
11410 22.82 0.0996226 -0.0022632 114730 -1.97263e-08
11420 22.84 0.0991958 -0.00224437 114730 -1.95622e-08
11430 22.86 0.0986103 -0.00221888 114730 -1.934e-08
11440 22.88 0.0978671 -0.00218508 114729 -1.90455e-08
11450 22.9 0.0969673 -0.00214485 114729 -1.8695e-08
11460 22.92 0.0959124 -0.00209765 114728 -1.82837e-08
11470 22.94 0.094704 -0.00204381 114727 -1.78145e-08
11480 22.96 0.0933442 -0.00198296 114726 -1.72842e-08
11490 22.98 0.091835 -0.00191455 114726 -1.66881e-08
11500 23 0.0901788 -0.00183984 114725 -1.6037e-08
11510 23.02 0.0883785 -0.00175724 114724 -1.53172e-08
11520 23.04 0.0864367 -0.00166942 114723 -1.45518e-08
11530 23.06 0.0843566 -0.00157538 114722 -1.37322e-08
11540 23.08 0.0821416 -0.00147541 114721 -1.28609e-08
11550 23.1 0.0797952 -0.00136868 114719 -1.19307e-08
11560 23.12 0.0773211 -0.00125741 114718 -1.09609e-08
11570 23.14 0.0747234 -0.00113909 114717 -9.92958e-09
11580 23.16 0.0720061 -0.00101629 114716 -8.8592e-09
11590 23.18 0.0691736 -0.000888654 114715 -7.74662e-09
11600 23.2 0.0662304 -0.000755619 114714 -6.58699e-09
11610 23.22 0.0631813 -0.00061882 114713 -5.39452e-09
11620 23.24 0.0600311 -0.000475916 114712 -4.14879e-09
11630 23.26 0.0567849 -0.000327522 114711 -2.8552e-09
11640 23.28 0.0534478 -0.000177361 114710 -1.54616e-09
11650 23.3 0.0500252 -2.10444e-05 114709 -1.83458e-10
11660 23.32 0.0465226 0.000139037 114709 1.21209e-09
11670 23.34 0.0429456 0.000301528 114708 2.62866e-09
11680 23.36 0.0392998 0.00046657 114707 4.06749e-09
11690 23.38 0.0355912 0.000634956 114707 5.53546e-09
11700 23.4 0.0318257 0.000806433 114707 7.0304e-09
11710 23.42 0.0280092 0.000980398 114706 8.54703e-09
11720 23.44 0.0241479 0.00115675 114706 1.00845e-08
11730 23.46 0.020248 0.00133444 114706 1.16335e-08
11740 23.48 0.0163157 0.00151413 114706 1.32001e-08
11750 23.5 0.0123573 0.00169504 114706 1.47772e-08
11760 23.52 0.00837914 0.00187616 114707 1.63561e-08
11770 23.54 0.00438757 0.00205774 114708 1.7939e-08
11780 23.56 0.000388979 0.00223928 114708 1.95216e-08
11790 23.58 -0.00361023 0.00242223 114709 2.11164e-08
11800 23.6 -0.00760367 0.00260265 114710 2.2689e-08
11810 23.62 -0.0115849 0.00278398 114711 2.42696e-08
11820 23.64 -0.0155477 0.00296542 114712 2.5851e-08
11830 23.66 -0.0194856 0.00314422 114713 2.74094e-08
11840 23.68 -0.0233923 0.00332226 114715 2.89611e-08
11850 23.7 -0.0272615 0.00350051 114716 3.05146e-08
11860 23.72 -0.0310872 0.00367518 114718 3.20367e-08
11870 23.74 -0.0348631 0.00384789 114719 3.35418e-08
11880 23.76 -0.0385833 0.00401895 114721 3.50323e-08
11890 23.78 -0.0422417 0.00418517 114723 3.64806e-08
11900 23.8 -0.0458325 0.00434903 114725 3.79084e-08
11910 23.82 -0.0493501 0.00451055 114727 3.93156e-08
11920 23.84 -0.0527887 0.00466785 114729 4.0686e-08
11930 23.86 -0.0561428 0.00482223 114731 4.20308e-08
11940 23.88 -0.0594071 0.00496944 114732 4.33133e-08
11950 23.9 -0.0625764 0.00511385 114734 4.45713e-08
11960 23.92 -0.0656455 0.00525298 114736 4.57831e-08
11970 23.94 -0.0686097 0.0053869 114738 4.69495e-08
11980 23.96 -0.0714641 0.00551629 114740 4.80765e-08
11990 23.98 -0.0742041 0.00564183 114742 4.91698e-08
12000 24 -0.0768255 0.00576216 114744 5.02176e-08
12010 24.02 -0.0793239 0.00587668 114746 5.12148e-08
12020 24.04 -0.0816954 0.00598573 114748 5.21643e-08
12030 24.06 -0.0839363 0.00608756 114750 5.30509e-08
12040 24.08 -0.0860429 0.00618296 114751 5.38815e-08
12050 24.1 -0.0880118 0.00627404 114753 5.46745e-08
12060 24.12 -0.0898399 0.00635641 114754 5.53915e-08
12070 24.14 -0.0915243 0.00643379 114756 5.60652e-08
12080 24.16 -0.0930623 0.00650429 114757 5.66787e-08
12090 24.18 -0.0944513 0.00656745 114758 5.72286e-08
12100 24.2 -0.0956893 0.00662528 114759 5.77319e-08
12110 24.22 -0.0967742 0.00667587 114760 5.81723e-08
12120 24.24 -0.0977043 0.00671892 114761 5.8547e-08
12130 24.26 -0.0984781 0.00675485 114762 5.88597e-08
12140 24.28 -0.0990944 0.00678392 114763 5.91126e-08
12150 24.3 -0.0995521 0.00680537 114763 5.92993e-08
12160 24.32 -0.0998505 0.00681979 114763 5.94249e-08
12170 24.34 -0.0999892 0.00682698 114763 5.94875e-08
12180 24.36 -0.099968 0.00682674 114763 5.94854e-08
12190 24.38 -0.0997868 0.00681906 114763 5.94185e-08
12200 24.4 -0.099446 0.00680415 114763 5.92887e-08
12210 24.42 -0.0989461 0.00678221 114763 5.90978e-08
12220 24.44 -0.0982878 0.00675266 114762 5.88407e-08
12230 24.46 -0.0974724 0.00671626 114761 5.85238e-08
12240 24.48 -0.096501 0.00667273 114760 5.8145e-08
12250 24.5 -0.0953753 0.00662167 114759 5.77005e-08
12260 24.52 -0.0940969 0.00656338 114758 5.71931e-08
12270 24.54 -0.0926681 0.00649975 114757 5.66393e-08
12280 24.56 -0.0910909 0.00642891 114756 5.60227e-08
12290 24.58 -0.0893681 0.00635098 114754 5.53442e-08
12300 24.6 -0.0875023 0.00626839 114753 5.46252e-08
12310 24.62 -0.0854965 0.006177 114751 5.38296e-08
12320 24.64 -0.0833539 0.00608118 114750 5.29952e-08
12330 24.66 -0.0810779 0.00597881 114748 5.2104e-08
12340 24.68 -0.0786723 0.00586919 114746 5.11496e-08
12350 24.7 -0.0761408 0.00575437 114744 5.01498e-08
12360 24.72 -0.0734875 0.0056336 114742 4.9098e-08
12370 24.74 -0.0707166 0.00550827 114740 4.80067e-08
12380 24.76 -0.0678326 0.00537796 114738 4.68718e-08
12390 24.78 -0.0648401 0.00524439 114736 4.57083e-08
12400 24.8 -0.0617439 0.00510428 114734 4.44879e-08
12410 24.82 -0.0585488 0.00495958 114732 4.32274e-08
12420 24.84 -0.0552602 0.00481208 114730 4.19425e-08
12430 24.86 -0.0518831 0.00465803 114728 4.06005e-08
12440 24.88 -0.048423 0.00449989 114726 3.92228e-08
12450 24.9 -0.0448854 0.0043385 114725 3.78167e-08
12460 24.92 -0.041276 0.00417448 114723 3.63876e-08
12470 24.94 -0.0376006 0.00400765 114721 3.49339e-08
12480 24.96 -0.0338651 0.00383662 114719 3.34436e-08
12490 24.98 -0.0300753 0.00366403 114717 3.19396e-08
12500 25 -0.0262375 0.00348874 114716 3.0412e-08
12510 25.02 -0.0223577 0.00331037 114714 2.88575e-08
12520 25.04 -0.0184421 0.00313257 114713 2.73078e-08
12530 25.06 -0.014497 0.00295359 114712 2.57479e-08
12540 25.08 -0.0105287 0.00277185 114711 2.41638e-08
12550 25.1 -0.00654357 0.00259047 114710 2.25828e-08
12560 25.12 -0.00254797 0.00241003 114709 2.101e-08
12570 25.14 0.0014517 0.00222707 114708 1.94151e-08
12580 25.16 0.00544905 0.00204555 114708 1.78327e-08
12590 25.18 0.00943769 0.00186428 114707 1.62525e-08
12600 25.2 0.0134112 0.00168322 114707 1.46742e-08
12610 25.22 0.0173633 0.00150272 114706 1.31006e-08
12620 25.24 0.0212876 0.00132268 114706 1.1531e-08
12630 25.26 0.0251779 0.00114513 114706 9.98315e-09
12640 25.28 0.0290278 0.000969232 114706 8.44968e-09
12650 25.3 0.0328313 0.000794879 114707 6.92968e-09
12660 25.32 0.0365824 0.00062402 114707 5.44013e-09
12670 25.34 0.0402748 0.000455752 114707 3.97318e-09
12680 25.36 0.0439029 0.000291195 114708 2.53858e-09
12690 25.38 0.0474607 0.00012842 114709 1.11953e-09
12700 25.4 0.0509426 -3.12499e-05 114709 -2.72427e-10
12710 25.42 0.054343 -0.000187268 114710 -1.63253e-09
12720 25.44 0.0576564 -0.000337325 114711 -2.94065e-09
12730 25.46 0.0608777 -0.000485226 114712 -4.22995e-09
12740 25.48 0.0640015 -0.000628242 114713 -5.47665e-09
12750 25.5 0.0670229 -0.00076441 114714 -6.66363e-09
12760 25.52 0.0699371 -0.000897069 114715 -7.81997e-09
12770 25.54 0.0727395 -0.0010244 114716 -8.92987e-09
12780 25.56 0.0754254 -0.00114716 114717 -9.99988e-09
12790 25.58 0.0779907 -0.00126493 114718 -1.10264e-08
12800 25.6 0.0804312 -0.00137564 114720 -1.19913e-08
12810 25.62 0.0827431 -0.0014822 114721 -1.29201e-08
12820 25.64 0.0849226 -0.00158188 114722 -1.37888e-08
12830 25.66 0.0869662 -0.0016755 114723 -1.46048e-08
12840 25.68 0.0888707 -0.0017629 114724 -1.53664e-08
12850 25.7 0.090633 -0.00184505 114725 -1.60825e-08
12860 25.72 0.0922504 -0.00191932 114726 -1.67297e-08
12870 25.74 0.0937201 -0.00198698 114727 -1.73193e-08
12880 25.76 0.0950399 -0.00204739 114727 -1.78457e-08
12890 25.78 0.0962077 -0.00210105 114728 -1.83133e-08
12900 25.8 0.0972216 -0.00214747 114729 -1.87178e-08
12910 25.82 0.0980799 -0.00218752 114729 -1.90668e-08
12920 25.84 0.0987813 -0.00222084 114730 -1.93571e-08
12930 25.86 0.0993247 -0.00224585 114730 -1.95751e-08
12940 25.88 0.0997092 -0.00226419 114730 -1.97349e-08
12950 25.9 0.0999342 -0.00227517 114730 -1.98306e-08
12960 25.92 0.0999993 -0.00227884 114730 -1.98626e-08
12970 25.94 0.0999044 -0.00227528 114730 -1.98315e-08
12980 25.96 0.0996497 -0.0022644 114730 -1.97367e-08
12990 25.98 0.0992356 -0.00224616 114730 -1.95778e-08
13000 26 0.0986628 -0.00222125 114730 -1.93607e-08
13010 26.02 0.0979321 -0.00218804 114729 -1.90713e-08
13020 26.04 0.0970447 -0.00214809 114729 -1.87232e-08
13030 26.06 0.096002 -0.00210176 114728 -1.83195e-08
13040 26.08 0.0948058 -0.00204817 114727 -1.78525e-08
13050 26.1 0.0934579 -0.00198789 114727 -1.73272e-08
13060 26.12 0.0919606 -0.00192033 114726 -1.67385e-08
13070 26.14 0.090316 -0.00184616 114725 -1.60921e-08
13080 26.16 0.088527 -0.00176409 114724 -1.53769e-08
13090 26.18 0.0865964 -0.00167679 114723 -1.4616e-08
13100 26.2 0.0845273 -0.00158326 114722 -1.38008e-08
13110 26.22 0.0823229 -0.00148366 114721 -1.29328e-08
13120 26.24 0.0799868 -0.00137718 114720 -1.20048e-08
13130 26.26 0.0775227 -0.00126646 114718 -1.10398e-08
13140 26.28 0.0749347 -0.00114887 114717 -1.00148e-08
13150 26.3 0.0722267 -0.00102618 114716 -8.94542e-09
13160 26.32 0.0694032 -0.000898927 114715 -7.83617e-09
13170 26.34 0.0664687 -0.000766111 114714 -6.67845e-09
13180 26.36 0.0634279 -0.000630239 114713 -5.49405e-09
13190 26.38 0.0602855 -0.000487114 114712 -4.24641e-09
13200 26.4 0.0570468 -0.000339447 114711 -2.95915e-09
13210 26.42 0.0537167 -0.000189448 114710 -1.65154e-09
13220 26.44 0.0503008 -3.34839e-05 114709 -2.91902e-10
13230 26.46 0.0468043 0.000126135 114709 1.09961e-09
13240 26.48 0.043233 0.000288864 114708 2.51825e-09
13250 26.5 0.0395925 0.000453377 114707 3.95247e-09
13260 26.52 0.0358887 0.000621943 114707 5.42203e-09
13270 26.54 0.0321275 0.000792429 114707 6.90832e-09
13280 26.56 0.0283148 0.00096675 114706 8.42804e-09
13290 26.58 0.0244569 0.00114262 114706 9.96128e-09
13300 26.6 0.0205598 0.00132015 114706 1.15089e-08
13310 26.62 0.0166299 0.00150016 114706 1.30783e-08
13320 26.64 0.0126733 0.00168065 114707 1.46518e-08
13330 26.66 0.00869651 0.0018617 114707 1.623e-08
13340 26.68 0.00470577 0.00204296 114708 1.78102e-08
13350 26.7 0.000707505 0.00222464 114708 1.93939e-08
13360 26.72 -0.00329189 0.0024079 114709 2.09914e-08
13370 26.74 -0.00728603 0.00258789 114710 2.25603e-08
13380 26.76 -0.0112685 0.00276927 114711 2.41413e-08
13390 26.78 -0.015233 0.00295122 114712 2.57272e-08
13400 26.8 -0.019173 0.00313002 114713 2.72857e-08
13410 26.82 -0.0230824 0.00330785 114714 2.88355e-08
13420 26.84 -0.0269549 0.00348624 114716 3.03903e-08
13430 26.86 -0.0307843 0.00366156 114717 3.19181e-08
13440 26.88 -0.0345644 0.00383418 114719 3.34224e-08
13450 26.9 -0.0382892 0.00400526 114721 3.4913e-08
13460 26.92 -0.0419528 0.00417212 114723 3.6367e-08
13470 26.94 -0.0455492 0.00433619 114725 3.77965e-08
13480 26.96 -0.0490728 0.00449763 114726 3.92031e-08
13490 26.98 -0.0525179 0.00465582 114728 4.05812e-08
13500 27 -0.0558789 0.00480993 114730 4.19237e-08
13510 27.02 -0.0591506 0.00495748 114732 4.32091e-08
13520 27.04 -0.0623276 0.00510254 114734 4.44728e-08
13530 27.06 -0.0654049 0.00524243 114736 4.56911e-08
13540 27.08 -0.0683776 0.00537607 114738 4.68552e-08
13550 27.1 -0.0712409 0.00550644 114740 4.79908e-08
13560 27.12 -0.0739902 0.00563211 114742 4.90851e-08
13570 27.14 -0.0766212 0.0057527 114744 5.01352e-08
13580 27.16 -0.0791295 0.0058676 114746 5.11357e-08
13590 27.18 -0.0815113 0.0059773 114748 5.20909e-08
13600 27.2 -0.0837627 0.00607995 114749 5.29846e-08
13610 27.22 -0.0858801 0.00617595 114751 5.38205e-08
13620 27.24 -0.0878601 0.00626714 114753 5.46144e-08
13630 27.26 -0.0896995 0.00635016 114754 5.53371e-08
13640 27.28 -0.0913955 0.00642785 114756 5.60134e-08
13650 27.3 -0.0929452 0.00649879 114757 5.66309e-08
13660 27.32 -0.0943462 0.00656251 114758 5.71855e-08
13670 27.34 -0.0955963 0.0066209 114759 5.76938e-08
13680 27.36 -0.0966935 0.00667206 114760 5.81391e-08
13690 27.38 -0.097636 0.00671569 114761 5.85188e-08
13700 27.4 -0.0984223 0.0067522 114762 5.88366e-08
13710 27.42 -0.0990511 0.00678185 114762 5.90946e-08
13720 27.44 -0.0995214 0.00680388 114763 5.92864e-08
13730 27.46 -0.0998326 0.0068189 114763 5.94171e-08
13740 27.48 -0.099984 0.00682668 114763 5.94849e-08
13750 27.5 -0.0999755 0.00682703 114763 5.94879e-08
13760 27.52 -0.0998071 0.00681994 114763 5.94262e-08
13770 27.54 -0.0994789 0.00680562 114763 5.93015e-08
13780 27.56 -0.0989917 0.00678427 114763 5.91158e-08
13790 27.58 -0.098346 0.00675531 114762 5.88637e-08
13800 27.6 -0.0975431 0.00671949 114761 5.85519e-08
13810 27.62 -0.0965841 0.00667653 114760 5.81781e-08
13820 27.64 -0.0954705 0.00662604 114759 5.77386e-08
13830 27.66 -0.0942043 0.00656831 114758 5.72361e-08
13840 27.68 -0.0927873 0.00650524 114757 5.66871e-08
13850 27.7 -0.0912219 0.00643485 114756 5.60743e-08
13860 27.72 -0.0895105 0.00635755 114754 5.54015e-08
13870 27.74 -0.087656 0.00627528 114753 5.46852e-08
13880 27.76 -0.0856612 0.00618429 114751 5.38931e-08
13890 27.78 -0.0835294 0.00608898 114750 5.30632e-08
13900 27.8 -0.081264 0.00598694 114748 5.21748e-08
13910 27.82 -0.0788685 0.00587827 114746 5.12286e-08
13920 27.84 -0.0763469 0.00576355 114744 5.02297e-08
13930 27.86 -0.0737032 0.00564352 114742 4.91845e-08
13940 27.88 -0.0709415 0.00551811 114740 4.80923e-08
13950 27.9 -0.0680663 0.00538879 114738 4.6966e-08
13960 27.92 -0.0650823 0.00525494 114736 4.58001e-08
13970 27.94 -0.0619941 0.00511563 114734 4.45868e-08
13980 27.96 -0.0588068 0.00497154 114732 4.33316e-08
13990 27.98 -0.0555254 0.00482438 114731 4.20496e-08
14000 28 -0.0521551 0.00467005 114729 4.07052e-08
14010 28.02 -0.0487014 0.0045128 114727 3.93353e-08
14020 28.04 -0.0451698 0.00435134 114725 3.79285e-08
14030 28.06 -0.0415659 0.00418735 114723 3.64997e-08
14040 28.08 -0.0378956 0.00402134 114721 3.50532e-08
14050 28.1 -0.0341646 0.00385032 114719 3.3563e-08
14060 28.12 -0.030379 0.0036776 114718 3.20578e-08
14070 28.14 -0.0265447 0.00350301 114716 3.05364e-08
14080 28.16 -0.022668 0.00332478 114715 2.89831e-08
14090 28.18 -0.018755 0.00314677 114713 2.74316e-08
14100 28.2 -0.0148121 0.00296798 114712 2.58733e-08
14110 28.22 -0.0108454 0.00278633 114711 2.429e-08
14120 28.24 -0.00686138 0.00260524 114710 2.27115e-08
14130 28.26 -0.00286638 0.00242482 114709 2.11389e-08
14140 28.28 0.0011332 0.00224187 114708 1.95442e-08
14150 28.3 0.00513097 0.00206033 114708 1.79616e-08
14160 28.32 0.00912053 0.0018784 114707 1.63756e-08
14170 28.34 0.0130955 0.00169761 114706 1.47996e-08
14180 28.36 0.0170495 0.00151669 114706 1.32223e-08
14190 28.38 0.0209763 0.00133697 114706 1.16556e-08
14200 28.4 0.0248695 0.00115926 114706 1.01064e-08
14210 28.42 0.0287229 0.000982882 114706 8.56869e-09
14220 28.44 0.0325303 0.000808886 114706 7.05179e-09
14230 28.46 0.0362857 0.000637373 114707 5.55654e-09
14240 28.48 0.0399831 0.000468949 114707 4.08822e-09
14250 28.5 0.0436165 0.000303863 114708 2.64902e-09
14260 28.52 0.0471801 0.000140774 114709 1.22723e-09
14270 28.54 0.0506682 -1.88062e-05 114709 -1.63946e-10
14280 28.56 0.0540753 -0.000175176 114710 -1.52712e-09
14290 28.58 0.0573959 -0.000325395 114711 -2.83666e-09
14300 28.6 0.0606246 -0.00047385 114712 -4.13078e-09
14310 28.62 0.0637564 -0.000616819 114713 -5.37707e-09
14320 28.64 0.0667862 -0.000753685 114714 -6.57013e-09
14330 28.66 0.0697091 -0.00088679 114715 -7.73038e-09
14340 28.68 0.0725205 -0.0010145 114716 -8.84359e-09
14350 28.7 0.0752159 -0.00113738 114717 -9.91464e-09
14360 28.72 0.077791 -0.00125578 114718 -1.09466e-08
14370 28.74 0.0802416 -0.00136713 114719 -1.19171e-08
14380 28.76 0.0825638 -0.00147394 114720 -1.28481e-08
14390 28.78 0.084754 -0.001574 114722 -1.37201e-08
14400 28.8 0.0868085 -0.00166828 114723 -1.45418e-08
14410 28.82 0.0887242 -0.00175604 114724 -1.53067e-08
14420 28.84 0.090498 -0.00183873 114725 -1.60273e-08
14430 28.86 0.092127 -0.00191353 114726 -1.66792e-08
14440 28.88 0.0936085 -0.00198204 114726 -1.72762e-08
14450 28.9 0.0949404 -0.00204299 114727 -1.78073e-08
14460 28.92 0.0961203 -0.00209693 114728 -1.82774e-08
14470 28.94 0.0971465 -0.00214423 114729 -1.86895e-08
14480 28.96 0.0980173 -0.00218456 114729 -1.9041e-08
14490 28.98 0.0987313 -0.00221845 114730 -1.93364e-08
